energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-3.47873937,1.25747418,0.45958969,0.45028016,0.00033392,0.04068635,0.11906184,0.55657765,0.00224735,0.16791960
-3.47273637,1.23904419,0.43148269,0.44370243,0.00032475,0.04024140,0.11242644,0.55802283,0.00219630,0.16414548
-3.46673337,1.22769190,0.40580028,0.43965886,0.00032156,0.03994671,0.10627618,0.56310583,0.00218191,0.16010590
-3.46073037,1.22417191,0.38262137,0.43826839,0.00032555,0.03985356,0.10069661,0.57234698,0.00220851,0.15592398
-3.45472736,1.22920510,0.36199682,0.43963143,0.00033808,0.04001223,0.09576456,0.58626207,0.00228051,0.15172807
-3.44872436,1.24346493,0.34395060,0.44382767,0.00036064,0.04047062,0.09154657,0.60535310,0.00240228,0.14764856
-3.44272136,1.26756423,0.32848157,0.45091429,0.00039495,0.04127297,0.08809756,0.63009876,0.00257817,0.14381464
-3.43671836,1.30204256,0.31556572,0.46092492,0.00044291,0.04245848,0.08545971,0.66094457,0.00281242,0.14035123
-3.43071536,1.34735438,0.30515879,0.47386914,0.00050665,0.04406009,0.08366174,0.69829300,0.00310911,0.13737598
-3.42471236,1.40385804,0.29719911,0.48973277,0.00058851,0.04610335,0.08271841,0.74249334,0.00347210,0.13499663
-3.41870935,1.47180583,0.29161057,0.50847873,0.00069105,0.04860541,0.08263034,0.79383164,0.00390490,0.13330855
-3.41270635,1.55133482,0.28830553,0.53004843,0.00081701,0.05157424,0.08338410,0.85252068,0.00441058,0.13239273
-3.40670335,1.64245885,0.28718744,0.55436364,0.00096932,0.05500795,0.08495260,0.91869016,0.00499168,0.13231412
-3.40070035,1.74506148,0.28815323,0.58132862,0.00115103,0.05889449,0.08729571,0.99237739,0.00565006,0.13312032
-3.39469735,1.85889001,0.29109519,0.61083228,0.00136524,0.06321148,0.09036109,1.07351852,0.00638680,0.13484072
-3.38869435,1.98355080,0.29590240,0.64275032,0.00161507,0.06792637,0.09408527,1.16194071,0.00720205,0.13748603
-3.38269135,2.11850575,0.30246155,0.67694707,0.00190349,0.07299685,0.09839490,1.25735560,0.00809494,0.14104814
-3.37668834,2.26307037,0.31065731,0.71327692,0.00223329,0.07837160,0.10320817,1.35935420,0.00906346,0.14550044
-3.37068534,2.41641341,0.32037207,0.75158516,0.00260691,0.08399116,0.10843636,1.46740369,0.01010438,0.15079834
-3.36468234,2.57755836,0.33148540,0.79170826,0.00302632,0.08978925,0.11398547,1.58084638,0.01121318,0.15688024
-3.35867934,2.74538706,0.34387306,0.83347334,0.00349286,0.09569408,0.11975806,1.69890115,0.01238398,0.16366865
-3.35267634,2.91864548,0.35740585,0.87669714,0.00400714,0.10162999,0.12565493,1.82066749,0.01360959,0.17107168
-3.34667334,3.09595200,0.37194829,0.92118425,0.00456884,0.10751913,0.13157699,1.94513244,0.01488149,0.17898463
-3.34067034,3.27580831,0.38735744,0.96672499,0.00517664,0.11328322,0.13742708,2.07118046,0.01618989,0.18729191
-3.33466733,3.45661297,0.40348180,1.01309295,0.00582806,0.11884533,0.14311160,2.19760621,0.01752385,0.19586901
-3.32866433,3.63667779,0.42016052,1.06004258,0.00651939,0.12413159,0.14854223,2.32313025,0.01887139,0.20458469
-3.32266133,3.81424698,0.43722297,1.10730690,0.00724566,0.12907277,0.15363741,2.44641730,0.02021964,0.21330326
-3.31665833,3.98751894,0.45448879,1.15459582,0.00800057,0.13360575,0.15832365,2.56609702,0.02155507,0.22188696
-3.31065533,4.15467063,0.47176842,1.20159523,0.00877656,0.13767475,0.16253672,2.68078673,0.02286369,0.23019841
-3.30465233,4.31388420,0.48886426,1.24796712,0.00956489,0.14123227,0.16622253,2.78911575,0.02413127,0.23810305
-3.29864932,4.46337555,0.50557225,1.29335115,0.01035571,0.14423986,0.16933786,2.88975083,0.02534363,0.24547165
-3.29264632,4.60142436,0.52168412,1.33736754,0.01113832,0.14666854,0.17185079,2.98142201,0.02648687,0.25218271
-3.28664332,4.72640509,0.53699008,1.37962168,0.01190130,0.14849894,0.17374089,3.06294843,0.02754764,0.25812480
-3.28064032,4.83681823,0.55128198,1.41971034,0.01263286,0.14972122,0.17499913,3.13326322,0.02851342,0.26319874
-3.27463732,4.93132115,0.56435682,1.45722939,0.01332109,0.15033471,0.17562759,3.19143706,0.02937275,0.26731963
-3.26863432,5.00875763,0.57602054,1.49178287,0.01395429,0.15034734,0.17563890,3.23669948,0.03011545,0.27041861
-3.26263132,5.06818523,0.58609201,1.52299311,0.01452131,0.14977491,0.17505546,3.26845740,0.03073285,0.27244432
-3.25662831,5.10889952,0.59440702,1.55051157,0.01501189,0.14864021,0.17390846,3.28631024,0.03121798,0.27336402
-3.25062531,5.13045431,0.60082223,1.57402979,0.01541699,0.14697209,0.17223678,3.29006109,0.03156567,0.27316432
-3.24462231,5.13267688,0.60521888,1.59329004,0.01572905,0.14480441,0.17008570,3.27972339,0.03177272,0.27185144
-3.23861931,5.11567741,0.60750613,1.60809515,0.01594228,0.14217505,0.16750550,3.25552280,0.03183793,0.26945108
-3.23261631,5.07985192,0.60762401,1.61831675,0.01605284,0.13912490,0.16455005,3.21789410,0.03176215,0.26600774
-3.22661331,5.02587817,0.60554561,1.62390172,0.01605899,0.13569691,0.16127531,3.16747289,0.03154826,0.26158361
-3.22061031,4.95470432,0.60127864,1.62487615,0.01596112,0.13193522,0.15773789,3.10508230,0.03120112,0.25625698
-3.21460730,4.86753015,0.59486621,1.62134660,0.01576182,0.12788436,0.15399358,3.03171487,0.03072744,0.25012024
-3.20860430,4.76578138,0.58638662,1.61349855,0.01546572,0.12358858,0.15009605,2.94851017,0.03013567,0.24327750
-3.20260130,4.65107747,0.57595230,1.60159180,0.01507940,0.11909119,0.14609563,2.85672858,0.02943576,0.23584198
-3.19659830,4.52519397,0.56370790,1.58595319,0.01461116,0.11443411,0.14203827,2.75772221,0.02863901,0.22793309
-3.19059530,4.39002051,0.54982739,1.56696681,0.01407075,0.10965747,0.13796466,2.65290372,0.02775774,0.21967347
-3.18459230,4.24751608,0.53451052,1.54506217,0.01346910,0.10479923,0.13390959,2.54371412,0.02680505,0.21118604
-3.17858929,4.09966300,0.51797850,1.52070097,0.01281794,0.09989500,0.12990157,2.43159063,0.02579452,0.20259107
-3.17258629,3.94842154,0.50046924,1.49436311,0.01212949,0.09497784,0.12596263,2.31793574,0.02473988,0.19400356
-3.16658329,3.79568678,0.48223222,1.46653264,0.01141609,0.09007820,0.12210847,2.20408841,0.02365476,0.18553077
-3.16058029,3.64324950,0.46352327,1.43768442,0.01068989,0.08522387,0.11834878,2.09129849,0.02255236,0.17727029
-3.15457729,3.49276251,0.44459925,1.40827211,0.00996253,0.08044000,0.11468777,1.98070520,0.02144518,0.16930843
-3.14857429,3.34571357,0.42571314,1.37871812,0.00924485,0.07574917,0.11112500,1.87332025,0.02034482,0.16171909
-3.14257129,3.20340593,0.40710934,1.34940587,0.00854671,0.07117150,0.10765627,1.77001608,0.01926175,0.15456322
-3.13656828,3.06694672,0.38901957,1.32067465,0.00787681,0.06672481,0.10427466,1.67151945,0.01820517,0.14788863
-3.13056528,2.93724337,0.37165939,1.29281727,0.00724255,0.06242475,0.10097164,1.57841028,0.01718288,0.14173034
-3.12456228,2.81500763,0.35522535,1.26608016,0.00664998,0.05828502,0.09773817,1.49112551,0.01620128,0.13611130
-3.11855928,2.70076639,0.33989281,1.24066586,0.00610382,0.05431751,0.09456583,1.40996747,0.01526531,0.13104347
-3.11255628,2.59487813,0.32581444,1.21673732,0.00560744,0.05053251,0.09144768,1.33511594,0.01437851,0.12652904
-3.10655328,2.49755375,0.31311931,1.19442349,0.00516303,0.04693886,0.08837920,1.26664338,0.01354315,0.12256193
-3.10055028,2.40888017,0.30191243,1.17382565,0.00477163,0.04354410,0.08535887,1.20453198,0.01276029,0.11912927
-3.09454727,2.32884508,0.29227479,1.15502372,0.00443333,0.04035455,0.08238859,1.14869201,0.01202999,0.11621284
-3.08854427,2.25736145,0.28426357,1.13808214,0.00414741,0.03737546,0.07947396,1.09898015,0.01135144,0.11379047
-3.08254127,2.19429026,0.27791269,1.12305463,0.00391250,0.03461097,0.07662416,1.05521719,0.01072319,0.11183714
-3.07653827,2.13946049,0.27323336,1.10998760,0.00372680,0.03206422,0.07385181,1.01720424,0.01014332,0.11032601
-3.07053527,2.09268542,0.27021480,1.09892192,0.00358815,0.02973725,0.07117245,0.98473680,0.00960961,0.10922907
-3.06453227,2.05377468,0.26882492,1.08989303,0.00349426,0.02763102,0.06860396,0.95761626,0.00911972,0.10851766
-3.05852926,2.02254212,0.26901120,1.08292953,0.00344280,0.02574531,0.06616585,0.93565866,0.00867134,0.10816266
-3.05252626,1.99880942,0.27070151,1.07805054,0.00343149,0.02407872,0.06387843,0.91870045,0.00826226,0.10813454
-3.04652326,1.98240605,0.27380523,1.07526220,0.00345821,0.02262857,0.06176195,0.90660133,0.00789053,0.10840331
-3.04052026,1.97316619,0.27821458,1.07455386,0.00352101,0.02139085,0.05983580,0.89924455,0.00755444,0.10893827
-3.03451726,1.97092351,0.28380627,1.07589456,0.00361816,0.02036024,0.05811769,0.89653467,0.00725260,0.10970790
-3.02851426,1.97550469,0.29044360,1.07923016,0.00374815,0.01953006,0.05662303,0.89839348,0.00698389,0.11067963
-3.02251126,1.98672251,0.29797897,1.08448182,0.00390960,0.01889231,0.05536433,0.90475422,0.00674745,0.11181988
-3.01650825,2.00436947,0.30625696,1.09154593,0.00410131,0.01843777,0.05435083,0.91555484,0.00654261,0.11309405
-3.01050525,2.02821259,0.31511778,1.10029605,0.00432211,0.01815603,0.05358827,0.93073051,0.00636887,0.11446685
-3.00450225,2.05798971,0.32440121,1.11058655,0.00457082,0.01803565,0.05307880,0.95020599,0.00622574,0.11590273
-2.99849925,2.09340793,0.33395078,1.12225808,0.00484618,0.01806430,0.05282112,0.97388819,0.00611276,0.11736642
-2.99249625,2.13414397,0.34361813,1.13514454,0.00514674,0.01822889,0.05281069,1.00165929,0.00602935,0.11882371
-2.98649325,2.17984655,0.35326732,1.14908106,0.00547084,0.01851580,0.05304015,1.03337074,0.00597479,0.12024229
-2.98049025,2.23014050,0.36277887,1.16391243,0.00581648,0.01891102,0.05349983,1.06883848,0.00594815,0.12159260
-2.97448724,2.28463214,0.37205338,1.17950149,0.00618133,0.01940036,0.05417830,1.10783951,0.00594827,0.12284869
-2.96848424,2.34291571,0.38101445,1.19573665,0.00656269,0.01996962,0.05506303,1.15011011,0.00597373,0.12398907
-2.96248124,2.40458017,0.38961073,1.21253820,0.00695748,0.02060482,0.05614108,1.19534580,0.00602290,0.12499733
-2.95647824,2.46921609,0.39781702,1.22986250,0.00736230,0.02129233,0.05739977,1.24320316,0.00609393,0.12586264
-2.95047524,2.53642217,0.40563418,1.24770410,0.00777348,0.02201908,0.05882731,1.29330352,0.00618480,0.12658009
-2.94447224,2.60581107,0.41308796,1.26609508,0.00818714,0.02277271,0.06041343,1.34523851,0.00629342,0.12715071
-2.93846923,2.67701446,0.42022673,1.28510194,0.00859934,0.02354178,0.06214987,1.39857736,0.00641767,0.12758134
-2.93246623,2.74968682,0.42711812,1.30481975,0.00900618,0.02431591,0.06403086,1.45287570,0.00655554,0.12788424
-2.92646323,2.82350828,0.43384480,1.32536421,0.00940397,0.02508594,0.06605338,1.50768561,0.00670515,0.12807648
-2.92046023,2.89818613,0.44049965,1.34686165,0.00978936,0.02584410,0.06821738,1.56256640,0.00686489,0.12817924
-2.91445723,2.97345517,0.44718035,1.36943791,0.01015952,0.02658416,0.07052576,1.61709577,0.00703349,0.12821693
-2.90845423,3.04907675,0.45398387,1.39320632,0.01051222,0.02730156,0.07298426,1.67088064,0.00721008,0.12821621
-2.90245123,3.12483664,0.46100101,1.41825581,0.01084602,0.02799351,0.07560116,1.72356706,0.00739425,0.12820506
-2.89644822,3.20054154,0.46831124,1.44463957,0.01116029,0.02865906,0.07838669,1.77484866,0.00758606,0.12821173
-2.89044522,3.27601441,0.47597807,1.47236497,0.01145529,0.02929917,0.08135247,1.82447291,0.00778604,0.12826388
-2.88444222,3.35108847,0.48404520,1.50138532,0.01173215,0.02991668,0.08451055,1.87224480,0.00799519,0.12838763
-2.87843922,3.42560011,0.49253351,1.53159387,0.01199285,0.03051623,0.08787246,1.91802747,0.00821490,0.12860680
-2.87243622,3.49938078,0.50143905,1.56282035,0.01224008,0.03110415,0.09144806,1.96173975,0.00844687,0.12894220
-2.86643322,3.57224816,0.51073206,1.59483035,0.01247713,0.03168829,0.09524431,2.00335052,0.00869302,0.12941104
-2.86043022,3.64399706,0.52035701,1.62732752,0.01270768,0.03227774,0.09926405,2.04287014,0.00895533,0.13002644
-2.85442721,3.71439054,0.53023368,1.65995856,0.01293557,0.03288258,0.10350472,2.08033963,0.00923575,0.13079702
-2.84842421,3.78315201,0.54025910,1.69232083,0.01316457,0.03351350,0.10795729,2.11581812,0.00953600,0.13172668
-2.84242121,3.84995901,0.55031038,1.72397233,0.01339811,0.03418152,0.11260522,2.14936965,0.00985745,0.13281442
-2.83641821,3.91443964,0.56024826,1.75444379,0.01363906,0.03489758,0.11742380,2.18105023,0.01020099,0.13405431
-2.83041521,3.97617229,0.56992123,1.78325233,0.01388945,0.03567224,0.12237967,2.21089632,0.01056688,0.13543563
-2.82441221,4.03468969,0.57917019,1.80991639,0.01415032,0.03651539,0.12743084,2.23891580,0.01095471,0.13694311
-2.81840920,4.08948756,0.58783339,1.83397147,0.01442159,0.03743604,0.13252700,2.26508220,0.01136326,0.13855736
-2.81240620,4.14003846,0.59575169,1.85498609,0.01470194,0.03844217,0.13761038,2.28933312,0.01179059,0.14025550
-2.80640320,4.18581070,0.60277391,1.87257765,0.01498883,0.03954067,0.14261703,2.31157310,0.01223393,0.14201185
-2.80040020,4.22629194,0.60876217,1.88642758,0.01527858,0.04073745,0.14747852,2.33168106,0.01268988,0.14379896
-2.79439720,4.26101676,0.61359709,1.89629536,0.01556646,0.04203751,0.15212402,2.34952210,0.01315440,0.14558861
-2.78839420,4.28959693,0.61718280,1.90203084,0.01584696,0.04344524,0.15648276,2.36496288,0.01362303,0.14735300
-2.78239120,4.31175287,0.61945143,1.90358456,0.01611401,0.04496468,0.16048661,2.37788972,0.01409102,0.14906603
-2.77638819,4.32734436,0.62036715,1.90101538,0.01636129,0.04659984,0.16407281,2.38822795,0.01455356,0.15070452
-2.77038519,4.33639858,0.61992941,1.89449533,0.01658259,0.04835508,0.16718671,2.39596123,0.01500594,0.15224941
-2.76438219,4.33913313,0.61817534,1.88431098,0.01677212,0.05023535,0.16978419,2.40114908,0.01544381,0.15368679
-2.75837919,4.33597227,0.61518106,1.87086135,0.01692487,0.05224643,0.17183394,2.40394115,0.01586331,0.15500874
-2.75237619,4.32755438,0.61106189,1.85465207,0.01703685,0.05439507,0.17331914,2.40458679,0.01626124,0.15621392
-2.74637319,4.31472939,0.60597115,1.83628567,0.01710543,0.05668888,0.17423866,2.40343876,0.01663522,0.15730775
-2.74037019,4.29854521,0.60009765,1.81644825,0.01712941,0.05913621,0.17460759,2.40095033,0.01698372,0.15830228
-2.73436718,4.28022299,0.59366179,1.79589265,0.01710920,0.06174571,0.17445708,2.39766524,0.01730609,0.15921568
-2.72836418,4.26112162,0.58691021,1.77541852,0.01704679,0.06452580,0.17383344,2.39420090,0.01760255,0.16007131
-2.72236118,4.24269256,0.58010930,1.75584990,0.01694572,0.06748391,0.17279656,2.39122522,0.01787407,0.16089647
-2.71635818,4.22642677,0.57353746,1.73801100,0.01681089,0.07062566,0.17141766,2.38942815,0.01812224,0.16172086
-2.71035518,4.21379619,0.56747664,1.72270096,0.01664836,0.07395388,0.16977655,2.38948951,0.01834909,0.16257483
-2.70435218,4.20619237,0.56220321,1.71066851,0.01646505,0.07746763,0.16795840,2.39204479,0.01855689,0.16348754
-2.69834917,4.20486542,0.55797864,1.70258744,0.01626841,0.08116120,0.16605036,2.39765085,0.01874791,0.16448512
-2.69234617,4.21086643,0.55504035,1.69903400,0.01606607,0.08502323,0.16413796,2.40675361,0.01892421,0.16558890
-2.68634317,4.22499624,0.55359303,1.70046682,0.01586549,0.08903594,0.16230165,2.41965964,0.01908740,0.16681392
-2.68034017,4.24776351,0.55380089,1.70721054,0.01567358,0.09317462,0.16061363,2.43651344,0.01923847,0.16816774
-2.67433717,4.27935416,0.55578121,1.71944342,0.01549643,0.09740734,0.15913499,2.45728170,0.01937765,0.16964957
-2.66833417,4.31961396,0.55959930,1.73718984,0.01533902,0.10169494,0.15791348,2.48174575,0.01950433,0.17124995
-2.66233117,4.36804522,0.56526538,1.76031752,0.01520505,0.10599143,0.15698185,2.50950259,0.01961701,0.17295082
-2.65632816,4.42381776,0.57273328,1.78854005,0.01509679,0.11024463,0.15635697,2.53997459,0.01971335,0.17472606
-2.65032516,4.48579362,0.58190113,1.82142412,0.01501506,0.11439724,0.15603969,2.57242750,0.01979027,0.17654249
-2.64432216,4.55256439,0.59261403,1.85840151,0.01495923,0.11838805,0.15601537,2.60599567,0.01984409,0.17836118
-2.63831916,4.62249914,0.60466852,1.89878504,0.01492735,0.12215360,0.15625519,2.63971337,0.01987077,0.18013914
-2.63231616,4.69380083,0.61781870,1.94178803,0.01491628,0.12562988,0.15671809,2.67255055,0.01986614,0.18183110
-2.62631316,4.76456840,0.63178371,1.98654644,0.01492193,0.12875419,0.15735312,2.70345122,0.01982612,0.18339151
-2.62031016,4.83286186,0.64625631,2.03214288,0.01493949,0.13146711,0.15810232,2.73137262,0.01974710,0.18477642
-2.61430715,4.89676745,0.66091214,2.07763162,0.01496370,0.13371436,0.15890374,2.75532340,0.01962610,0.18594536
-2.60830415,4.95446036,0.67541934,2.12206394,0.01498913,0.13544855,0.15969459,2.77439899,0.01946107,0.18686299
-2.60230115,5.00426246,0.68944827,2.16451286,0.01501040,0.13663081,0.16041438,2.78781283,0.01925109,0.18750051
-2.59629815,5.04469323,0.70268080,2.20409672,0.01502249,0.13723204,0.16100782,2.79492218,0.01899649,0.18783674
-2.59029515,5.07451222,0.71481910,2.24000105,0.01502088,0.13723398,0.16142744,2.79524777,0.01869898,0.18785895
-2.58429215,5.09275197,0.72559351,2.27149810,0.01500175,0.13662987,0.16163579,2.78848663,0.01836163,0.18756326
-2.57828914,5.09874095,0.73476939,2.29796379,0.01496210,0.13542468,0.16160712,2.77451820,0.01798889,0.18695476
-2.57228614,5.09211624,0.74215276,2.31889182,0.01489979,0.13363510,0.16132853,2.75340370,0.01758640,0.18604730
-2.56628314,5.07282627,0.74759458,2.33390458,0.01481363,0.13128900,0.16080056,2.72537928,0.01716088,0.18486300
-2.56028014,5.04112428,0.75099383,2.34276092,0.01470332,0.12842466,0.16003713,2.69084379,0.01671990,0.18343153
-2.55427714,4.99755329,0.75229900,2.34536059,0.01456943,0.12508965,0.15906500,2.65034182,0.01627160,0.18178916
-2.54827414,4.94292366,0.75150845,2.34174533,0.01441331,0.12133941,0.15792259,2.60454311,0.01582441,0.17997776
-2.54227114,4.87828432,0.74866933,2.33209663,0.01423701,0.11723572,0.15665850,2.55421930,0.01538674,0.17804356
-2.53626813,4.80488894,0.74387536,2.31673017,0.01404314,0.11284489,0.15532945,2.50021903,0.01496670,0.17603597
-2.53026513,4.72415811,0.73726341,2.29608709,0.01383477,0.10823606,0.15399807,2.44344236,0.01457180,0.17400626
-2.52426213,4.63763871,0.72900909,2.27072204,0.01361528,0.10347931,0.15273042,2.38481531,0.01420870,0.17200632
-2.51825913,4.54696160,0.71932143,2.24128835,0.01338826,0.09864392,0.15159339,2.32526529,0.01388297,0.17008738
-2.51225613,4.45379855,0.70843676,2.20852044,0.01315733,0.09379677,0.15065210,2.26569804,0.01359895,0.16829879
-2.50625313,4.35981936,0.69661191,2.17321389,0.01292607,0.08900079,0.14996735,2.20697663,0.01335960,0.16668682
-2.50025013,4.26665017,0.68411703,2.13620352,0.01269785,0.08431373,0.14959325,2.14990276,0.01316648,0.16529361
-2.49424712,4.17583381,0.67122808,2.09834002,0.01247577,0.07978708,0.14957512,2.09520080,0.01301972,0.16415605
-2.48824412,4.08879283,0.65821916,2.06046582,0.01226251,0.07546528,0.14994761,2.04350458,0.01291806,0.16330492
-2.48224112,4.00679636,0.64535508,2.02339075,0.01206026,0.07138518,0.15073327,1.99534714,0.01285898,0.16276401
-2.47623812,3.93093124,0.63288421,1.98786853,0.01187062,0.06757576,0.15194147,1.95115342,0.01283882,0.16254949
-2.47023512,3.86207834,0.62103193,1.95457463,0.01169457,0.06405805,0.15356782,1.91123584,0.01285296,0.16266934
-2.46423212,3.80089468,0.60999489,1.92408656,0.01153238,0.06084537,0.15559393,1.87579274,0.01289605,0.16312304
-2.45822911,3.74780186,0.59993633,1.89686728,0.01138362,0.05794366,0.15798773,1.84490954,0.01296216,0.16390138
-2.45222611,3.70298130,0.59098257,1.87325253,0.01124711,0.05535206,0.16070418,1.81856245,0.01304505,0.16498658
-2.44622311,3.66637648,0.58322090,1.85344268,0.01112100,0.05306353,0.16368637,1.79662468,0.01313836,0.16635256
-2.44022011,3.63770222,0.57669893,1.83749947,0.01100275,0.05106570,0.16686705,1.77887470,0.01323580,0.16796546
-2.43421711,3.61646100,0.57142551,1.82534812,0.01088928,0.04934162,0.17017040,1.76500658,0.01333133,0.16978446
-2.42821411,3.60196568,0.56737306,1.81678459,0.01077701,0.04787069,0.17351415,1.75464189,0.01341929,0.17176273
-2.42221111,3.59336813,0.56448141,1.81148799,0.01066205,0.04662952,0.17681186,1.74734300,0.01349451,0.17384863
-2.41620810,3.58969289,0.56266286,1.80903772,0.01054030,0.04559277,0.17997526,1.74262740,0.01355243,0.17598707
-2.41020510,3.58987463,0.56180829,1.80893455,0.01040763,0.04473398,0.18291681,1.73998259,0.01358911,0.17812106
-2.40420210,3.59279828,0.56179405,1.81062493,0.01026008,0.04402638,0.18555205,1.73888128,0.01360125,0.18019323
-2.39819910,3.59734031,0.56248934,1.81352746,0.01009398,0.04344359,0.18780203,1.73879632,0.01358625,0.18214755
-2.39219610,3.60240972,0.56376369,1.81706036,0.00990618,0.04296033,0.18959547,1.73921518,0.01354211,0.18393088
-2.38619310,3.60698719,0.56549424,1.82066884,0.00969413,0.04255302,0.19087076,1.73965333,0.01346747,0.18549462
-2.38019010,3.61016094,0.56757246,1.82385103,0.00945608,0.04220041,0.19157771,1.73966630,0.01336154,0.18679609
-2.37418709,3.61115808,0.56990999,1.82618146,0.00919110,0.04188405,0.19167893,1.73886013,0.01322405,0.18779990
-2.36818409,3.60937004,0.57244338,1.82733095,0.00889920,0.04158883,0.19115096,1.73689973,0.01305528,0.18847899
-2.36218109,3.60437151,0.57513745,1.82708211,0.00858133,0.04130341,0.18998496,1.73351513,0.01285593,0.18881548
-2.35617809,3.59593194,0.57798723,1.82533976,0.00823940,0.04102061,0.18818703,1.72850541,0.01262721,0.18880133
-2.35017509,3.58401954,0.58101828,1.82213583,0.00787617,0.04073775,0.18577826,1.72174027,0.01237077,0.18843858
-2.34417209,3.56879771,0.58428560,1.81762869,0.00749525,0.04045699,0.18279424,1.71315923,0.01208870,0.18773943
-2.33816908,3.55061417,0.58787104,1.81209688,0.00710093,0.04018549,0.17928437,1.70276875,0.01178360,0.18672598
-2.33216608,3.52998365,0.59187949,1.80592768,0.00669811,0.03993560,0.17531079,1.69063730,0.01145852,0.18542974
-2.32616308,3.50756486,0.59643399,1.79960115,0.00629210,0.03972486,0.17094698,1.67688888,0.01111705,0.18389090
-2.32016008,3.48413306,0.60167012,1.79367034,0.00588853,0.03957598,0.16627619,1.66169525,0.01076329,0.18215741
-2.31415708,3.46054937,0.60772983,1.78873866,0.00549317,0.03951662,0.16138961,1.64526725,0.01040187,0.18028386
-2.30815408,3.43772837,0.61475507,1.78543542,0.00511179,0.03957905,0.15638436,1.62784579,0.01003798,0.17833028
-2.30215108,3.41660516,0.62288156,1.78439063,0.00475003,0.03979971,0.15136146,1.60969283,0.00967733,0.17636084
-2.29614807,3.39810344,0.63223275,1.78621003,0.00441331,0.04021853,0.14642360,1.59108272,0.00932612,0.17444249
-2.29014507,3.38310551,0.64291444,1.79145145,0.00410667,0.04087819,0.14167303,1.57229438,0.00899100,0.17264367
-2.28414207,3.37242540,0.65501003,1.80060323,0.00383477,0.04182314,0.13720940,1.55360447,0.00867903,0.17103289
-2.27813907,3.36678576,0.66857664,1.81406550,0.00360174,0.04309856,0.13312771,1.53528172,0.00839754,0.16967753
-2.27213607,3.36679908,0.68364208,1.83213491,0.00341122,0.04474914,0.12951635,1.51758258,0.00815409,0.16864257
-2.26613307,3.37295341,0.70020281,1.85499307,0.00326623,0.04681785,0.12645536,1.50074815,0.00795630,0.16798948
-2.26013007,3.38560272,0.71822275,1.88269907,0.00316923,0.04934454,0.12401484,1.48500216,0.00781174,0.16777514
-2.25412706,3.40496169,0.73763303,1.91518594,0.00312204,0.05236461,0.12225358,1.47054998,0.00772780,0.16805085
-2.24812406,3.43110449,0.75833252,1.95226119,0.00312587,0.05590772,0.12121800,1.45757829,0.00771152,0.16886150
-2.24212106,3.46396729,0.78018915,1.99361105,0.00318128,0.05999648,0.12094129,1.44625517,0.00776944,0.17024470
-2.23611806,3.50335385,0.80304194,2.03880811,0.00328820,0.06464534,0.12144293,1.43673038,0.00790748,0.17223015
-2.23011506,3.54894372,0.82670370,2.08732223,0.00344592,0.06985966,0.12272845,1.42913548,0.00813073,0.17483900
-2.22411206,3.60030263,0.85096430,2.13853395,0.00365307,0.07563490,0.12478954,1.42358370,0.00844339,0.17808338
-2.21810905,3.65689448,0.87559457,2.19175028,0.00390765,0.08195620,0.12760448,1.42016924,0.00884860,0.18196609
-2.21210605,3.71809476,0.90035061,2.24622232,0.00420703,0.08879808,0.13113885,1.41896621,0.00934830,0.18648029
-2.20610305,3.78320481,0.92497874,2.30116408,0.00454798,0.09612457,0.13534652,1.42002693,0.00994322,0.19160954
-2.20010005,3.85146707,0.94922066,2.35577230,0.00492672,0.10388958,0.14017095,1.42337985,0.01063270,0.19732787
-2.19409705,3.92208059,0.97281910,2.40924655,0.00533893,0.11203755,0.14554665,1.42902722,0.01141471,0.20360002
-2.18809405,3.99421709,0.99552358,2.46080922,0.00577990,0.12050439,0.15140088,1.43694263,0.01228578,0.21038199
-2.18209105,4.06703701,1.01709619,2.50972483,0.00624455,0.12921867,0.15765542,1.44706882,0.01324099,0.21762159
-2.17608804,4.13970544,1.03731734,2.55531817,0.00672759,0.13810295,0.16422844,1.45931575,0.01427397,0.22525924
-2.17008504,4.21140761,1.05599105,2.59699071,0.00722365,0.14707529,0.17103639,1.47355933,0.01537695,0.23322891
-2.16408204,4.28136371,1.07294982,2.63423487,0.00772741,0.15605083,0.17799581,1.48964105,0.01654079,0.24145907
-2.15807904,4.34884252,1.08805861,2.66664558,0.00823377,0.16494331,0.18502502,1.50736840,0.01775507,0.24987382
-2.15207604,4.41317374,1.10121793,2.69392881,0.00873801,0.17366666,0.19204567,1.52651652,0.01900816,0.25839396
-2.14607304,4.47375843,1.11236579,2.71590683,0.00923593,0.18213641,0.19898403,1.54683083,0.02028737,0.26693811
-2.14007004,4.53007758,1.12147831,2.73251988,0.00972398,0.19027098,0.20577213,1.56803088,0.02157907,0.27542377
-2.13406703,4.58169834,1.12856911,2.74382434,0.01019940,0.19799285,0.21234847,1.58981519,0.02286889,0.28376836
-2.12806403,4.62827805,1.13368736,2.74998735,0.01066030,0.20522948,0.21865861,1.61186705,0.02414185,0.29189020
-2.12206103,4.66956597,1.13691457,2.75127829,0.01110568,0.21191409,0.22465543,1.63386131,0.02538262,0.29970944
-2.11605803,4.70540289,1.13836036,2.74805730,0.01153543,0.21798632,0.23029908,1.65547166,0.02657576,0.30714897
