energy_ev,total_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,Na_s_up,Se_s_up,Se_p_up
-3.03451726,1.00595352,0.08905799,0.73775265,0.00171195,0.06990165,0.00928210,0.00121128,0.17089512
-3.02851426,1.02499633,0.08780527,0.75794358,0.00175510,0.07043486,0.00970237,0.00123656,0.17003825
-3.02251126,1.04048427,0.08615930,0.77588137,0.00178722,0.07069158,0.01008162,0.00125400,0.16840812
-3.01650825,1.05249433,0.08416780,0.79157924,0.00180794,0.07068389,0.01041425,0.00126334,0.16605958
-3.01050525,1.06119250,0.08188504,0.80512085,0.00181719,0.07042899,0.01069615,0.00126455,0.16305945
-3.00450225,1.06683526,0.07937067,0.81666370,0.00181528,0.06994898,0.01092496,0.00125778,0.15948512
-2.99849925,1.06976905,0.07668862,0.82644042,0.00180286,0.06927064,0.01110032,0.00124340,0.15542308
-2.99249625,1.07042722,0.07390602,0.83475789,0.00178096,0.06842508,0.01122409,0.00122203,0.15096734
-2.98649325,1.06932467,0.07109220,0.84199376,0.00175097,0.06744735,0.01130053,0.00119446,0.14621794
-2.98049025,1.06704975,0.06831784,0.84859037,0.00171464,0.06637599,0.01133640,0.00116170,0.14127945
-2.97448724,1.06425368,0.06565421,0.85504599,0.00167408,0.06525247,0.01134103,0.00112494,0.13625963
-2.96848424,1.06163754,0.06317261,0.86190357,0.00163166,0.06412061,0.01132632,0.00108553,0.13126806
-2.96248124,1.05993700,0.06094390,0.86973719,0.00159009,0.06302589,0.01130664,0.00104494,0.12641496
-2.95647824,1.05990543,0.05903820,0.87913658,0.00155226,0.06201473,0.01129867,0.00100476,0.12181004
-2.95047524,1.06229559,0.05752465,0.89069041,0.00152131,0.06113375,0.01132120,0.00096665,0.11756154
-2.94447224,1.06784072,0.05647127,0.90496868,0.00150050,0.06042892,0.01139478,0.00093231,0.11377523
-2.93846923,1.07723562,0.05594488,0.92250516,0.00149321,0.05994483,0.01154130,0.00090345,0.11055358
-2.93246623,1.09111838,0.05601097,0.94378052,0.00150285,0.05972384,0.01178361,0.00088177,0.10799493
-2.92646323,1.11005353,0.05673359,0.96920674,0.00153284,0.05980536,0.01214488,0.00086892,0.10619275
-2.92046023,1.13451715,0.05817509,0.99911371,0.00158654,0.06022514,0.01264804,0.00086646,0.10523485
-2.91445723,1.16488454,0.06039581,1.03373830,0.00166718,0.06101460,0.01331510,0.00087582,0.10520267
-2.90845423,1.20142086,0.06345351,1.07321660,0.00177781,0.06220034,0.01416644,0.00089830,0.10617048
-2.90245123,1.24427484,0.06740268,1.11757934,0.00192121,0.06380363,0.01522003,0.00093501,0.10820455
-2.89644822,1.29347587,0.07229362,1.16675073,0.00209987,0.06584006,0.01649072,0.00098688,0.11136223
-2.89044522,1.34893409,0.07817120,1.22055061,0.00231586,0.06831925,0.01798941,0.00105455,0.11569095
-2.88444222,1.41044348,0.08507350,1.27869949,0.00257080,0.07124470,0.01972237,0.00113845,0.12122714
-2.87843922,1.47768722,0.09303010,1.34082624,0.00286580,0.07461363,0.02169055,0.00123869,0.12799490
-2.87243622,1.55024518,0.10206026,1.40647767,0.00320135,0.07841691,0.02388903,0.00135508,0.13600473
-2.86643322,1.62760261,0.11217088,1.47512959,0.00357732,0.08263908,0.02630651,0.00148709,0.14525201
-2.86043022,1.70915967,0.12335438,1.54619853,0.00399288,0.08725836,0.02892508,0.00163387,0.15571552
-2.85442721,1.79424130,0.13558667,1.61905356,0.00444644,0.09224663,0.03172005,0.00179421,0.16735591
-2.84842421,1.88210677,0.14882506,1.69302767,0.00493569,0.09756958,0.03466011,0.00196659,0.18011423
-2.84242121,1.97195889,0.16300651,1.76742830,0.00545753,0.10318668,0.03770759,0.00214914,0.19391065
-2.83641821,2.06295248,0.17804621,1.84154663,0.00600813,0.10905137,0.04081912,0.00233968,0.20864345
-2.83041521,2.15420221,0.19383651,1.91466569,0.00658293,0.11511115,0.04394639,0.00253580,0.22418836
-2.82441221,2.24479002,0.21024663,1.98606708,0.00717671,0.12130787,0.04703723,0.00273483,0.24039847
-2.81840920,2.33377229,0.22712287,2.05503676,0.00778364,0.12757795,0.05003686,0.00293393,0.25710467
-2.81240620,2.42018725,0.24428975,2.12087000,0.00839741,0.13385291,0.05288935,0.00313016,0.27411687
-2.80640320,2.50306294,0.26155194,2.18287601,0.00901128,0.14005988,0.05553916,0.00332052,0.29122598
-2.80040020,2.58142640,0.27869702,2.24038265,0.00961824,0.14612241,0.05793275,0.00350202,0.30820676
-2.79439720,2.65431417,0.29549922,2.29274171,0.01021112,0.15196132,0.06002027,0.00367178,0.32482142
-2.78839420,2.72078461,0.31172378,2.33933505,0.01078273,0.15749593,0.06175708,0.00382708,0.34082412
-2.78239120,2.77993208,0.32713218,2.37958193,0.01132599,0.16264525,0.06310520,0.00396541,0.35596607
-2.77638819,2.83090292,0.34148782,2.41294765,0.01183407,0.16732953,0.06403457,0.00408458,0.37000131
-2.77038519,2.87291295,0.35456206,2.43895356,0.01230052,0.17147186,0.06452401,0.00418271,0.38269277
-2.76438219,2.90526624,0.36614045,2.45718807,0.01271938,0.17499980,0.06456192,0.00425832,0.39381860
-2.75837919,2.92737417,0.37602887,2.46731852,0.01308533,0.17784722,0.06414660,0.00431035,0.40317840
-2.75237619,2.93877437,0.38405932,2.46910329,0.01339371,0.17995591,0.06328630,0.00433815,0.41059916
-2.74637319,2.93914835,0.39009516,2.46240344,0.01364071,0.18127730,0.06199886,0.00434152,0.41594063
-2.74037019,2.92833714,0.39403556,2.44719345,0.01382334,0.18177390,0.06031102,0.00432067,0.41909993
-2.73436718,2.90635373,0.39581894,2.42356999,0.01393956,0.18142055,0.05825747,0.00427623,0.42001508
-2.72836418,2.87339170,0.39542532,2.39175823,0.01398825,0.18020541,0.05587965,0.00420920,0.41866741
-2.72236118,2.82982916,0.39287735,2.35211502,0.01396927,0.17813067,0.05322434,0.00412093,0.41508268
-2.71635818,2.77622744,0.38824006,2.30512828,0.01388348,0.17521277,0.05034215,0.00401303,0.40933078
-2.71035518,2.71332425,0.38161933,2.25141237,0.01373265,0.17148236,0.04728599,0.00388737,0.40152412
-2.70435218,2.64202118,0.37315904,2.19169917,0.01351952,0.16698384,0.04410950,0.00374603,0.39181470
-2.69834917,2.56336580,0.36303719,2.12682492,0.01324768,0.16177445,0.04086566,0.00359121,0.38038995
-2.69234617,2.47852862,0.35146090,2.05771314,0.01292156,0.15592309,0.03760543,0.00342518,0.36746759
-2.68634317,2.38877589,0.33866075,1.98535392,0.01254628,0.14950879,0.03437675,0.00325030,0.35328970
-2.68034017,2.29543889,0.32488450,1.91078043,0.01212765,0.14261889,0.03122363,0.00306889,0.33811613
-2.67433717,2.19988098,0.31039053,1.83504338,0.01167199,0.13534709,0.02818554,0.00288325,0.32221767
-2.66833417,2.10346356,0.29544115,1.75918435,0.01118601,0.12779125,0.02529715,0.00269560,0.30586914
-2.66233117,2.00751224,0.28029612,1.68420918,0.01067676,0.12005129,0.02258823,0.00250806,0.28934268
-2.65632816,1.91328458,0.26520659,1.61106227,0.01015139,0.11222693,0.02008383,0.00232265,0.27290141
-2.65032516,1.82194042,0.25040951,1.54060310,0.00961712,0.10441564,0.01780474,0.00214125,0.25679381
-2.64432216,1.73451618,0.23612285,1.47358563,0.00908103,0.09671072,0.01576807,0.00196560,0.24124872
-2.63831916,1.65190383,0.22254161,1.41064170,0.00855000,0.08919945,0.01398802,0.00179730,0.22647136
-2.63231616,1.57483525,0.20983475,1.35226883,0.00803055,0.08196168,0.01247676,0.00163781,0.21264019
-2.62631316,1.50387256,0.19814303,1.29882297,0.00752876,0.07506853,0.01124532,0.00148846,0.19990482
-2.62031016,1.43940440,0.18757776,1.25051647,0.00705018,0.06858146,0.01030459,0.00135045,0.18838469
-2.61430715,1.38164804,0.17822043,1.20742103,0.00659978,0.06255159,0.00966613,0.00122486,0.17816883
-2.60830415,1.33065712,0.17012305,1.16947547,0.00618188,0.05701936,0.00934305,0.00111268,0.16931619
-2.60230115,1.28633412,0.16330923,1.13649776,0.00580014,0.05201441,0.00935065,0.00101481,0.16185671
-2.59629815,1.24844697,0.15777574,1.10820070,0.00545753,0.04755575,0.00970692,0.00093206,0.15579300
-2.59029515,1.21664859,0.15349457,1.08421013,0.00515638,0.04365213,0.01043283,0.00086520,0.15110222
-2.58429215,1.19049852,0.15041527,1.06408504,0.00489834,0.04030260,0.01155237,0.00081493,0.14773846
-2.57828914,1.16948538,0.14846744,1.04733841,0.00468444,0.03749721,0.01309230,0.00078189,0.14563516
-2.57228614,1.15304920,0.14756344,1.03345772,0.00451516,0.03521786,0.01508165,0.00076668,0.14470761
-2.56628314,1.14060262,0.14760103,1.02192444,0.00439041,0.03343920,0.01755089,0.00076983,0.14485555
-2.56028014,1.13155014,0.14846604,1.01223156,0.00430960,0.03212959,0.02053076,0.00079183,0.14596562
-2.55427714,1.12530488,0.15003500,1.00389856,0.00427168,0.03125209,0.02405092,0.00083304,0.14791387
-2.54827414,1.12130223,0.15217763,0.99648340,0.00427518,0.03076548,0.02813828,0.00089374,0.15056806
-2.54227114,1.11901047,0.15475930,0.98959136,0.00431820,0.03062525,0.03281508,0.00097404,0.15379004
-2.53626813,1.11793810,0.15764339,0.98288055,0.00439849,0.03078457,0.03809692,0.00107388,0.15743792
-2.53026513,1.11763828,0.16069361,0.97606448,0.00451339,0.03119524,0.04399067,0.00119300,0.16136836
-2.52426213,1.11771067,0.16377621,0.96891188,0.00465992,0.03180864,0.05049238,0.00133086,0.16543876
-2.51825913,1.11780125,0.16676219,0.96124430,0.00483471,0.03257653,0.05758535,0.00148664,0.16950943
-2.51225613,1.11760064,0.16952937,0.95293209,0.00503407,0.03345199,0.06523842,0.00165919,0.17344582
-2.50625313,1.11684164,0.17196451,0.94388942,0.00525395,0.03439013,0.07340460,0.00184703,0.17712069
-2.50025013,1.11529656,0.17396517,0.93406890,0.00548999,0.03534888,0.08202021,0.00204827,0.18041622
-2.49424712,1.11277497,0.17544158,0.92345655,0.00573754,0.03628967,0.09100448,0.00226069,0.18322611
-2.48824412,1.10912227,0.17631819,0.91206740,0.00599168,0.03717806,0.10025991,0.00248170,0.18545745
-2.48224112,1.10421952,0.17653511,0.89994249,0.00624728,0.03798429,0.10967322,0.00270835,0.18703253
-2.47623812,1.09798469,0.17604916,0.88714715,0.00649909,0.03868379,0.11911712,0.00293745,0.18789028
-2.47023512,1.09037542,0.17483468,0.87377106,0.00674179,0.03925759,0.12845277,0.00316556,0.18798752
-2.46423212,1.08139307,0.17288387,0.85992972,0.00697010,0.03969256,0.13753286,0.00338909,0.18729980
-2.45822911,1.07108803,0.17020682,0.84576745,0.00717889,0.03998171,0.14620542,0.00360443,0.18582184
-2.45222611,1.05956557,0.16683109,0.83146139,0.00736330,0.04012420,0.15431796,0.00380799,0.18356759
-2.44622311,1.04699209,0.16280082,0.81722613,0.00751885,0.04012539,0.16172201,0.00399638,0.18056981
-2.44022011,1.03360076,0.15817553,0.80331844,0.00764160,0.03999663,0.16827780,0.00416649,0.17687925
-2.43421711,1.01969638,0.15302846,0.79004155,0.00772820,0.03975504,0.17385883,0.00431561,0.17256335
-2.42821411,1.00565832,0.14744471,0.77774824,0.00777609,0.03942314,0.17835625,0.00444156,0.16770461
-2.42221111,0.99194139,0.14151895,0.76684230,0.00778351,0.03902825,0.18168269,0.00454277,0.16239852
-2.41620810,0.97907369,0.13535307,0.75777765,0.00774960,0.03860196,0.18377552,0.00461837,0.15675126
-2.41020510,0.96765128,0.12905363,0.75105485,0.00767448,0.03817932,0.18459926,0.00466827,0.15087714
-2.40420210,0.95832925,0.12272926,0.74721440,0.00755922,0.03779801,0.18414709,0.00469317,0.14489584
-2.39819910,0.95180901,0.11648806,0.74682699,0.00740585,0.03749739,0.18244134,0.00469462,0.13892949
-2.39219610,0.94882200,0.11043511,0.75048036,0.00721733,0.03731751,0.17953301,0.00467496,0.13309986
-2.38619310,0.95010998,0.10467006,0.75876317,0.00699745,0.03729800,0.17550024,0.00463735,0.12752535
-2.38019010,0.95640244,0.09928492,0.77224620,0.00675079,0.03747698,0.17044588,0.00458564,0.12231831
-2.37418709,0.96839179,0.09436212,0.79146144,0.00648255,0.03788992,0.16449431,0.00452434,0.11758227
-2.36818409,0.98670722,0.08997276,0.81687992,0.00619844,0.03856858,0.15778753,0.00445852,0.11340961
-2.36218109,1.01188833,0.08617526,0.84888907,0.00590454,0.03953993,0.15048089,0.00439367,0.10987932
-2.35617809,1.04435960,0.08301418,0.88777077,0.00560715,0.04082521,0.14273842,0.00433562,0.10705520
-2.35017509,1.08440701,0.08051957,0.93368123,0.00531264,0.04243910,0.13472825,0.00429036,0.10498440
-2.34417209,1.13215802,0.07870650,0.98663368,0.00502729,0.04438903,0.12661805,0.00426398,0.10369639
-2.33816908,1.18756609,0.07757510,1.04648514,0.00475719,0.04667474,0.11857080,0.00426246,0.10320236
-2.33216608,1.25040079,0.07711081,1.11292819,0.00450811,0.04928800,0.11074101,0.00429164,0.10349517
-2.32616308,1.32024437,0.07728516,1.18548845,0.00428539,0.05221258,0.10327147,0.00435704,0.10454972
-2.32016008,1.39649530,0.07805678,1.26352855,0.00409390,0.05542450,0.09629069,0.00446379,0.10632394
-2.31415708,1.47837918,0.07937278,1.34625857,0.00393796,0.05889256,0.08991091,0.00461652,0.10876014
-2.30815408,1.56496670,0.08117046,1.43275317,0.00382130,0.06257905,0.08422690,0.00481928,0.11178697
-2.30215108,1.65519843,0.08337920,1.52197485,0.00374708,0.06644077,0.07931524,0.00507547,0.11532163
-2.29614807,1.74791537,0.08592265,1.61280251,0.00371786,0.07043019,0.07523432,0.00538776,0.11927258
-2.29014507,1.84189416,0.08872100,1.70406440,0.00373561,0.07449679,0.07202473,0.00575805,0.12354240
-2.28414207,1.93588543,0.09169336,1.79457387,0.00380178,0.07858855,0.06971008,0.00618740,0.12803083
-2.27813907,2.02865349,0.09476008,1.88316640,0.00391727,0.08265338,0.06829809,0.00667598,0.13263789
-2.27213607,2.11901550,0.09784505,1.96873616,0.00408248,0.08664064,0.06778193,0.00722305,0.13726687
-2.26613307,2.20587825,0.10087772,2.05027019,0.00429735,0.09050248,0.06814161,0.00782691,0.14182712
-2.26013007,2.28827060,0.10379499,2.12687867,0.00456136,0.09419515,0.06934540,0.00848488,0.14623660
-2.25412706,2.36537003,0.10654266,2.19781943,0.00487355,0.09767995,0.07135124,0.00919328,0.15042390
-2.24812406,2.43652186,0.10907651,2.26251572,0.00523253,0.10092412,0.07410805,0.00994742,0.15432982
-2.24212106,2.50125022,0.11136300,2.32056604,0.00563646,0.10390130,0.07755689,0.01074165,0.15790843
-2.23611806,2.55926031,0.11337944,2.37174575,0.00608304,0.10659179,0.08163203,0.01156932,0.16112743
-2.23011506,2.61043178,0.11511376,2.41600029,0.00656951,0.10898251,0.08626191,0.01242289,0.16396799
-2.22411206,2.65480402,0.11656380,2.45343055,0.00709260,0.11106666,0.09136989,0.01329395,0.16642403
-2.21810905,2.69255401,0.11773624,2.48427129,0.00764854,0.11284318,0.09687503,0.01417335,0.16850095
-2.21210605,2.72396849,0.11864520,2.50886394,0.00823301,0.11431603,0.10269273,0.01505130,0.17021401
-2.20610305,2.74941200,0.11931061,2.52762544,0.00884117,0.11549331,0.10873539,0.01591749,0.17158638
-2.20010005,2.76929288,0.11975642,2.54101507,0.00946764,0.11638636,0.11491299,0.01676127,0.17264705
-2.19409705,2.78402938,0.12000880,2.54950118,0.01010652,0.11700884,0.12113383,0.01757182,0.17342866
-2.18809405,2.79401795,0.12009437,2.55352994,0.01075146,0.11737588,0.12730527,0.01833837,0.17396551
-2.18209105,2.79960559,0.12003867,2.55349779,0.01139571,0.11750339,0.13333453,0.01905036,0.17429173
-2.17608804,2.80106804,0.11986478,2.54972935,0.01203221,0.11740749,0.13912961,0.01969771,0.17443986
-2.17008504,2.79859491,0.11959236,2.54246191,0.01265372,0.11710419,0.14460040,0.02027098,0.17443975
-2.16408204,2.79228269,0.11923698,2.53183730,0.01325294,0.11660927,0.14965973,0.02076163,0.17431807
-2.15807904,2.78213583,0.11880992,2.51790145,0.01382270,0.11593838,0.15422467,0.02116220,0.17409814
-2.15207604,2.76807560,0.11831828,2.50061152,0.01435609,0.11510732,0.15821780,0.02146651,0.17380037
-2.14607304,2.74995604,0.11776550,2.47984972,0.01484667,0.11413250,0.16156854,0.02166978,0.17344301
-2.14007004,2.72758577,0.11715217,2.45544306,0.01528866,0.11303149,0.16421456,0.02176881,0.17304323
-2.13406703,2.70075393,0.11647703,2.42718715,0.01567709,0.11182362,0.16610301,0.02176207,0.17261847
-2.12806403,2.66925858,0.11573817,2.39487284,0.01600796,0.11053056,0.16719181,0.02164974,0.17218773
-2.12206103,2.63293542,0.11493425,2.35831335,0.01627839,0.10917679,0.16745068,0.02143378,0.17177292
-2.11605803,2.59168497,0.11406558,2.31737057,0.01648669,0.10778992,0.16686208,0.02111785,0.17139990
-2.11005503,2.54549616,0.11313519,2.27197831,0.01663244,0.10640082,0.16542184,0.02070733,0.17109918
-2.10405203,2.49446495,0.11214951,2.22216138,0.01671649,0.10504344,0.16313956,0.02020919,0.17090625
-2.09804902,2.43880647,0.11111882,2.16804902,0.01674091,0.10375437,0.16003864,0.01963185,0.17086125
-2.09204602,2.37886009,0.11005735,2.10988205,0.01670892,0.10257216,0.15615606,0.01898504,0.17100813
-2.08604302,2.31508685,0.10898293,2.04801319,0.01662474,0.10153624,0.15154170,0.01827962,0.17139325
-2.08004002,2.24805957,0.10791640,1.98290080,0.01649339,0.10068567,0.14625740,0.01752738,0.17206342
-2.07403702,2.17844612,0.10688056,1.91509628,0.01632054,0.10005774,0.14037567,0.01674078,0.17306344
-2.06803402,2.10698706,0.10589892,1.84522622,0.01611217,0.09968633,0.13397811,0.01593280,0.17443344
-2.06203102,2.03446883,0.10499426,1.77397037,0.01587440,0.09960036,0.12715355,0.01511667,0.17620592
-2.05602801,1.96169441,0.10418710,1.70203682,0.01561320,0.09982220,0.11999610,0.01430569,0.17840291
-2.05002501,1.88945292,0.10349414,1.63013595,0.01533414,0.10036632,0.11260296,0.01351303,0.18103327
-2.04402201,1.81849034,0.10292688,1.55895483,0.01504218,0.10123812,0.10507233,0.01275156,0.18409043
-2.03801901,1.74948268,0.10249043,1.48913332,0.01474151,0.10243314,0.09750120,0.01203373,0.18755071
-2.03201601,1.68301339,0.10218266,1.42124337,0.01443537,0.10393664,0.08998339,0.01137140,0.19137230
-2.02601301,1.61955601,0.10199369,1.35577252,0.01412602,0.10572367,0.08260770,0.01077580,0.19549517
-2.02001001,1.55946300,0.10190584,1.29311231,0.01381469,0.10775954,0.07545621,0.01025742,0.19984187
-2.01400700,1.50296102,0.10189405,1.23355207,0.01350162,0.11000083,0.06860302,0.00982596,0.20431918
-2.00800400,1.45015282,0.10192666,1.17727805,0.01318613,0.11239676,0.06211312,0.00949028,0.20882073
-2.00200100,1.40102510,0.10196666,1.12437764,0.01286681,0.11489097,0.05604167,0.00925834,0.21323033
-1.99599800,1.35546175,0.10197329,1.07484817,0.01254164,0.11742356,0.05043354,0.00913718,0.21742600
-1.98999500,1.31326121,0.10190376,1.02860926,0.01220823,0.11993330,0.04532316,0.00913282,0.22128435
-1.98399200,1.27415677,0.10171529,0.98551785,0.01186402,0.12235992,0.04073460,0.00925018,0.22468524
-1.97798899,1.23783840,0.10136704,0.94538480,0.01150651,0.12464631,0.03668197,0.00949300,0.22751641
-1.97198599,1.20397468,0.10082208,0.90799195,0.01113349,0.12674057,0.03316986,0.00986366,0.22967786
-1.96598299,1.17223350,0.10004909,0.87310844,0.01074319,0.12859774,0.03019409,0.01036306,0.23108569
-1.95997999,1.14230054,0.09902386,0.84050572,0.01033447,0.13018118,0.02774243,0.01099046,0.23167531
-1.95397699,1.11389448,0.09773040,0.80997016,0.00990690,0.13146349,0.02579548,0.01174325,0.23140384
-1.94797399,1.08677848,0.09616170,0.78131311,0.00946086,0.13242697,0.02432751,0.01261684,0.23025146
-1.94197099,1.06076768,0.09432002,0.75437795,0.00899757,0.13306362,0.02330739,0.01360447,0.22822190
-1.93596798,1.03573270,0.09221685,0.72904425,0.00851901,0.13337465,0.02269942,0.01469709,0.22534189
-1.92996498,1.01159962,0.08987238,0.70522926,0.00802791,0.13336966,0.02246425,0.01588332,0.22165968
-1.92396198,0.98834692,0.08731473,0.68288715,0.00752762,0.13306546,0.02255968,0.01714944,0.21724286
-1.91795898,0.96600027,0.08457884,0.66200650,0.00702198,0.13248474,0.02294147,0.01847951,0.21217550
-1.91195598,0.94462594,0.08170522,0.64260675,0.00651517,0.13165459,0.02356420,0.01985553,0.20655486
-1.90595298,0.92432382,0.07873857,0.62473422,0.00601155,0.13060510,0.02438199,0.02125775,0.20048787
-1.89994997,0.90522085,0.07572633,0.60845826,0.00551548,0.12936799,0.02534933,0.02266506,0.19408764
-1.89394697,0.88746554,0.07271738,0.59386811,0.00503119,0.12797551,0.02642184,0.02405549,0.18747006
-1.88794397,0.87122412,0.06976074,0.58107080,0.00456263,0.12645960,0.02755701,0.02540678,0.18075074
-1.88194097,0.85667869,0.06690453,0.57019029,0.00411333,0.12485127,0.02871497,0.02669702,0.17404240
-1.87593797,0.84402720,0.06419503,0.56136792,0.00368634,0.12318037,0.02985917,0.02790534,0.16745276
-1.86993497,0.83348533,0.06167601,0.55476391,0.00328414,0.12147558,0.03095701,0.02901256,0.16108300
-1.86393197,0.82528960,0.05938816,0.55055979,0.00290861,0.11976465,0.03198048,0.03000190,0.15502672
-1.85792896,0.81970126,0.05736880,0.54896114,0.00256102,0.11807475,0.03290651,0.03085953,0.14936937
-1.85192596,0.81701010,0.05565159,0.55020015,0.00224205,0.11643289,0.03371744,0.03157507,0.14418804
-1.84592296,0.81753750,0.05426641,0.55453754,0.00195179,0.11486635,0.03440108,0.03214199,0.13955157
-1.83991996,0.82163781,0.05323919,0.56226301,0.00168987,0.11340291,0.03495082,0.03255783,0.13552069
-1.83391696,0.82969736,0.05259184,0.57369399,0.00145543,0.11207088,0.03536543,0.03282422,0.13214829
-1.82791396,0.84213054,0.05234198,0.58917204,0.00124728,0.11089890,0.03564874,0.03294679,0.12947949
-1.82191096,0.85937250,0.05250269,0.60905659,0.00106392,0.10991537,0.03580907,0.03293484,0.12755153
-1.81590795,0.88186832,0.05308217,0.63371603,0.00090364,0.10914762,0.03585864,0.03280091,0.12639349
-1.80990495,0.91005872,0.05408326,0.66351606,0.00076459,0.10862074,0.03581270,0.03256012,0.12602563
-1.80390195,0.94436252,0.05550288,0.69880546,0.00064484,0.10835620,0.03568864,0.03222950,0.12645854
-1.79789895,0.98515667,0.05733155,0.73989985,0.00054247,0.10837032,0.03550507,0.03182715,0.12769208
-1.79189595,1.03275434,0.05955280,0.78706380,0.00045558,0.10867269,0.03528081,0.03137142,0.12971418
-1.78589295,1.08738225,0.06214270,0.84049209,0.00038234,0.10926466,0.03503406,0.03088005,0.13249970
-1.77988994,1.14915825,0.06506957,0.90029099,0.00032105,0.11013809,0.03478151,0.03036944,0.13600932
-1.77388694,1.21807034,0.06829381,0.96646023,0.00027012,0.11127432,0.03453774,0.02985393,0.14018878
-1.76788394,1.29395835,0.07176808,1.03887685,0.00022811,0.11264373,0.03431470,0.02934527,0.14496844
-1.76188094,1.37649936,0.07543765,1.11728161,0.00019375,0.11420564,0.03412148,0.02885218,0.15026338
-1.75587794,1.46519789,0.07924123,1.20126903,0.00016588,0.11590894,0.03396429,0.02838019,0.15597407
-1.74987494,1.55938191,0.08311202,1.29028165,0.00014351,0.11769328,0.03384667,0.02793152,0.16198767
-1.74387194,1.65820502,0.08697914,1.38360932,0.00012579,0.11949078,0.03376995,0.02750533,0.16817997
-1.73786893,1.76065554,0.09076943,1.48039387,0.00011200,0.12122836,0.03373398,0.02709795,0.17441802
-1.73186593,1.86557239,0.09440936,1.57963958,0.00010153,0.12283047,0.03373801,0.02670338,0.18056324
-1.72586293,1.97166783,0.09782726,1.68022937,0.00009388,0.12422212,0.03378169,0.02631389,0.18647505
-1.71985993,2.07755636,0.10095560,1.78094666,0.00008865,0.12533218,0.03386624,0.02592067,0.19201478
-1.71385693,2.18178917,0.10373329,1.88050232,0.00008552,0.12609652,0.03399563,0.02551455,0.19704976
-1.70785393,2.28289310,0.10610788,1.97756617,0.00008426,0.12646123,0.03417768,0.02508674,0.20145742
-1.70185093,2.37941262,0.10803758,2.07080199,0.00008471,0.12638530,0.03442519,0.02462948,0.20512910
-1.69584792,2.46995354,0.10949301,2.15890477,0.00008674,0.12584304,0.03475679,0.02413668,0.20797361
-1.68984492,2.55322652,0.11045854,2.24063912,0.00009033,0.12482575,0.03519762,0.02360440,0.20992019
-1.68384192,2.62808880,0.11093326,2.31487701,0.00009545,0.12334282,0.03577974,0.02303126,0.21092075
-1.67783892,2.69358219,0.11093134,2.38063346,0.00010216,0.12142201,0.03654222,0.02241865,0.21095143
-1.67183592,2.74896561,0.11048197,2.43709849,0.00011053,0.11910899,0.03753082,0.02177079,0.21001324
-1.66583292,2.79374064,0.10962871,2.48366383,0.00012067,0.11646612,0.03879732,0.02109470,0.20813185
-1.65982991,2.82766859,0.10842826,2.51994302,0.00013271,0.11357044,0.04039842,0.02039989,0.20535643
-1.65382691,2.85077807,0.10694883,2.54578366,0.00014681,0.11051114,0.04239429,0.01969809,0.20175780
-1.64782391,2.86336251,0.10526797,2.56127119,0.00016312,0.10738638,0.04484666,0.01900271,0.19742565
-1.64182091,2.86596718,0.10347005,2.56672349,0.00018181,0.10429984,0.04781662,0.01832828,0.19246534
-1.63581791,2.85936616,0.10164347,2.56267646,0.00020304,0.10135687,0.05136213,0.01768987,0.18699400
-1.62981491,2.84452989,0.09987759,2.54986098,0.00022694,0.09866068,0.05553532,0.01710240,0.18113647
-1.62381191,2.82258467,0.09825970,2.52917203,0.00025362,0.09630858,0.06037960,0.01658001,0.17502095
-1.61780890,2.79476562,0.09687188,2.50163134,0.00028316,0.09438834,0.06592685,0.01613544,0.16877474
-1.61180590,2.76236533,0.09578802,2.46834524,0.00031558,0.09297508,0.07219463,0.01577949,0.16252009
-1.60580290,2.72668042,0.09507120,2.43045966,0.00035086,0.09212852,0.07918363,0.01552055,0.15637042
-1.59979990,2.68895857,0.09477120,2.38911434,0.00038891,0.09189094,0.08687553,0.01536420,0.15042701
-1.59379690,2.65034860,0.09492268,2.34539859,0.00042957,0.09228576,0.09523126,0.01531301,0.14477621
-1.58779390,2.61185588,0.09554373,2.30031068,0.00047263,0.09331694,0.10418993,0.01536642,0.13948738
-1.58179090,2.57430553,0.09663506,2.25472282,0.00051779,0.09496911,0.11366846,0.01552071,0.13461154
-1.57578789,2.53831498,0.09817986,2.20935352,0.00056470,0.09720854,0.12356202,0.01576921,0.13018077
-1.56978489,2.50427738,0.10014432,2.16474850,0.00061296,0.09998483,0.13374536,0.01610255,0.12620839
-1.56378189,2.47235677,0.10247874,2.12127112,0.00066211,0.10323331,0.14407496,0.01650905,0.12268981
-1.55777889,2.44249493,0.10511943,2.07910249,0.00071167,0.10687807,0.15439213,0.01697523,0.11960414
-1.55177589,2.41442974,0.10799108,2.03825127,0.00076113,0.11083546,0.16452688,0.01748638,0.11691632
-1.54577289,2.38772395,0.11100972,1.99857218,0.00081001,0.11501794,0.17430251,0.01802719,0.11457974
-1.53976988,2.36180268,0.11408609,1.95979225,0.00085783,0.11933820,0.18354080,0.01858242,0.11253924
-1.53376688,2.33599780,0.11712929,1.92154315,0.00090416,0.12371318,0.19206753,0.01913758,0.11073437
-1.52776388,2.30959666,0.12005067,1.88339771,0.00094864,0.12806807,0.19971824,0.01967953,0.10910268
-1.52176088,2.28189273,0.12276766,1.84490867,0.00099099,0.13233987,0.20634389,0.02019709,0.10758301
