energy_ev,total_up,Ag_p_up,Ag_d_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-3.26263132,2.37316905,0.31300235,0.84944474,1.22535994,0.88244744,0.04358687,0.04648271,0.06400083,0.47318830
-3.25662831,2.36003959,0.31703406,0.84563737,1.21784123,0.87075002,0.04381878,0.04800584,0.06332250,0.47586953
-3.25062531,2.34122612,0.31987544,0.84053004,1.20608411,0.85642463,0.04389063,0.04941167,0.06242197,0.47745143
-3.24462231,2.31689835,0.32151265,0.83410185,1.19021730,0.83965656,0.04379907,0.05069139,0.06131122,0.47796225
-3.23861931,2.28741044,0.32196496,0.82637666,1.17049556,0.82070844,0.04354276,0.05184107,0.06000485,0.47748566
-3.23261631,2.25328807,0.32128482,0.81742113,1.14728844,0.79991191,0.04312255,0.05286195,0.05851986,0.47615765
-3.22661331,2.21521085,0.31955709,0.80734199,1.12106588,0.77765726,0.04254152,0.05376053,0.05687534,0.47416153
-3.22061031,2.17399070,0.31689719,0.79628245,1.09238105,0.75438128,0.04180510,0.05454851,0.05509235,0.47172106
-3.21460730,2.13054680,0.31344840,0.78441800,1.06185121,0.73055400,0.04092110,0.05524250,0.05319361,0.46909201
-3.20860430,2.08587789,0.30937827,0.77195147,1.03013713,0.70666461,0.03989974,0.05586359,0.05120342,0.46655240
-3.20260130,2.04103274,0.30487422,0.75910755,0.99792187,0.68320719,0.03875359,0.05643670,0.04914743,0.46439173
-3.19659830,1.99707960,0.30013847,0.74612685,0.96588968,0.66066662,0.03749754,0.05698979,0.04705248,0.46289960
-3.19059530,1.95507554,0.29538247,0.73325948,0.93470548,0.63950531,0.03614866,0.05755286,0.04494643,0.46235410
-3.18459230,1.91603655,0.29082087,0.72075844,0.90499585,0.62015092,0.03472597,0.05815687,0.04285793,0.46301046
-3.17858929,1.88090925,0.28666539,0.70887289,0.87733187,0.60298565,0.03325025,0.05883263,0.04081619,0.46509024
-3.17258629,1.85054493,0.28311861,0.69784146,0.85221446,0.58833729,0.03174368,0.05960950,0.03885066,0.46877165
-3.16658329,1.82567675,0.28036798,0.68788578,0.83006244,0.57647221,0.03022953,0.06051423,0.03699076,0.47418122
-3.16058029,1.80690061,0.27858019,0.67920442,0.81120376,0.56759047,0.02873171,0.06156978,0.03526538,0.48138719
-3.15457729,1.79466014,0.27789609,0.67196739,0.79586986,0.56182304,0.02727435,0.06279428,0.03370251,0.49039501
-3.14857429,1.78923624,0.27842633,0.66631137,0.78419334,0.55923103,0.02588130,0.06420005,0.03232869,0.50114494
-3.14257129,1.79074112,0.28024780,0.66233578,0.77620875,0.55980692,0.02457560,0.06579292,0.03116846,0.51351203
-3.13656828,1.79911714,0.28340110,0.66009976,0.77185634,0.56347749,0.02337903,0.06757166,0.03024378,0.52730846
-3.13056528,1.81413993,0.28788900,0.65962020,0.77098842,0.57010818,0.02231153,0.06952774,0.02957342,0.54228817
-3.12456228,1.83542583,0.29367595,0.66087078,0.77337802,0.57950870,0.02139074,0.07164526,0.02917232,0.55815361
-3.11855928,1.86244302,0.30068870,0.66378195,0.77872945,0.59143953,0.02063153,0.07390121,0.02905102,0.57456447
-3.11255628,1.89452592,0.30881798,0.66824205,0.78669010,0.60561903,0.02004557,0.07626596,0.02921508,0.59114797
-3.10655328,1.93089225,0.31792110,0.67409916,0.79686327,0.62173083,0.01964095,0.07870396,0.02966462,0.60751036
-3.10055028,1.97066224,0.32782546,0.68116394,0.80882135,0.63943139,0.01942189,0.08117471,0.03039392,0.62324931
-3.09454727,2.01287926,0.33833287,0.68921309,0.82211905,0.65835744,0.01938851,0.08363384,0.03139113,0.63796661
-3.08854427,2.05653150,0.34922440,0.69799360,0.83630617,0.67813310,0.01953671,0.08603437,0.03263815,0.65128073
-3.08254127,2.10057396,0.36026581,0.70722747,0.85093971,0.69837678,0.01985812,0.08832801,0.03411068,0.66283895
-3.07653827,2.14395055,0.37121318,0.71661698,0.86559491,0.71870762,0.02034017,0.09046655,0.03577841,0.67232832
-3.07053527,2.18561578,0.38181879,0.72585043,0.87987514,0.73875156,0.02096632,0.09240318,0.03760545,0.67948543
-3.06453227,2.22455575,0.39183697,0.73460819,0.89342044,0.75814711,0.02171629,0.09409383,0.03955096,0.68410438
-3.05852926,2.25980826,0.40102977,0.74256914,0.90591464,0.77655076,0.02256654,0.09549833,0.04156992,0.68604278
-3.05252626,2.29048174,0.40917239,0.74941733,0.91709102,0.79364217,0.02349076,0.09658151,0.04361413,0.68522573
-3.04652326,2.31577298,0.41605824,0.75484885,0.92673656,0.80912907,0.02446049,0.09731411,0.04563337,0.68164750
-3.04052026,2.33498320,0.42150342,0.75857879,0.93469477,0.82275204,0.02544585,0.09767345,0.04757662,0.67537108
-3.03451726,2.34753254,0.42535070,0.76034819,0.94086711,0.83428889,0.02641625,0.09764402,0.04939349,0.66652553
-3.02851426,2.35297253,0.42747278,0.75993080,0.94521318,0.84355886,0.02734131,0.09721779,0.05103552,0.65530145
-3.02251126,2.35099640,0.42777489,0.75713956,0.94774957,0.85042621,0.02819157,0.09639425,0.05245765,0.64194470
-3.01650825,2.34144686,0.42619655,0.75183251,0.94854749,0.85480336,0.02893941,0.09518041,0.05361947,0.62674856
-3.01050525,2.32432104,0.42271262,0.74391793,0.94772923,0.85665319,0.02955976,0.09359041,0.05448644,0.61004493
-3.00450225,2.29977240,0.41733350,0.73335859,0.94546356,0.85599041,0.03003085,0.09164515,0.05503092,0.59219456
-2.99849925,2.26810921,0.41010450,0.72017478,0.94195997,0.85288187,0.03033479,0.08937155,0.05523296,0.57357694
-2.99249625,2.22978954,0.40110448,0.70444593,0.93746205,0.84744563,0.03045807,0.08680185,0.05508084,0.55458010
-2.98649325,2.18541264,0.39044364,0.68631079,0.93223999,0.83984873,0.03039191,0.08397271,0.05457139,0.53559055
-2.98049025,2.13570678,0.37826066,0.66596596,0.92658251,0.83030372,0.03013241,0.08092421,0.05370995,0.51698392
-2.97448724,2.08151372,0.36471917,0.64366269,0.92078825,0.81906385,0.02968059,0.07769884,0.05251010,0.49911626
-2.96848424,2.02377019,0.35000366,0.61970217,0.91515709,0.80641727,0.02904226,0.07434045,0.05099309,0.48231656
-2.96248124,1.96348698,0.33431500,0.59442914,0.90998149,0.79268023,0.02822769,0.07089322,0.04918702,0.46688030
-2.95647824,1.90172608,0.31786554,0.56822432,0.90553831,0.77818973,0.02725116,0.06740060,0.04712585,0.45306449
-2.95047524,1.83957676,0.30087413,0.54149550,0.90208133,0.76329582,0.02613044,0.06390440,0.04484824,0.44108405
-2.94447224,1.77813133,0.28356108,0.51466799,0.89983475,0.74835389,0.02488609,0.06044397,0.04239622,0.43110955
-2.93846923,1.71846131,0.26614323,0.48817435,0.89898797,0.73371722,0.02354076,0.05705542,0.03981395,0.42326637
-2.93246623,1.66159488,0.24882929,0.46244411,0.89969175,0.71973017,0.02211840,0.05377102,0.03714633,0.41763509
-2.92646323,1.60849603,0.23181562,0.43789345,0.90205593,0.70672210,0.02064357,0.05061879,0.03443776,0.41425295
-2.92046023,1.56004622,0.21528250,0.41491546,0.90614860,0.69500220,0.01914064,0.04762218,0.03173098,0.41311627
-2.91445723,1.51702864,0.19939102,0.39387105,0.91199671,0.68485528,0.01763317,0.04479992,0.02906607,0.41418351
-2.90845423,1.48011541,0.18428064,0.37508088,0.91958793,0.67653848,0.01614329,0.04216603,0.02647951,0.41737891
-2.90245123,1.44985770,0.17006754,0.35881843,0.92887338,0.67027872,0.01469119,0.03972994,0.02400362,0.42259629
-2.89644822,1.42667854,0.15684363,0.34530429,0.93977112,0.66627077,0.01329477,0.03749676,0.02166596,0.42970292
-2.89044522,1.41086828,0.14467629,0.33470191,0.95216976,0.66467566,0.01196931,0.03546761,0.01948914,0.43854328
-2.88444222,1.40258214,0.13360874,0.32711465,0.96593212,0.66561920,0.01072733,0.03364007,0.01749063,0.44894243
-2.87843922,1.40183961,0.12366107,0.32258425,0.98089847,0.66919032,0.00957851,0.03200858,0.01568284,0.46070904
-2.87243622,1.40852538,0.11483168,0.32109055,0.99688907,0.67543919,0.00852975,0.03056499,0.01407329,0.47363789
-2.86643322,1.42239148,0.10709919,0.32255255,1.01370607,0.68437486,0.00758524,0.02929897,0.01266493,0.48751190
-2.86043022,1.44306044,0.10042457,0.32683059,1.03113442,0.69596249,0.00674670,0.02819853,0.01145650,0.50210376
-2.85442721,1.47002959,0.09475357,0.33372960,1.04894214,0.71012036,0.00601358,0.02725040,0.01044299,0.51717716
-2.84842421,1.50267628,0.09001914,0.34300340,1.06687998,0.72671663,0.00538339,0.02644043,0.00961611,0.53248793
-2.84242121,1.54026456,0.08614400,0.35435985,1.08468076,0.74556649,0.00485195,0.02575388,0.00896481,0.54778504
-2.83641821,1.58195339,0.08304305,0.36746693,1.10205884,0.76642976,0.00441376,0.02517571,0.00847578,0.56281184
-2.83041521,1.62680678,0.08062576,0.38195947,1.11871003,0.78900964,0.00406229,0.02469080,0.00813392,0.57730759
-2.82441221,1.67380627,0.07879841,0.39744669,1.13431238,0.81295286,0.00379028,0.02428411,0.00792281,0.59100948
-2.81840920,1.72186593,0.07746611,0.41352021,1.14852819,0.83785179,0.00359008,0.02394084,0.00782519,0.60365523
-2.81240620,1.76985021,0.07653476,0.42976263,1.16100757,0.86324868,0.00345389,0.02364653,0.00782330,0.61498644
-2.80640320,1.81659453,0.07591274,0.44575643,1.17139369,0.88864239,0.00337401,0.02338718,0.00789933,0.62475253
-2.80040020,1.86092854,0.07551243,0.46109302,1.17932980,0.91349758,0.00334310,0.02314937,0.00803574,0.63271536
-2.79439720,1.90170161,0.07525161,0.47538191,1.18446785,0.93725632,0.00335434,0.02292032,0.00821558,0.63865438
-2.78839420,1.93780997,0.07505462,0.48825957,1.18647861,0.95935182,0.00340163,0.02268805,0.00842281,0.64237211
-2.78239120,1.96822471,0.07485340,0.49939789,1.18506268,0.97922385,0.00347971,0.02244149,0.00864253,0.64369968
-2.77638819,1.99201960,0.07458834,0.50851198,1.17996211,0.99633530,0.00358432,0.02217059,0.00886127,0.64250229
-2.77038519,2.00839771,0.07420895,0.51536697,1.17097186,1.01018908,0.00371226,0.02186649,0.00906718,0.63868416
-2.76438219,2.01671555,0.07367435,0.51978370,1.15795059,1.02034472,0.00386143,0.02152164,0.00925018,0.63219287
-2.75837919,2.01650373,0.07295362,0.52164294,1.14083000,1.02643375,0.00403094,0.02112991,0.00940213,0.62302255
-2.75237619,2.00748298,0.07202592,0.52088807,1.11962229,1.02817312,0.00422101,0.02068672,0.00951692,0.61121599
-2.74637319,1.98957474,0.07088040,0.51752600,1.09442510,1.02537601,0.00443303,0.02018910,0.00959050,0.59686533
-2.74037019,1.96290554,0.06951597,0.51162633,1.06542362,1.01795933,0.00466945,0.01963576,0.00962089,0.58011119
-2.73436718,1.92780501,0.06794086,0.50331867,1.03288955,1.00594769,0.00493370,0.01902708,0.00960813,0.56114036
-2.72836418,1.88479722,0.06617195,0.49278833,0.99717700,0.98947336,0.00523005,0.01836507,0.00955416,0.54018197
-2.72236118,1.83458579,0.06423404,0.48027036,0.95871524,0.96877249,0.00556353,0.01765335,0.00946264,0.51750231
-2.71635818,1.77803334,0.06215893,0.46604222,0.91799882,0.94417754,0.00593968,0.01689698,0.00933879,0.49339851
-2.71035518,1.71613606,0.05998435,0.45041549,0.87557520,0.91610648,0.00636446,0.01610232,0.00918911,0.46819138
-2.70435218,1.64999465,0.05775293,0.43372671,0.83203077,0.88504914,0.00684400,0.01527690,0.00902110,0.44221754
-2.69834917,1.58078270,0.05551110,0.41632788,0.78797565,0.85155158,0.00738445,0.01442917,0.00884295,0.41582142
-2.69234617,1.50971424,0.05330794,0.39857697,0.74402812,0.81619913,0.00799181,0.01356834,0.00866327,0.38934727
-2.68634317,1.43801143,0.05119421,0.38082875,0.70079927,0.77959891,0.00867179,0.01270413,0.00849072,0.36313158
-2.68034017,1.36687409,0.04922142,0.36342635,0.65887867,0.74236267,0.00942971,0.01184661,0.00833372,0.33749619
-2.67433717,1.29745215,0.04744101,0.34669377,0.61882151,0.70509072,0.01027039,0.01100604,0.00820023,0.31274240
-2.66833417,1.23082189,0.04590374,0.33092971,0.58113779,0.66835744,0.01119814,0.01019266,0.00809743,0.28914614
-2.66233117,1.16796702,0.04465926,0.31640275,0.54628390,0.63269912,0.01221678,0.00941667,0.00803160,0.26695441
-2.65632816,1.10976479,0.04375582,0.30334818,0.51465677,0.59860429,0.01332971,0.00868808,0.00800796,0.24638309
-2.65032516,1.05697744,0.04324023,0.29196622,0.48659065,0.56650678,0.01453997,0.00801674,0.00803055,0.22761595
-2.64432216,1.01024898,0.04315799,0.28242186,0.46235652,0.53678163,0.01585044,0.00741233,0.00810228,0.21080488
-2.63831916,0.97010655,0.04355351,0.27484604,0.44216370,0.50974361,0.01726396,0.00688444,0.00822488,0.19607123
-2.63231616,0.93696618,0.04447054,0.26933791,0.42616356,0.48564807,0.01878355,0.00644267,0.00839907,0.18350787
-2.62631316,0.91114170,0.04595263,0.26596812,0.41445472,0.46469393,0.02041251,0.00609678,0.00862465,0.17318203
-2.62031016,0.89285618,0.04804367,0.26478267,0.40708927,0.44702805,0.02215463,0.00585684,0.00890070,0.16513836
-2.61430715,0.88225458,0.05078835,0.26580709,0.40407965,0.43275074,0.02401425,0.00573344,0.00922577,0.15940221
-2.60830415,0.87941686,0.05423265,0.26905065,0.40540541,0.42192178,0.02599630,0.00573790,0.00959811,0.15598273
-2.60230115,0.88437030,0.05842420,0.27451031,0.41101963,0.41456648,0.02810630,0.00588249,0.01001591,0.15487561
-2.59629815,0.89710046,0.06341243,0.28217410,0.42085444,0.41068130,0.03035021,0.00618065,0.01047749,0.15606536
-2.59029515,0.91755985,0.06924861,0.29202384,0.43482543,0.41023885,0.03273425,0.00664717,0.01098157,0.15952682
-2.58429215,0.94567402,0.07598564,0.30403689,0.45283461,0.41319181,0.03526457,0.00729842,0.01152737,0.16522601
-2.57828914,0.98134471,0.08367755,0.31818695,0.47477197,0.41947574,0.03794687,0.00815241,0.01211480,0.17312012
-2.57228614,1.02445003,0.09237884,0.33444388,0.50051563,0.42901076,0.04078600,0.00922897,0.01274452,0.18315680
-2.56628314,1.07484191,0.10214338,0.35277256,0.52993057,0.44170211,0.04378537,0.01054972,0.01341801,0.19527273
-2.56028014,1.13234120,0.11302322,0.37313087,0.56286641,0.45743980,0.04694648,0.01213803,0.01413752,0.20939170
-2.55427714,1.19673088,0.12506699,0.39546700,0.59915430,0.47609752,0.05026832,0.01401891,0.01490602,0.22542225
-2.54827414,1.26774812,0.13831814,0.41971630,0.63860345,0.49753119,0.05374691,0.01621874,0.01572711,0.24325520
-2.54227114,1.34507591,0.15281286,0.44579780,0.68099755,0.52157733,0.05737476,0.01876490,0.01660478,0.26276113
-2.53626813,1.42833493,0.16857788,0.47361070,0.72609159,0.54805169,0.06114053,0.02168529,0.01754325,0.28378818
-2.53026513,1.51707642,0.18562808,0.50303113,0.77360926,0.57674824,0.06502868,0.02500766,0.01854671,0.30616034
-2.52426213,1.61077661,0.20396396,0.53390923,0.82324132,0.60743894,0.06901937,0.02875889,0.01961901,0.32967631
-2.51825913,1.70883329,0.22356910,0.56606686,0.87464518,0.63987427,0.07308834,0.03296399,0.02076340,0.35410931
-2.51225613,1.81056474,0.24440762,0.59929611,0.92744575,0.67378479,0.07720701,0.03764510,0.02198219,0.37920771
-2.50625313,1.91521141,0.26642170,0.63335863,0.98123762,0.70888356,0.08134274,0.04282027,0.02327644,0.40469683
-2.50025013,2.02194022,0.28952938,0.66798593,1.03558867,0.74486946,0.08545916,0.04850222,0.02464570,0.43028167
-2.49424712,2.12985148,0.31362254,0.70288066,1.09004475,0.78143138,0.08951663,0.05469697,0.02608770,0.45565076
-2.48824412,2.23798829,0.33856541,0.73771889,1.14413554,0.81825281,0.09347285,0.06140251,0.02759812,0.48048088
-2.48224112,2.34534792,0.36419354,0.77215329,1.19738114,0.85501693,0.09728351,0.06860751,0.02917043,0.50444270
-2.47623812,2.45089506,0.39031351,0.80581724,1.24929927,0.89141181,0.10090304,0.07629006,0.03079571,0.52720697
-2.47023512,2.55357634,0.41670337,0.83832978,1.29941281,0.92713545,0.10428542,0.08441666,0.03246262,0.54845125
-2.46423212,2.65233579,0.44311401,0.86930118,1.34725739,0.96190058,0.10738500,0.09294140,0.03415739,0.56786675
-2.45822911,2.74613094,0.46927151,0.89833924,1.39238887,0.99543888,0.11015736,0.10180545,0.03586391,0.58516526
-2.45222611,2.83394909,0.49488055,0.92505599,1.43439041,1.02750465,0.11256021,0.11093693,0.03756391,0.60008570
-2.44622311,2.91482348,0.51962887,0.94907488,1.47287913,1.05787766,0.11455424,0.12025118,0.03923722,0.61240024
-2.44022011,2.98784913,0.54319276,0.97003804,1.50751206,1.08636529,0.11610396,0.12965156,0.04086214,0.62191964
-2.43421711,3.05219799,0.56524349,0.98761380,1.53799140,1.11280379,0.11717854,0.13903064,0.04241585,0.62849766
-2.42821411,3.10713332,0.58545457,1.00150403,1.56406896,1.13705887,0.11775257,0.14827203,0.04387493,0.63203445
-2.42221111,3.15202291,0.60350957,1.01145122,1.58554973,1.15902557,0.11780676,0.15725257,0.04521590,0.63247865
-2.41620810,3.18635109,0.61911038,1.01724516,1.60229456,1.17862753,0.11732857,0.16584505,0.04641589,0.62982832
-2.41020510,3.20972904,0.63198543,1.01872891,1.61422186,1.19581574,0.11631270,0.17392127,0.04745319,0.62413055
-2.40420210,3.22190344,0.64189783,1.01580390,1.62130832,1.21056689,0.11476149,0.18135541,0.04830798,0.61547988
-2.39819910,3.22276290,0.64865276,1.00843405,1.62358854,1.22288143,0.11268513,0.18802760,0.04896287,0.60401547
-2.39219610,3.21234222,0.65210414,0.99664845,1.62115363,1.23278138,0.11010172,0.19382748,0.04940350,0.58991731
-2.38619310,3.19082388,0.65216004,0.98054276,1.61414868,1.24030801,0.10703712,0.19865779,0.04961904,0.57340153
-2.38019010,3.15853696,0.64878662,0.96027902,1.60276914,1.24551949,0.10352461,0.20243769,0.04960259,0.55471495
-2.37418709,3.11595301,0.64201054,0.93608374,1.58725621,1.24848849,0.09960435,0.20510567,0.04935148,0.53412924
-2.36818409,3.06367918,0.63191952,0.90824448,1.56789115,1.24929997,0.09532262,0.20662213,0.04886745,0.51193468
-2.36218109,3.00244837,0.61866118,0.87710470,1.54498887,1.24804907,0.09073087,0.20697116,0.04815669,0.48843393
-2.35617809,2.93310691,0.60243999,0.84305721,1.51889083,1.24483932,0.08588465,0.20616185,0.04722976,0.46393591
-2.35017509,2.85659988,0.58351278,0.80653627,1.48995756,1.23978121,0.08084235,0.20422867,0.04610135,0.43875004
-2.34417209,2.77395466,0.56218258,0.76800864,1.45856109,1.23299131,0.07566391,0.20123119,0.04478995,0.41318092
-2.33816908,2.68626318,0.53879146,0.72796387,1.42507753,1.22459188,0.07040946,0.19725294,0.04331737,0.38752371
-2.33216608,2.59466361,0.51371233,0.68690410,1.38988025,1.21471130,0.06513794,0.19239961,0.04170824,0.36206026
-2.32616308,2.50032197,0.48734034,0.64533383,1.35333386,1.20348524,0.05990587,0.18679645,0.03998935,0.33705595
-2.32016008,2.40441460,0.46008393,0.60374985,1.31578934,1.19105868,0.05476613,0.18058524,0.03818901,0.31275755
-2.31415708,2.30811177,0.43235613,0.56263178,1.27758054,1.17758877,0.04976692,0.17392062,0.03633637,0.28939176
-2.30815408,2.21256328,0.40456625,0.52243347,1.23902220,1.16324851,0.04495097,0.16696623,0.03446075,0.26716462
-2.30215108,2.11888619,0.37711228,0.48357554,1.20040946,1.14823108,0.04035484,0.15989055,0.03259101,0.24626168
-2.29614807,2.02815513,0.35037418,0.44643919,1.16201900,1.13275466,0.03600853,0.15286284,0.03075490,0.22684874
-2.29014507,1.94139509,0.32470830,0.41136148,1.12411142,1.11706739,0.03193530,0.14604898,0.02897861,0.20907311
-2.28414207,1.85957676,0.30044288,0.37863207,1.08693484,1.10145225,0.02815169,0.13960781,0.02728631,0.19306524
-2.27813907,1.78361395,0.27787477,0.34849154,1.05072912,1.08623136,0.02466775,0.13368759,0.02569977,0.17894054
-2.27213607,1.71436285,0.25726716,0.32113105,1.01573052,1.07176922,0.02148745,0.12842310,0.02423814,0.16680125
-2.26613307,1.65262245,0.23884846,0.29669337,0.98217618,1.05847461,0.01860921,0.12393321,0.02291781,0.15673826
-2.26013007,1.59913561,0.22281192,0.27527504,0.95030806,1.04680053,0.01602663,0.12031904,0.02175235,0.14883257
-2.25412706,1.55459002,0.20931610,0.25692950,0.92037584,1.03724191,0.01372914,0.11766274,0.02075253,0.14315646
-2.24812406,1.51961855,0.19848571,0.24167096,0.89263847,1.03033079,0.01170284,0.11602690,0.01992650,0.13977411
-2.24212106,1.49479836,0.19041295,0.22947878,0.86736401,1.02662883,0.00993127,0.11545454,0.01927994,0.13874171
-2.23611806,1.48064850,0.18515893,0.22030213,0.84482780,1.02671703,0.00839611,0.11596957,0.01881634,0.14010689
-2.23011506,1.47762557,0.18275520,0.21406481,0.82530865,1.03118296,0.00707795,0.11757785,0.01853731,0.14390755
-2.22411206,1.48611751,0.18320518,0.21066989,0.80908347,1.04060579,0.00595690,0.12026851,0.01844288,0.15017008
-2.21810905,1.50643573,0.18648548,0.21000417,0.79642046,1.05553952,0.00501311,0.12401562,0.01853189,0.15890706
-2.21210605,1.53880579,0.19254703,0.21194219,0.78757125,1.07649522,0.00422725,0.12878014,0.01880231,0.17011447
-2.20610305,1.58335722,0.20131608,0.21634983,0.78276256,1.10392301,0.00358088,0.13451184,0.01925159,0.18376873
-2.20010005,1.64011322,0.21269511,0.22308730,0.78218791,1.13819459,0.00305671,0.14115140,0.01987698,0.19982348
-2.19409705,1.70898091,0.22656361,0.23201160,0.78600000,1.17958730,0.00263879,0.14863240,0.02067580,0.21820654
-2.18809405,1.78974305,0.24277903,0.24297838,0.79430424,1.22827059,0.00231260,0.15688320,0.02164566,0.23881712
-2.18209105,1.88205185,0.26117774,0.25584324,0.80715404,1.28429561,0.00206513,0.16582867,0.02278462,0.26152351
-2.17608804,1.98542569,0.28157632,0.27046253,0.82454817,1.34758862,0.00188483,0.17539174,0.02409132,0.28616145
-2.17008504,2.09924932,0.30377307,0.28669366,0.84643048,1.41794869,0.00176157,0.18549467,0.02556498,0.31253346
-2.16408204,2.22277761,0.32754990,0.30439504,0.87269197,1.49504982,0.00168656,0.19606013,0.02720536,0.34040907
-2.15807904,2.35514332,0.35267462,0.32342563,0.90317527,1.57844747,0.00165221,0.20701200,0.02901263,0.36952625
-2.15207604,2.49536841,0.37890350,0.34364435,0.93768091,1.66758925,0.00165202,0.21827596,0.03098717,0.39959400
-2.14607304,2.64237864,0.40598421,0.36490918,0.97597532,1.76182904,0.00168044,0.22977981,0.03312925,0.43029608
-2.14007004,2.79502082,0.43365889,0.38707627,1.01779957,1.86044389,0.00173274,0.24145368,0.03543872,0.46129592
-2.13406703,2.95208177,0.46166746,0.40999891,1.06287846,1.96265266,0.00180489,0.25322997,0.03791457,0.49224239
-2.12806403,3.11230826,0.48975074,0.43352661,1.11092900,2.06763541,0.00189342,0.26504321,0.04055447,0.52277646
-2.12206103,3.27442672,0.51765357,0.45750420,1.16166773,2.17455231,0.00199530,0.27682979,0.04335429,0.55253842
-2.11605803,3.43716192,0.54512761,0.48177114,1.21481616,2.28256116,0.00210787,0.28852765,0.04630757,0.58117536
-2.11005503,3.59925362,0.57193373,0.50616092,1.27010390,2.39083258,0.00222875,0.30007582,0.04940511,0.60834875
-2.10405203,3.75947075,0.59784401,0.53050090,1.32726910,2.49856208,0.00235571,0.31141411,0.05263446,0.63374169
-2.09804902,3.91662242,0.62264325,0.55461223,1.38605619,2.60497867,0.00248671,0.32248273,0.05597962,0.65706566
-2.09204602,4.06956575,0.64612993,0.57831033,1.44621102,2.70934974,0.00261976,0.33322197,0.05942070,0.67806647
-2.08604302,4.21721060,0.66811685,0.60140565,1.50747382,2.81098242,0.00275293,0.34357202,0.06293384,0.69652917
-2.08004002,4.35852162,0.68843132,0.62370494,1.56957047,2.90922170,0.00288433,0.35347290,0.06649119,0.71228180
-2.07403702,4.49251809,0.70691517,0.64501293,1.63220306,3.00344621,0.00301211,0.36286454,0.07006108,0.72519781
-2.06803402,4.61827256,0.72342466,0.66513448,1.69504034,3.09306228,0.00313442,0.37168705,0.07360832,0.73519714
-2.06203102,4.73490899,0.73783043,0.68387724,1.75770927,3.17749739,0.00324950,0.37988114,0.07709480,0.74224595
-2.05602801,4.84160132,0.75001762,0.70105466,1.81978840,3.25619403,0.00335562,0.38738874,0.08048009,0.74635505
-2.05002501,4.93757344,0.75988630,0.71648935,1.88080403,3.32860491,0.00345119,0.39415385,0.08372234,0.74757721
-2.04402201,5.02210091,0.76735227,0.73001665,1.94022972,3.39419032,0.00353473,0.40012344,0.08677923,0.74600339
-2.03801901,5.09451525,0.77234831,0.74148839,1.99748975,3.45241842,0.00360500,0.40524852,0.08960903,0.74175821
-2.03201601,5.15421070,0.77482570,0.75077652,2.05196654,3.50276872,0.00366094,0.40948530,0.09217174,0.73499489
-2.02601301,5.20065351,0.77475620,0.75777655,2.10301227,3.54473890,0.00370182,0.41279631,0.09443021,0.72588966
-2.02001001,5.23339335,0.77213420,0.76241069,2.14996401,3.57785489,0.00372722,0.41515146,0.09635121,0.71463622
-2.01400700,5.25207627,0.76697890,0.76463037,2.19216209,3.60168361,0.00373711,0.41652906,0.09790646,0.70144018
-2.00800400,5.25645844,0.75933643,0.76441808,2.22897076,3.61584791,0.00373185,0.41691656,0.09907345,0.68651375
-2.00200100,5.24641977,0.74928165,0.76178846,2.25980028,3.62004266,0.00371226,0.41631116,0.09983618,0.67007100
-1.99599800,5.22197652,0.73691953,0.75678848,2.28412929,3.61405121,0.00367962,0.41472010,0.10018558,0.65232353
-1.98999500,5.18329206,0.72238582,0.74949671,2.30152655,3.59776122,0.00363569,0.41216069,0.10011982,0.63347698
-1.98399200,5.13068506,0.70584701,0.74002170,2.31167093,3.57117885,0.00358272,0.40866008,0.09964429,0.61372816
-1.97798899,5.06463441,0.68749945,0.72849957,2.31436873,3.53444063,0.00352343,0.40425476,0.09877142,0.59326305
-1.97198599,4.98578078,0.66756757,0.71509088,2.30956757,3.48782217,0.00346102,0.39898986,0.09752024,0.57225554
-1.96598299,4.89492443,0.64630126,0.69997697,2.29736636,3.43174340,0.00339912,0.39291828,0.09591582,0.55086683
-1.95997999,4.79301951,0.62397239,0.68335594,2.27802069,3.36676996,0.00334179,0.38609972,0.09398845,0.52924560
-1.95397699,4.68116498,0.60087066,0.66543848,2.25194380,3.29361062,0.00329346,0.37859966,0.09177286,0.50752871
-1.94797399,4.56059264,0.57729891,0.64644373,2.21970279,3.21311097,0.00325890,0.37048844,0.08930723,0.48584231
-1.94197099,4.43265266,0.55356792,0.62659532,2.18201049,3.12624345,0.00324314,0.36184029,0.08663231,0.46430335
-1.93596798,4.29879701,0.52999096,0.60611777,2.13971315,3.03409422,0.00325144,0.35273258,0.08379046,0.44302129
-1.92996498,4.16056136,0.50687825,0.58523330,2.09377440,2.93784717,0.00328919,0.34324514,0.08082480,0.42209978
-1.92396198,4.01954560,0.48453137,0.56415914,2.04525593,2.83876565,0.00336184,0.33345968,0.07777840,0.40163840
-1.91795898,3.87739341,0.46323782,0.54310531,1.99529554,2.73817222,0.00347481,0.32345929,0.07469361,0.38173408
-1.91195598,3.73577083,0.44326576,0.52227279,1.94508285,2.63742698,0.00363335,0.31332804,0.07161147,0.36248224
-1.90595298,3.59634411,0.42485910,0.50185207,1.89583354,2.53790483,0.00384250,0.30315044,0.06857115,0.34397757
-1.89994997,3.46075659,0.40823288,0.48202195,1.84876249,2.44097203,0.00410686,0.29301094,0.06560962,0.32631428
