energy_ev,total_up,Au_p_up,Au_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-3.52676338,2.12873034,0.29339788,0.85589856,0.02060060,0.09940660,0.02024227,0.69735993,0.49773770,0.42805620
-3.52076038,2.12874277,0.29349886,0.85784801,0.01997462,0.10030242,0.02025893,0.69929406,0.49230929,0.42703876
-3.51475738,2.11800367,0.29198327,0.85544539,0.01922878,0.10070465,0.02020220,0.69770893,0.48421692,0.42385772
-3.50875438,2.09713497,0.28892111,0.84885663,0.01837808,0.10063053,0.02008085,0.69280910,0.47367067,0.41868918
-3.50275138,2.06695991,0.28441435,0.83832122,0.01743912,0.10010828,0.01990498,0.68487416,0.46092383,0.41175498
-3.49674837,2.02847920,0.27859433,0.82414487,0.01642958,0.09917651,0.01968583,0.67425132,0.44626517,0.40331631
-3.49074537,1.98284290,0.27161844,0.80669083,0.01536766,0.09788329,0.01943541,0.66134600,0.43001060,0.39366610
-3.48474237,1.93131890,0.26366617,0.78637021,0.01427156,0.09628507,0.01916621,0.64661097,0.41249442,0.38312065
-3.47873937,1.87525942,0.25493480,0.76363156,0.01315894,0.09444525,0.01889086,0.63053419,0.39406061,0.37201059
-3.47273637,1.81606637,0.24563468,0.73895014,0.01204649,0.09243263,0.01862185,0.61362592,0.37505435,0.36067166
-3.46673337,1.75515681,0.23598448,0.71281719,0.01094958,0.09031977,0.01837117,0.59640539,0.35581409,0.34943555
-3.46073037,1.69392942,0.22620631,0.68572940,0.00988188,0.08818115,0.01815003,0.57938755,0.33666431,0.33862116
-3.45472736,1.63373279,0.21652108,0.65817887,0.00885520,0.08609136,0.01796855,0.56307017,0.31790929,0.32852639
-3.44872436,1.57583623,0.20714392,0.63064375,0.00787933,0.08412328,0.01783551,0.54792155,0.29982774,0.31942086
-3.44272136,1.52140368,0.19828003,0.60357954,0.00696200,0.08234629,0.01775805,0.53436938,0.28266853,0.31153965
-3.43671836,1.47147109,0.19012079,0.57741146,0.00610888,0.08082453,0.01774149,0.52279073,0.26664755,0.30507808
-3.43071536,1.42692760,0.18284033,0.55252755,0.00532368,0.07961541,0.01778914,0.51350347,0.25194541,0.30018782
-3.42471236,1.38850070,0.17659251,0.52927288,0.00460831,0.07876813,0.01790213,0.50675936,0.23870629,0.29697423
-3.41870935,1.35674547,0.17150829,0.50794476,0.00396307,0.07832257,0.01807932,0.50273881,0.22703758,0.29549489
-3.41270635,1.33203799,0.16769367,0.48878898,0.00338685,0.07830828,0.01831730,0.50154743,0.21701031,0.29575946
-3.40670335,1.31457283,0.16522803,0.47199708,0.00287740,0.07874384,0.01861038,0.50321453,0.20866041,0.29773066
-3.40070035,1.30436473,0.16416289,0.45770478,0.00243159,0.07963648,0.01895072,0.50769336,0.20199047,0.30132633
-3.39469735,1.30125419,0.16452130,0.44599145,0.00204560,0.08098204,0.01932850,0.51486337,0.19697217,0.30642259
-3.38869435,1.30491698,0.16629758,0.43688076,0.00171524,0.08276516,0.01973218,0.52453422,0.19354917,0.31285783
-3.38269135,1.31487737,0.16945765,0.43034246,0.00143610,0.08495997,0.02014884,0.53645156,0.19164038,0.32043754
-3.37668834,1.33052467,0.17393991,0.42629523,0.00120379,0.08753092,0.02056455,0.55030444,0.19114365,0.32893991
-3.37068534,1.35113305,0.17965652,0.42461074,0.00101410,0.09043398,0.02096486,0.56573423,0.19193972,0.33812186
-3.36468234,1.37588383,0.18649544,0.42511863,0.00086316,0.09361811,0.02133526,0.58234474,0.19389638,0.34772562
-3.35867934,1.40389010,0.19432280,0.42761251,0.00074756,0.09702690,0.02166172,0.59971339,0.19687281,0.35748556
-3.35267634,1.43422276,0.20298591,0.43185671,0.00066442,0.10060039,0.02193117,0.61740307,0.20072392,0.36713517
-3.34667334,1.46593736,0.21231671,0.43759367,0.00061153,0.10427696,0.02213202,0.63497437,0.20530472,0.37641396
-3.34067034,1.49810110,0.22213564,0.44455177,0.00058736,0.10799520,0.02225459,0.65199778,0.21047443,0.38507423
-3.33466733,1.52981887,0.23225582,0.45245330,0.00059110,0.11169584,0.02229145,0.66806550,0.21610051,0.39288740
-3.32866433,1.56025774,0.24248748,0.46102235,0.00062268,0.11532335,0.02223777,0.68280243,0.22206213,0.39964977
-3.32266133,1.58866890,0.25264246,0.46999239,0.00068279,0.11882752,0.02209145,0.69587601,0.22825330,0.40518755
-3.31665833,1.61440641,0.26253868,0.47911315,0.00077285,0.12216462,0.02185320,0.70700446,0.23458546,0.40936098
-3.31065533,1.63694196,0.27200443,0.48815678,0.00089496,0.12529829,0.02152651,0.71596318,0.24098934,0.41206743
-3.30465233,1.65587530,0.28088226,0.49692279,0.00105189,0.12820011,0.02111750,0.72258907,0.24741623,0.41324331
-3.29864932,1.67093986,0.28903244,0.50524189,0.00124702,0.13084972,0.02063461,0.72678260,0.25383860,0.41286477
-3.29264632,1.68200355,0.29633581,0.51297850,0.00148420,0.13323459,0.02008832,0.72850758,0.26024996,0.41094722
-3.28664332,1.68906488,0.30269587,0.52003185,0.00176772,0.13534950,0.01949066,0.72778870,0.26666420,0.40754356
-3.28064032,1.69224469,0.30804017,0.52633583,0.00210215,0.13719563,0.01885481,0.72470691,0.27311435,0.40274135
-3.27463732,1.69177400,0.31232085,0.53185764,0.00249224,0.13877946,0.01819454,0.71939303,0.27965102,0.39665897
-3.26863432,1.68797895,0.31551445,0.53659541,0.00294273,0.14011154,0.01752381,0.71201980,0.28634039,0.38944089
-3.26263132,1.68126341,0.31762090,0.54057495,0.00345822,0.14120514,0.01685626,0.70279289,0.29326224,0.38125246
-3.25662831,1.67209055,0.31866203,0.54384600,0.00404300,0.14207492,0.01620482,0.69194124,0.30050787,0.37227421
-3.25062531,1.66096415,0.31867935,0.54647822,0.00470081,0.14273577,0.01558141,0.67970731,0.30817810,0.36269610
-3.24462231,1.64841063,0.31773167,0.54855704,0.00543477,0.14320178,0.01499665,0.66633761,0.31638158,0.35271186
-3.23861931,1.63496283,0.31589234,0.55017985,0.00624711,0.14348546,0.01445977,0.65207407,0.32523325,0.34251369
-3.23261631,1.62114598,0.31324647,0.55145251,0.00713906,0.14359734,0.01397848,0.63714653,0.33485312,0.33228757
-3.22661331,1.60746655,0.30988821,0.55248649,0.00811072,0.14354582,0.01355908,0.62176676,0.34536531,0.32220921
-3.22061031,1.59440408,0.30591822,0.55339659,0.00916096,0.14333737,0.01320647,0.60612407,0.35689714,0.31244087
-3.21460730,1.58240603,0.30144134,0.55429935,0.01028732,0.14297702,0.01292443,0.59038271,0.36957837,0.30312908
-3.20860430,1.57188548,0.29656463,0.55531197,0.01148607,0.14246911,0.01271574,0.57468107,0.38354017,0.29440322
-3.20260130,1.56322099,0.29139571,0.55655175,0.01275216,0.14181814,0.01258248,0.55913232,0.39891388,0.28637492
-3.19659830,1.55675830,0.28604136,0.55813577,0.01407937,0.14102978,0.01252627,0.54382659,0.41582922,0.27913820
-3.19059530,1.55281287,0.28060646,0.56018068,0.01546044,0.14011182,0.01254845,0.52883416,0.43441187,0.27277023
-3.18459230,1.55167265,0.27519295,0.56280231,0.01688722,0.13907495,0.01265033,0.51420934,0.45478026,0.26733247
-3.17858929,1.55360033,0.26989905,0.56611510,0.01835096,0.13793337,0.01283327,0.49999480,0.47704157,0.26287216
-3.17258629,1.55883444,0.26481829,0.57023097,0.01984258,0.13670515,0.01309880,0.48622586,0.50128694,0.25942387
-3.16658329,1.56758888,0.26003865,0.57525772,0.02135294,0.13541211,0.01344863,0.47293450,0.52758598,0.25701105
-3.16058029,1.58005076,0.25564142,0.58129690,0.02287323,0.13407945,0.01388454,0.46015275,0.55598080,0.25564749
-3.15457729,1.59637637,0.25170003,0.58844117,0.02439527,0.13273497,0.01440832,0.44791536,0.58647992,0.25533851
-3.14857429,1.61668590,0.24827865,0.59677130,0.02591182,0.13140787,0.01502156,0.43626156,0.61905228,0.25608199
-3.14257129,1.64105701,0.24543079,0.60635313,0.02741692,0.13012743,0.01572544,0.42523595,0.65362199,0.25786912
-3.13656828,1.66951834,0.24319781,0.61723452,0.02890613,0.12892134,0.01652054,0.41488858,0.69006403,0.26068502
-3.13056528,1.70204341,0.24160762,0.62944272,0.03037678,0.12781407,0.01740653,0.40527429,0.72820159,0.26450917
-3.12456228,1.73854593,0.24067353,0.64298247,0.03182806,0.12682523,0.01838204,0.39645156,0.76780523,0.26931585
-3.11855928,1.77887724,0.24039350,0.65783485,0.03326118,0.12596814,0.01944442,0.38848112,0.80859435,0.27507458
-3.11255628,1.82282650,0.24074983,0.67395733,0.03467929,0.12524869,0.02058963,0.38142438,0.85024110,0.28175072
-3.10655328,1.87012393,0.24170947,0.69128492,0.03608746,0.12466456,0.02181216,0.37534207,0.89237669,0.28930609
-3.10055028,1.92044748,0.24322492,0.70973243,0.03749245,0.12420496,0.02310506,0.37029310,0.93460017,0.29769989
-3.09454727,1.97343250,0.24523581,0.72919789,0.03890245,0.12385091,0.02446000,0.36633382,0.97648925,0.30688969
-3.08854427,2.02868406,0.24767113,0.74956671,0.04032673,0.12357604,0.02586738,0.36351771,1.01761274,0.31683243
-3.08254127,2.08579116,0.25045200,0.77071636,0.04177517,0.12334790,0.02731658,0.36189541,1.05754405,0.32748554
-3.07653827,2.14434178,0.25349493,0.79252120,0.04325776,0.12312980,0.02879620,0.36151509,1.09587498,0.33880782
-3.07053527,2.20393761,0.25671527,0.81485709,0.04478399,0.12288297,0.03029429,0.36242285,1.13222901,0.35076008
-3.06453227,2.26420729,0.26003089,0.83760514,0.04636222,0.12256902,0.03179872,0.36466312,1.16627347,0.36330539
-3.05852926,2.32481692,0.26336560,0.86065456,0.04799905,0.12215253,0.03329741,0.36827874,1.19772954,0.37640882
-3.05252626,2.38547698,0.26665238,0.88390395,0.04969862,0.12160357,0.03477866,0.37331059,1.22637972,0.39003659
-3.04652326,2.44594477,0.26983602,0.90726113,0.05146199,0.12090012,0.03623132,0.37979646,1.25207218,0.40415458
-3.04052026,2.50602202,0.27287508,0.93064122,0.05328661,0.12003018,0.03764505,0.38776925,1.27472160,0.41872621
-3.03451726,2.56554777,0.27574315,0.95396320,0.05516575,0.11899340,0.03901043,0.39725429,1.29430659,0.43370986
-3.02851426,2.62438673,0.27842911,0.97714515,0.05708821,0.11780225,0.04031904,0.40826582,1.31086376,0.44905577
-3.02251126,2.68241419,0.28093661,1.00009852,0.05903809,0.11648260,0.04156352,0.42080289,1.32447887,0.46470291
-3.01650825,2.73949844,0.28328264,1.02272200,0.06099472,0.11507365,0.04273759,0.43484471,1.33527562,0.48057572
-3.01050525,2.79548230,0.28549545,1.04489551,0.06293288,0.11362730,0.04383599,0.45034591,1.34340282,0.49658128
-3.00450225,2.85016532,0.28761177,1.06647492,0.06482313,0.11220687,0.04485446,0.46723190,1.34902098,0.51260698
-2.99849925,2.90328819,0.28967374,1.08728818,0.06663243,0.11088542,0.04578971,0.48539486,1.35228895,0.52851908
-2.99249625,2.95452119,0.29172554,1.10713331,0.06832494,0.10974354,0.04663935,0.50469059,1.35335171,0.54416236
-2.98649325,3.00345760,0.29381012,1.12577871,0.06986302,0.10886694,0.04740196,0.52493676,1.35233008,0.55936097
-2.98049025,3.04961350,0.29596609,1.14296599,0.07120835,0.10834373,0.04807706,0.54591279,1.34931295,0.57392064
-2.97448724,3.09243412,0.29822507,1.15841557,0.07232323,0.10826175,0.04866521,0.56736153,1.34435257,0.58763234
-2.96848424,3.13130707,0.30060962,1.17183467,0.07317189,0.10870587,0.04916811,0.58899302,1.33746311,0.60027715
-2.96248124,3.16558192,0.30313180,1.18292763,0.07372183,0.10975549,0.04958875,0.61049034,1.32862253,0.61163237
-2.95647824,3.19459515,0.30579254,1.19140787,0.07394515,0.11148222,0.04993150,0.63151724,1.31777761,0.62147847
-2.95047524,3.21769929,0.30858173,1.19701089,0.07381964,0.11394788,0.05020235,0.65172763,1.30485162,0.62960672
-2.94447224,3.23429436,0.31147899,1.19950767,0.07332985,0.11720290,0.05040892,0.67077635,1.28975408,0.63582700
-2.93846923,3.24385990,0.31445515,1.19871737,0.07246781,0.12128501,0.05056063,0.68833083,1.27239201,0.63997555
-2.93246623,3.24598536,0.31747410,1.19451887,0.07123352,0.12621830,0.05066867,0.70408315,1.25268171,0.64192208
-2.92646323,3.24039719,0.32049511,1.18685999,0.06963519,0.13201264,0.05074593,0.71776185,1.23056037,0.64157605
-2.92046023,3.22698050,0.32347516,1.17576414,0.06768909,0.13866339,0.05080682,0.72914298,1.20599678,0.63889165
-2.91445723,3.20579414,0.32637136,1.16133360,0.06541915,0.14615134,0.05086698,0.73805966,1.17900041,0.63387123
-2.90845423,3.17707786,0.32914313,1.14374924,0.06285625,0.15444289,0.05094287,0.74440983,1.14962833,0.62656707
-2.90245123,3.14125110,0.33175400,1.12326664,0.06003724,0.16349034,0.05105127,0.74816150,1.11798962,0.61708120
-2.89644822,3.09890316,0.33417301,1.10020868,0.05700380,0.17323230,0.05120862,0.74935537,1.08424704,0.60556341
-2.89044522,3.05077521,0.33637548,1.07495488,0.05380108,0.18359424,0.05143035,0.74810453,1.04861587,0.59220747
-2.88444222,2.99773500,0.33834321,1.04792817,0.05047631,0.19448898,0.05173010,0.74459112,1.01136011,0.57724567
-2.87843922,2.94074547,0.34006412,1.01957964,0.04707735,0.20581739,0.05211894,0.73906023,0.97278636,0.56094197
-2.87243622,2.88082893,0.34153123,0.99037207,0.04365127,0.21746904,0.05260463,0.73181098,0.93323558,0.54358414
-2.86643322,2.81902865,0.34274134,0.96076318,0.04024307,0.22932300,0.05319093,0.72318553,0.89307339,0.52547497
-2.86043022,2.75636976,0.34369317,0.93118929,0.03689450,0.24124882,0.05387697,0.71355609,0.85267941,0.50692330
-2.85442721,2.69382150,0.34438546,0.90205041,0.03364309,0.25310767,0.05465685,0.70331093,0.81243605,0.48823492
-2.84842421,2.63226264,0.34481496,0.87369726,0.03052138,0.26475366,0.05551935,0.69283963,0.77271751,0.46970386
-2.84242121,2.57245169,0.34497453,0.84642096,0.02755644,0.27603555,0.05644788,0.68251854,0.73387931,0.45160445
-2.83641821,2.51500337,0.34485155,0.82044582,0.02476951,0.28679867,0.05742067,0.67269693,0.69624880,0.43418434
-2.83041521,2.46037219,0.34442673,0.79592537,0.02217603,0.29688724,0.05841119,0.66368448,0.66011715,0.41765873
-2.82441221,2.40884391,0.34367349,0.77294185,0.01978570,0.30614696,0.05938876,0.65574070,0.62573288,0.40220609
-2.81840920,2.36053490,0.34255790,0.75150893,0.01760289,0.31442790,0.06031949,0.64906661,0.59329729,0.38796535
-2.81240620,2.31539928,0.34103928,0.73157745,0.01562710,0.32158767,0.06116727,0.64379914,0.56296174,0.37503462
-2.80640320,2.27324316,0.33907145,0.71304370,0.01385356,0.32749466,0.06189506,0.64000827,0.53482681,0.36347146
-2.80040020,2.23374503,0.33660457,0.69575981,0.01227393,0.33203138,0.06246612,0.63769714,0.50894327,0.35329452
-2.79439720,2.19648107,0.33358748,0.67954539,0.01087702,0.33509777,0.06284542,0.63680485,0.48531471,0.34448642
-2.78839420,2.16095388,0.32997042,0.66420009,0.00964954,0.33661420,0.06300094,0.63721196,0.46390155,0.33699770
-2.78239120,2.12662320,0.32570796,0.64951607,0.00857681,0.33652423,0.06290496,0.63874803,0.44462622,0.33075153
-2.77638819,2.09293694,0.32076209,0.63529004,0.00764341,0.33479682,0.06253514,0.64120116,0.42737930,0.32564903
-2.77038519,2.05936104,0.31510507,0.62133411,0.00683383,0.33142798,0.06187542,0.64432871,0.41202615,0.32157478
-2.76438219,2.02540685,0.30872222,0.60748503,0.00613296,0.32644173,0.06091676,0.64786883,0.39841393,0.31840253
-2.75837919,1.99065477,0.30161408,0.59361155,0.00552653,0.31989026,0.05965750,0.65155225,0.38637861,0.31600055
-2.75237619,1.95477339,0.29379828,0.57961956,0.00500147,0.31185332,0.05810352,0.65511366,0.37575180,0.31423675
-2.74637319,1.91753337,0.28531063,0.56545498,0.00454619,0.30243678,0.05626805,0.65830243,0.36636707,0.31298315
-2.74037019,1.87881594,0.27620562,0.55110449,0.00415073,0.29177046,0.05417125,0.66089194,0.35806575,0.31211978
-2.73436718,1.83861598,0.26655624,0.53659413,0.00380690,0.28000517,0.05183952,0.66268750,0.35070195,0.31153784
-2.72836418,1.79703987,0.25645314,0.52198614,0.00350832,0.26730930,0.04930458,0.66353234,0.34414673,0.31114203
-2.72236118,1.75429894,0.24600322,0.50737441,0.00325040,0.25386487,0.04660243,0.66331168,0.33829141,0.31085234
-2.71635818,1.71069898,0.23532766,0.49287877,0.00303035,0.23986323,0.04377216,0.66195477,0.33305003,0.31060497
-2.71035518,1.66662690,0.22455957,0.47863868,0.00284708,0.22550076,0.04085473,0.65943499,0.32836087,0.31035285
-2.70435218,1.62253534,0.21384141,0.46480675,0.00270114,0.21097447,0.03789172,0.65576814,0.32418729,0.31006549
-2.69834917,1.57892635,0.20332213,0.45154227,0.00259462,0.19647783,0.03492420,0.65100911,0.32051772,0.30972864
-2.69234617,1.53633491,0.19315438,0.43900532,0.00253108,0.18219694,0.03199163,0.64524720,0.31736506,0.30934350
-2.68634317,1.49531311,0.18349171,0.42735161,0.00251546,0.16830713,0.02913096,0.63860046,0.31476544,0.30892590
-2.68034017,1.45641566,0.17448594,0.41672822,0.00255395,0.15497008,0.02637586,0.63120929,0.31277653,0.30850525
-2.67433717,1.42018717,0.16628469,0.40727033,0.00265399,0.14233159,0.02375617,0.62322972,0.31147532,0.30812354
-2.66833417,1.38715149,0.15902919,0.39909911,0.00282409,0.13051997,0.02129753,0.61482658,0.31095557,0.30783425
-2.66233117,1.35780318,0.15285231,0.39232048,0.00307382,0.11964502,0.01902117,0.60616694,0.31132474,0.30770129
-2.65632816,1.33260099,0.14787684,0.38702481,0.00341363,0.10979770,0.01694392,0.59741404,0.31270072,0.30779788
-2.65032516,1.31196332,0.14421394,0.38328735,0.00385477,0.10105029,0.01507834,0.58872185,0.31520800,0.30820539
-2.64432216,1.29626496,0.14196175,0.38116911,0.00440910,0.09345702,0.01343296,0.58023058,0.31897364,0.30901197
-2.63831916,1.28583511,0.14120413,0.38071811,0.00508891,0.08705517,0.01201265,0.57206300,0.32412282,0.31031119
-2.63231616,1.28095598,0.14200940,0.38197070,0.00590669,0.08186634,0.01081903,0.56432187,0.33077403,0.31220021
-2.62631316,1.28186162,0.14442911,0.38495273,0.00687481,0.07789799,0.00985089,0.55708831,0.33903407,0.31477794
-2.62031016,1.28873663,0.14849682,0.38968055,0.00800524,0.07514504,0.00910461,0.55042121,0.34899282,0.31814272
-2.61430715,1.30171444,0.15422677,0.39616154,0.00930914,0.07359139,0.00857458,0.54435750,0.36071793,0.32238979
-2.60830415,1.32087493,0.16161263,0.40439415,0.01079645,0.07321146,0.00825354,0.53891324,0.37424954,0.32760854
-2.60230115,1.34624130,0.17062619,0.41436746,0.01247545,0.07397146,0.00813289,0.53408545,0.38959535,0.33387941
-2.59629815,1.37777621,0.18121615,0.42606020,0.01435226,0.07583047,0.00820288,0.52985446,0.40672604,0.34127076
-2.59029515,1.41537729,0.19330714,0.43943924,0.01643035,0.07874125,0.00845279,0.52618668,0.42557141,0.34983565
-2.58429215,1.45887221,0.20679889,0.45445773,0.01871009,0.08265084,0.00887099,0.52303762,0.44601750,0.35960859
-2.57828914,1.50801374,0.22156584,0.47105292,0.02118826,0.08750075,0.00944498,0.52035505,0.46790476,0.37060259
-2.57228614,1.56247494,0.23745721,0.48914377,0.02385769,0.09322707,0.01016137,0.51808204,0.49102764,0.38280646
-2.56628314,1.62184503,0.25429766,0.50862861,0.02670685,0.09976024,0.01100582,0.51615995,0.51513569,0.39618246
-2.56028014,1.68562637,0.27188856,0.52938286,0.02971966,0.10702468,0.01196298,0.51453102,0.53993631,0.41066469
-2.55427714,1.75323293,0.29001008,0.55125715,0.03287531,0.11493842,0.01301646,0.51314063,0.56509918,0.42615798
-2.54827414,1.82399059,0.30842388,0.57407579,0.03614828,0.12341260,0.01414876,0.51193913,0.59026239,0.44253762
-2.54227114,1.89713981,0.32687678,0.59763597,0.03950842,0.13235105,0.01534135,0.51088323,0.61504013,0.45964997
-2.53626813,1.97184080,0.34510490,0.62170767,0.04292129,0.14165011,0.01657465,0.50993686,0.63903178,0.47731388
-2.53026513,2.04718155,0.36283863,0.64603448,0.04634854,0.15119853,0.01782821,0.50907164,0.66183208,0.49532310
-2.52426213,2.12218873,0.37980800,0.67033543,0.04974852,0.16087776,0.01908090,0.50826703,0.68304219,0.51344955
-2.51825913,2.19584165,0.39574847,0.69430794,0.05307700,0.17056256,0.02031116,0.50751008,0.70228106,0.53144752
-2.51225613,2.26708902,0.41040690,0.71763178,0.05628807,0.18012198,0.02149734,0.50679512,0.71919680,0.54905860
-2.50625313,2.33486839,0.42354748,0.73997426,0.05933507,0.18942082,0.02261807,0.50612322,0.73347765,0.56601736
-2.50025013,2.39812785,0.43495746,0.76099641,0.06217171,0.19832143,0.02365269,0.50550178,0.74486191,0.58205755
-2.49424712,2.45584949,0.44445250,0.78036005,0.06475316,0.20668597,0.02458171,0.50494411,0.75314666,0.59691876
-2.48824412,2.50707400,0.45188130,0.79773578,0.06703719,0.21437896,0.02538730,0.50446911,0.75819470,0.61035314
-2.48224112,2.55092557,0.45712950,0.81281134,0.06898531,0.22127018,0.02605367,0.50410120,0.75993950,0.62213226
-2.47623812,2.58663623,0.46012258,0.82530035,0.07056383,0.22723767,0.02656758,0.50387023,0.75838785,0.63205357
-2.47023512,2.61356879,0.46082770,0.83495100,0.07174486,0.23217081,0.02691867,0.50381155,0.75362021,0.63994648
-2.46423212,2.63123719,0.45925437,0.84155431,0.07250709,0.23597340,0.02709975,0.50396604,0.74578857,0.64567756
-2.45822911,2.63932351,0.45545396,0.84495159,0.07283653,0.23856645,0.02710705,0.50437992,0.73511199,0.64915491
-2.45222611,2.63769058,0.44951798,0.84504088,0.07272693,0.23989072,0.02694031,0.50510438,0.72186985,0.65033125
-2.44622311,2.62638954,0.44157527,0.84178176,0.07218011,0.23990870,0.02660283,0.50619477,0.70639324,0.64920572
-2.44022011,2.60566159,0.43178817,0.83519854,0.07120594,0.23860614,0.02610137,0.50770924,0.68905469,0.64582415
-2.43421711,2.57593380,0.42034778,0.82538132,0.06982215,0.23599283,0.02544591,0.50970690,0.67025657,0.64027790
-2.42821411,2.53780853,0.40746845,0.81248497,0.06805395,0.23210266,0.02464945,0.51224520,0.65041881,0.63270107
-2.42221111,2.49204702,0.39338185,0.79672585,0.06593334,0.22699299,0.02372753,0.51537684,0.62996613,0.62326633
-2.41620810,2.43954731,0.37833058,0.77837640,0.06349827,0.22074317,0.02269784,0.51914606,0.60931549,0.61217935
-2.41020510,2.38131737,0.36256173,0.75775769,0.06079168,0.21345252,0.02157971,0.52358466,0.58886406,0.59967228
-2.40420210,2.31844457,0.34632060,0.73523026,0.05786037,0.20523751,0.02039353,0.52870777,0.56897819,0.58599620
-2.39819910,2.25206252,0.32984460,0.71118358,0.05475374,0.19622852,0.01916025,0.53450983,0.54998377,0.57141326
-2.39219610,2.18331687,0.31335781,0.68602455,0.05152257,0.18656626,0.01790080,0.54096092,0.53215830,0.55618846
-2.38619310,2.11333147,0.29706614,0.66016551,0.04821776,0.17639785,0.01663558,0.54800383,0.51572488,0.54058181
-2.38019010,2.04317627,0.28115331,0.63401238,0.04488908,0.16587290,0.01538395,0.55555218,0.50084837,0.52484084
-2.37418709,1.97383856,0.26577784,0.60795322,0.04158406,0.15513968,0.01416387,0.56348984,0.48763375,0.50919416
-2.36818409,1.90619850,0.25107092,0.58234798,0.03834695,0.14434148,0.01299148,0.57167182,0.47612660,0.49384597
-2.36218109,1.84101017,0.23713543,0.55751957,0.03521782,0.13361342,0.01188087,0.57992679,0.46631582,0.47897209
-2.35617809,1.77888857,0.22404585,0.53374681,0.03223190,0.12307965,0.01084386,0.58806130,0.45813815,0.46471730
-2.35017509,1.72030314,0.21184921,0.51125932,0.02941894,0.11285119,0.00988985,0.59586551,0.45148447,0.45119437
-2.34417209,1.66557752,0.20056686,0.49023464,0.02680296,0.10302433,0.00902583,0.60312027,0.44620741,0.43848441
-2.33816908,1.61489554,0.19019696,0.47079743,0.02440199,0.09367971,0.00825635,0.60960535,0.44212994,0.42663869
-2.33216608,1.56831242,0.18071758,0.45302078,0.02222812,0.08488200,0.00758365,0.61510823,0.43905460,0.41568160
-2.32616308,1.52577051,0.17209019,0.43692938,0.02028764,0.07668013,0.00700780,0.61943322,0.43677291,0.40561452
-2.32016008,1.48711837,0.16426341,0.42250425,0.01858138,0.06910811,0.00652688,0.62241016,0.43507453,0.39642034
-2.31415708,1.45213191,0.15717682,0.40968868,0.01710513,0.06218616,0.00613722,0.62390245,0.43375586,0.38806826
-2.30815408,1.42053638,0.15076465,0.39839506,0.01585021,0.05592231,0.00583367,0.62381370,0.43262765,0.38051867
-2.30215108,1.39202805,0.14495929,0.38851217,0.01480408,0.05031416,0.00560988,0.62209274,0.43152143,0.37372766
-2.29614807,1.36629432,0.13969440,0.37991247,0.01395106,0.04535078,0.00545860,0.61873661,0.43029451,0.36765111
-2.29014507,1.34303152,0.13490753,0.37245922,0.01327306,0.04101467,0.00537195,0.61379128,0.42883339,0.36224805
-2.28414207,1.32195972,0.13054237,0.36601295,0.01275033,0.03728369,0.00534178,0.60735004,0.42705566,0.35748321
-2.27813907,1.30283403,0.12655030,0.36043713,0.01236221,0.03413287,0.00535989,0.59954968,0.42491023,0.35332866
-2.27213607,1.28545239,0.12289162,0.35560299,0.01208789,0.03153608,0.00541835,0.59056456,0.42237635,0.34976475
-2.26613307,1.26965994,0.11953616,0.35139317,0.01190713,0.02946750,0.00550976,0.58059897,0.41946121,0.34678018
-2.26013007,1.25535035,0.11646358,0.34770450,0.01180086,0.02790289,0.00562746,0.56987813,0.41619679,0.34437153
-2.25412706,1.24246460,0.11366337,0.34444968,0.01175188,0.02682063,0.00576572,0.55863844,0.41263593,0.34254246
-2.24812406,1.23098797,0.11113457,0.34155823,0.01174533,0.02620254,0.00591995,0.54711748,0.40884819,0.34130257
-2.24212106,1.22094589,0.10888546,0.33897669,0.01176919,0.02603454,0.00608682,0.53554427,0.40491559,0.34066642
-2.23611806,1.21239945,0.10693317,0.33666838,0.01181464,0.02630711,0.00626432,0.52413041,0.40092874,0.34065268
-2.23011506,1.20544114,0.10530342,0.33461274,0.01187636,0.02701560,0.00645188,0.51306260,0.39698347,0.34128360
-2.22411206,1.20019143,0.10403029,0.33280463,0.01195275,0.02816037,0.00665029,0.50249674,0.39317816,0.34258504
-2.21810905,1.19679645,0.10315626,0.33125352,0.01204598,0.02974686,0.00686175,0.49255412,0.38961194,0.34458692
-2.21210605,1.19542702,0.10273230,0.32998279,0.01216205,0.03178551,0.00708976,0.48331967,0.38638378,0.34732412
-2.20610305,1.19627885,0.10281820,0.32902920,0.01231063,0.03429159,0.00733901,0.47484227,0.38359241,0.35083781
-2.20010005,1.19957379,0.10348290,0.32844244,0.01250494,0.03728494,0.00761526,0.46713708,0.38133693,0.35517689
-2.19409705,1.20556157,0.10480490,0.32828490,0.01276138,0.04078955,0.00792518,0.46018959,0.37971803,0.36039950
-2.18809405,1.21452147,0.10687252,0.32863133,0.01309921,0.04483309,0.00827614,0.45396100,0.37883939,0.36657420
-2.18209105,1.22676329,0.10978399,0.32956854,0.01354006,0.04944622,0.00867607,0.44839452,0.37880920,0.37378061
-2.17608804,1.24262688,0.11364719,0.33119482,0.01410740,0.05466187,0.00913325,0.44342217,0.37974139,0.38210931
-2.17008504,1.26247963,0.11857893,0.33361904,0.01482596,0.06051422,0.00965614,0.43897156,0.38175628,0.39166066
-2.16408204,1.28671120,0.12470367,0.33695928,0.01572104,0.06703771,0.01025319,0.43497219,0.38498047,0.40254246
