energy_ev,total_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-3.22661331,1.39260187,0.34043774,0.17269520,0.00719907,0.26576013,0.45800531,0.19067593,0.04111940,0.63151414
-3.22061031,1.31230245,0.32339127,0.15931751,0.00641928,0.25104785,0.43427151,0.18349438,0.03811858,0.59466092
-3.21460730,1.23515954,0.30673101,0.14625581,0.00568316,0.23633602,0.41177665,0.17724906,0.03519507,0.55982803
-3.20860430,1.16228799,0.29072849,0.13366742,0.00499561,0.22185454,0.39085035,0.17205362,0.03238216,0.52753464
-3.20260130,1.09463978,0.27561964,0.12168898,0.00435996,0.20780884,0.37176103,0.16799301,0.02970757,0.49823034
-3.19659830,1.03299130,0.26160032,0.11043489,0.00377810,0.19437589,0.35471222,0.16512267,0.02719311,0.47229108
-3.19059530,0.97793752,0.24882352,0.09999656,0.00325059,0.18170144,0.33984143,0.16346881,0.02485465,0.45001789
-3.18459230,0.92989274,0.23739836,0.09044247,0.00277685,0.16989868,0.32722130,0.16302961,0.02270222,0.43163817
-3.17858929,0.88909714,0.22739071,0.08181883,0.00235529,0.15904815,0.31686306,0.16377737,0.02074035,0.41730898
-3.17258629,0.85562838,0.21882537,0.07415091,0.00198354,0.14919886,0.30872172,0.16566125,0.01896849,0.40712179
-3.16658329,0.82941707,0.21168948,0.06744473,0.00165861,0.14037039,0.30270283,0.16861061,0.01738161,0.40110826
-3.16058029,0.81026507,0.20593697,0.06168920,0.00137710,0.13255586,0.29867029,0.17253865,0.01597088,0.39924647
-3.15457729,0.79786559,0.20149383,0.05685839,0.00113530,0.12572558,0.29645485,0.17734622,0.01472437,0.40146703
-3.14857429,0.79182379,0.19826369,0.05291388,0.00092938,0.11983103,0.29586288,0.18292569,0.01362786,0.40765879
-3.14257129,0.79167714,0.19613375,0.04980723,0.00075552,0.11480909,0.29668500,0.18916454,0.01266552,0.41767374
-3.13656828,0.79691461,0.19498044,0.04748224,0.00060999,0.11058625,0.29870423,0.19594879,0.01182070,0.43133094
-3.13056528,0.80699404,0.19467488,0.04587712,0.00048921,0.10708265,0.30170340,0.20316595,0.01107655,0.44841937
-3.12456228,0.82135725,0.19508780,0.04492650,0.00038989,0.10421576,0.30547148,0.21070752,0.01041664,0.46869981
-3.11855928,0.83944274,0.19609379,0.04456314,0.00030898,0.10190370,0.30980890,0.21847105,0.00982548,0.49190574
-3.11255628,0.86069576,0.19757482,0.04471945,0.00024377,0.10006794,0.31453149,0.22636159,0.00928890,0.51774368
-3.10655328,0.88457608,0.19942307,0.04532876,0.00019186,0.09863562,0.31947330,0.23429279,0.00879441,0.54589314
-3.10055028,0.91056354,0.20154294,0.04632636,0.00015119,0.09754121,0.32448816,0.24218743,0.00833138,0.57600653
-3.09454727,0.93816197,0.20385240,0.04765033,0.00012002,0.09672775,0.32945029,0.24997777,0.00789118,0.60770953
-3.08854427,0.96690178,0.20628378,0.04924221,0.00009696,0.09614762,0.33425393,0.25760550,0.00746724,0.64060207
-3.08254127,0.99634177,0.20878400,0.05104745,0.00008090,0.09576297,0.33881237,0.26502157,0.00705494,0.67426035
-3.07653827,1.02607065,0.21131446,0.05301585,0.00007104,0.09554581,0.34305649,0.27218601,0.00665159,0.70824014
-3.07053527,1.05570865,0.21385070,0.05510177,0.00006690,0.09547794,0.34693306,0.27906771,0.00625622,0.74208142
-3.06453227,1.08490956,0.21638187,0.05726435,0.00006827,0.09555064,0.35040309,0.28564429,0.00586938,0.77531450
-3.05852926,1.11336341,0.21891017,0.05946765,0.00007524,0.09576438,0.35344022,0.29190215,0.00549297,0.80746755
-3.05252626,1.14079997,0.22145024,0.06168074,0.00008819,0.09612835,0.35602954,0.29783672,0.00512998,0.83807539
-3.04652326,1.16699280,0.22402863,0.06387776,0.00010780,0.09665999,0.35816677,0.30345277,0.00478427,0.86668925
-3.04052026,1.19176405,0.22668331,0.06603797,0.00013510,0.09738451,0.35985783,0.30876496,0.00446036,0.89288727
-3.03451726,1.21498930,0.22946311,0.06814574,0.00017143,0.09833429,0.36111905,0.31379847,0.00416324,0.91628523
-3.02851426,1.23660249,0.23242722,0.07019054,0.00021850,0.09954819,0.36197758,0.31858955,0.00389816,0.93654716
-3.02251126,1.25660015,0.23564450,0.07216685,0.00027840,0.10107078,0.36247222,0.32318612,0.00367052,0.95339531
-3.01650825,1.27504472,0.23919266,0.07407408,0.00035364,0.10295131,0.36265441,0.32764800,0.00348573,0.96661908
-3.01050525,1.29206631,0.24315709,0.07591638,0.00044717,0.10524259,0.36258913,0.33204700,0.00334909,0.97608242
-3.00450225,1.30786254,0.24762944,0.07770239,0.00056239,0.10799956,0.36235574,0.33646646,0.00326574,0.98172934
-2.99849925,1.32269611,0.25270571,0.07944493,0.00070323,0.11127758,0.36204834,0.34100030,0.00324057,0.98358721
-2.99249625,1.33688978,0.25848396,0.08116052,0.00087406,0.11513065,0.36177561,0.34575154,0.00327816,0.98176755
-2.98649325,1.35081854,0.26506151,0.08286893,0.00107981,0.11960924,0.36165995,0.35083007,0.00338275,0.97646427
-2.98049025,1.36489911,0.27253172,0.08459248,0.00132590,0.12475805,0.36183577,0.35634983,0.00355818,0.96794913
-2.97448724,1.37957671,0.28098045,0.08635532,0.00161826,0.13061372,0.36244687,0.36242529,0.00380781,0.95656470
-2.96848424,1.39530951,0.29048214,0.08818259,0.00196331,0.13720244,0.36364293,0.36916736,0.00413448,0.94271472
-2.96248124,1.41255113,0.30109585,0.09009952,0.00236789,0.14453777,0.36557504,0.37667882,0.00454041,0.92685231
-2.95647824,1.43173171,0.31286114,0.09213038,0.00283926,0.15261852,0.36839048,0.38504940,0.00502714,0.90946631
-2.95047524,1.45323834,0.32579428,0.09429748,0.00338501,0.16142708,0.37222683,0.39435063,0.00559537,0.89106619
-2.94447224,1.47739553,0.33988467,0.09662013,0.00401298,0.17092808,0.37720568,0.40463087,0.00624492,0.87216603
-2.93846923,1.50444657,0.35509187,0.09911361,0.00473115,0.18106754,0.38342615,0.41591043,0.00697455,0.85326818
-2.93246623,1.53453664,0.37134333,0.10178822,0.00554757,0.19177266,0.39095856,0.42817736,0.00778192,0.83484715
-2.92646323,1.56769862,0.38853301,0.10464846,0.00647019,0.20295212,0.39983856,0.44138395,0.00866344,0.81733438
-2.92046023,1.60384213,0.40652100,0.10769232,0.00750675,0.21449717,0.41006207,0.45544417,0.00961418,0.80110444
-2.91445723,1.64274676,0.42513428,0.11091082,0.00866457,0.22628321,0.42158127,0.47023242,0.01062786,0.78646328
-2.90845423,1.68405981,0.44416870,0.11428773,0.00995041,0.23817213,0.43430204,0.48558364,0.01169682,0.77363894
-2.90245123,1.72729898,0.46339208,0.11779953,0.01137023,0.25001509,0.44808301,0.50129483,0.01281199,0.76277516
-2.89644822,1.77186020,0.48254854,0.12141570,0.01292902,0.26165581,0.46273641,0.51712825,0.01396303,0.75392815
-2.89044522,1.81703035,0.50136383,0.12509920,0.01463050,0.27293424,0.47803077,0.53281606,0.01513836,0.74706667
-2.88444222,1.86200471,0.51955159,0.12880722,0.01647689,0.28369041,0.49369559,0.54806651,0.01632541,0.74207534
-2.87843922,1.90590851,0.53682030,0.13249220,0.01846863,0.29376846,0.50942768,0.56257131,0.01751076,0.73876120
-2.87243622,1.94782179,0.55288070,0.13610300,0.02060410,0.30302052,0.52489916,0.57601413,0.01868043,0.73686301
-2.86643322,1.98680664,0.56745338,0.13958621,0.02287930,0.31131049,0.53976673,0.58807981,0.01982014,0.73606307
-2.86043022,2.02193576,0.58027634,0.14288758,0.02528759,0.31851746,0.55368185,0.59846397,0.02091567,0.73600081
-2.85442721,2.05232112,0.59111203,0.14595344,0.02781940,0.32453867,0.56630146,0.60688260,0.02195316,0.73628773
-2.84842421,2.07714156,0.59975390,0.14873215,0.03046202,0.32929196,0.57729872,0.61308132,0.02291942,0.73652290
-2.84242121,2.09566819,0.60603185,0.15117539,0.03319936,0.33271751,0.58637341,0.61684373,0.02380233,0.73630839
-2.83641821,2.10728653,0.60981669,0.15323935,0.03601185,0.33477905,0.59326132,0.61799878,0.02459107,0.73526389
-2.83041521,2.11151453,0.61102321,0.15488576,0.03887644,0.33546416,0.59774252,0.61642644,0.02527638,0.73304009
-2.82441221,2.10801588,0.60961191,0.15608265,0.04176661,0.33478405,0.59964794,0.61206187,0.02585086,0.72933017
-2.81840920,2.09660809,0.60558928,0.15680496,0.04465262,0.33277256,0.59886405,0.60489758,0.02630905,0.72387901
-2.81240620,2.07726528,0.59900674,0.15703486,0.04750184,0.32948460,0.59533557,0.59498365,0.02664755,0.71649004
-2.80640320,2.05011580,0.58995826,0.15676191,0.05027927,0.32499406,0.58906610,0.58242606,0.02686511,0.70702939
-2.80040020,2.01543514,0.57857687,0.15598298,0.05294813,0.31939133,0.58011672,0.56738317,0.02696255,0.69542756
-2.79439720,1.97363453,0.56503029,0.15470208,0.05547074,0.31278049,0.56860275,0.55006067,0.02694269,0.68167862
-2.78839420,1.92524631,0.54951588,0.15293000,0.05780941,0.30527637,0.55468889,0.53070509,0.02681024,0.66583737
-2.78239120,1.87090668,0.53225523,0.15068391,0.05992752,0.29700153,0.53858308,0.50959647,0.02657160,0.64801462
-2.77638819,1.81133703,0.51348852,0.14798692,0.06179064,0.28808336,0.52052946,0.48704023,0.02623461,0.62837122
-2.77038519,1.74732465,0.49346909,0.14486763,0.06336772,0.27865135,0.50080066,0.46335896,0.02580835,0.60711098
-2.76438219,1.67970373,0.47245834,0.14135968,0.06463224,0.26883464,0.47969010,0.43888422,0.02530287,0.58447326
-2.75837919,1.60933752,0.45072103,0.13750133,0.06556331,0.25875997,0.45750423,0.41394881,0.02472891,0.56072528
-2.75237619,1.53710202,0.42852137,0.13333515,0.06614671,0.24854999,0.43455545,0.38887978,0.02409765,0.53615470
-2.74637319,1.46387198,0.40611966,0.12890762,0.06637567,0.23832206,0.41115558,0.36399238,0.02342050,0.51106263
-2.74037019,1.39050904,0.38376980,0.12426887,0.06625151,0.22818743,0.38761030,0.33958504,0.02270885,0.48575726
-2.73436718,1.31785238,0.36171736,0.11947235,0.06578400,0.21825096,0.36421449,0.31593561,0.02197392,0.46054825
-2.72836418,1.24671146,0.34019834,0.11457447,0.06499144,0.20861107,0.34124863,0.29329862,0.02122660,0.43574183
-2.72236118,1.17786085,0.31943838,0.10963425,0.06390040,0.19936011,0.31897611,0.27190370,0.02047732,0.41163658
-2.71635818,1.11203642,0.29965228,0.10471280,0.06254525,0.19058501,0.29764135,0.25195487,0.01973600,0.38851981
-2.71035518,1.04993271,0.28104376,0.09987280,0.06096726,0.18236796,0.27746871,0.23363063,0.01901200,0.36666437
-2.70435218,0.99220076,0.26380522,0.09517774,0.05921356,0.17478733,0.25866186,0.21708458,0.01831405,0.34632574
-2.69834917,0.93944607,0.24811735,0.09069117,0.05733578,0.16791846,0.24140353,0.20244642,0.01765030,0.32773932
-2.69234617,0.89222618,0.23414853,0.08647569,0.05538852,0.16183439,0.22585542,0.18982301,0.01702832,0.31111766
-2.68634317,0.85104751,0.22205385,0.08259196,0.05342774,0.15660641,0.21215820,0.17929942,0.01645506,0.29664767
-2.68034017,0.81636131,0.21197374,0.07909752,0.05150902,0.15230439,0.20043124,0.17093980,0.01593692,0.28448770
-2.67433717,0.78855858,0.20403220,0.07604558,0.04968593,0.14899672,0.19077232,0.16478786,0.01547973,0.27476455
-2.66833417,0.76796387,0.19833458,0.07348385,0.04800833,0.14675001,0.18325691,0.16086693,0.01508872,0.26757036
-2.66233117,0.75482838,0.19496503,0.07145329,0.04652099,0.14562835,0.17793728,0.15917972,0.01476850,0.26295968
-2.65632816,0.74932240,0.19398370,0.06998696,0.04526221,0.14569225,0.17484131,0.15970758,0.01452302,0.26094666
-2.65032516,0.75152758,0.19542389,0.06910910,0.04426290,0.14699716,0.17397119,0.16240952,0.01435545,0.26150272
-2.64432216,0.76142957,0.19928913,0.06883415,0.04354574,0.14959183,0.17530197,0.16722104,0.01426814,0.26455484
-2.63831916,0.77891143,0.20555057,0.06916619,0.04312481,0.15351625,0.17878031,0.17405299,0.01426248,0.26998462
-2.63231616,0.80374844,0.21414473,0.07009851,0.04300546,0.15879956,0.18432330,0.18279049,0.01433879,0.27762845
-2.62631316,0.83560484,0.22497190,0.07161346,0.04318449,0.16545778,0.19181782,0.19329227,0.01449622,0.28727876
-2.62031016,0.87403296,0.23789521,0.07368258,0.04365070,0.17349169,0.20112033,0.20539048,0.01473263,0.29868671
-2.61430715,0.91847519,0.25274073,0.07626712,0.04438566,0.18288473,0.21205739,0.21889124,0.01504453,0.31156612
-2.60830415,0.96826912,0.26929855,0.07931872,0.04536473,0.19360123,0.22442699,0.23357591,0.01542702,0.32559892
-2.60230115,1.02265590,0.28732501,0.08278050,0.04655825,0.20558499,0.23800078,0.24920331,0.01587375,0.34044175
-2.59629815,1.08079200,0.30654608,0.08658836,0.04793292,0.21875838,0.25252713,0.26551293,0.01637701,0.35573385
-2.59029515,1.14176412,0.32666197,0.09067248,0.04945316,0.23302192,0.26773533,0.28222896,0.01692780,0.37110582
-2.58429215,1.20460703,0.34735272,0.09495909,0.05108253,0.24825462,0.28334042,0.29906530,0.01751594,0.38618903
-2.57828914,1.26832373,0.36828484,0.09937226,0.05278509,0.26431496,0.29904904,0.31573120,0.01813034,0.40062539
-2.57228614,1.33190755,0.38911865,0.10383587,0.05452659,0.28104262,0.31456572,0.33193759,0.01875919,0.41407704
-2.56628314,1.39436527,0.40951622,0.10827552,0.05627556,0.29826091,0.32959973,0.34740363,0.01939032,0.42623566
-2.56028014,1.45474058,0.42914959,0.11262042,0.05800413,0.31577998,0.34387213,0.36186351,0.02001151,0.43683092
-2.55427714,1.51213702,0.44770891,0.11680512,0.05968861,0.33340057,0.35712269,0.37507292,0.02061084,0.44563784
-2.54827414,1.56573953,0.46491034,0.12077112,0.06130981,0.35091836,0.36911667,0.38681522,0.02117713,0.45248266
-2.54227114,1.61483386,0.48050325,0.12446821,0.06285309,0.36812874,0.37965091,0.39690690,0.02170022,0.45724694
-2.53626813,1.65882303,0.49427655,0.12785553,0.06430814,0.38483178,0.38855924,0.40520204,0.02217143,0.45986993
-2.53026513,1.69724039,0.50606385,0.13090239,0.06566850,0.40083743,0.39571679,0.41159577,0.02258379,0.46034887
-2.52426213,1.72975866,0.51574723,0.13358866,0.06693093,0.41597047,0.40104318,0.41602641,0.02293237,0.45873739
-2.51825913,1.75619479,0.52325949,0.13590491,0.06809458,0.43007532,0.40450445,0.41847626,0.02321445,0.45514204
-2.51225613,1.77651039,0.52858480,0.13785219,0.06916006,0.44302034,0.40611355,0.41897115,0.02342967,0.44971725
-2.50625313,1.79080799,0.53175783,0.13944149,0.07012853,0.45470141,0.40592957,0.41757855,0.02358007,0.44265873
-2.50025013,1.79932314,0.53286119,0.14069291,0.07100076,0.46504482,0.40405559,0.41440457,0.02367007,0.43419585
-2.49424712,1.80241285,0.53202158,0.14163458,0.07177632,0.47400908,0.40063545,0.40958992,0.02370632,0.42458322
-2.48824412,1.80054095,0.52940465,0.14230136,0.07245289,0.48158572,0.39584942,0.40330496,0.02369753,0.41409185
-2.48224112,1.79426081,0.52520887,0.14273340,0.07302578,0.48779893,0.38990913,0.39574424,0.02365415,0.40300023
-2.47623812,1.78419618,0.51965868,0.14297450,0.07348769,0.49270406,0.38305183,0.38712057,0.02358802,0.39158565
-2.47023512,1.77102095,0.51299718,0.14307052,0.07382866,0.49638495,0.37553445,0.37765909,0.02351197,0.38011611
-2.46423212,1.75543830,0.50547862,0.14306770,0.07403635,0.49895018,0.36762739,0.36759137,0.02343931,0.36884299
-2.45822911,1.73816021,0.49736103,0.14301101,0.07409649,0.50052844,0.35960857,0.35714987,0.02338340,0.35799475
-2.45222611,1.71988776,0.48889918,0.14294260,0.07399356,0.50126306,0.35175771,0.34656294,0.02335710,0.34777179
-2.44622311,1.70129288,0.48033815,0.14290037,0.07371170,0.50130603,0.34435115,0.33605045,0.02337229,0.33834245
-2.44022011,1.68300196,0.47190755,0.14291673,0.07323560,0.50081161,0.33765722,0.32582013,0.02343941,0.32984030
-2.43421711,1.66558181,0.46381668,0.14301746,0.07255159,0.49993004,0.33193229,0.31606473,0.02356706,0.32236274
-2.42821411,1.64952818,0.45625062,0.14322092,0.07164866,0.49880132,0.32741746,0.30695993,0.02376158,0.31597061
-2.42221111,1.63525702,0.44936730,0.14353745,0.07051939,0.49754958,0.32433594,0.29866297,0.02402684,0.31068904
-2.41620810,1.62309864,0.44329553,0.14396900,0.06916081,0.49627817,0.32289093,0.29131190,0.02436402,0.30650916
-2.41020510,1.61329465,0.43813397,0.14450915,0.06757504,0.49506572,0.32326401,0.28502538,0.02477157,0.30339075
-2.40420210,1.60599767,0.43395098,0.14514333,0.06576973,0.49396345,0.32561374,0.27990283,0.02524519,0.30126549
-2.39819910,1.60127360,0.43078519,0.14584933,0.06375823,0.49299368,0.33007452,0.27602483,0.02577799,0.30004088
-2.39219610,1.59910611,0.42864678,0.14659816,0.06155952,0.49214978,0.33675541,0.27345361,0.02636079,0.29960451
-2.38619310,1.59940321,0.42751924,0.14735508,0.05919788,0.49139755,0.34573874,0.27223349,0.02698241,0.29982860
-2.38019010,1.60200526,0.42736161,0.14808087,0.05670230,0.49067783,0.35707863,0.27239123,0.02763014,0.30057477
-2.37418709,1.60669432,0.42811100,0.14873333,0.05410572,0.48991039,0.37079907,0.27393602,0.02829030,0.30169867
-2.36818409,1.61320420,0.42968531,0.14926880,0.05144399,0.48899887,0.38689172,0.27685937,0.02894873,0.30305466
-2.36218109,1.62123090,0.43198611,0.14964388,0.04875487,0.48783643,0.40531343,0.28113458,0.02959150,0.30450009
-2.35617809,1.63044302,0.43490150,0.14981710,0.04607680,0.48631202,0.42598359,0.28671606,0.03020542,0.30589935
-2.35017509,1.64049189,0.43830904,0.14975048,0.04344777,0.48431677,0.44878142,0.29353842,0.03077871,0.30712742
-2.34417209,1.65102105,0.44207859,0.14941113,0.04090417,0.48175038,0.47354357,0.30151558,0.03130151,0.30807291
-2.33816908,1.66167489,0.44607502,0.14877252,0.03847976,0.47852716,0.50006208,0.31053992,0.03176640,0.30864060
-2.33216608,1.67210647,0.45016099,0.14781565,0.03620479,0.47458132,0.52808327,0.32048179,0.03216872,0.30875326
-2.32616308,1.68198428,0.45419946,0.14652987,0.03410525,0.46987144,0.55730758,0.33118942,0.03250698,0.30835294
-2.32016008,1.69099830,0.45805634,0.14491352,0.03220236,0.46438393,0.58739094,0.34248944,0.03278293,0.30740166
-2.31415708,1.69886508,0.46160290,0.14297413,0.03051228,0.45813518,0.61794770,0.35418832,0.03300169,0.30588153
-2.30815408,1.70533249,0.46471836,0.14072847,0.02904594,0.45117252,0.64855548,0.36607457,0.03317166,0.30379437
-2.30215108,1.71018389,0.46729225,0.13820224,0.02780921,0.44357387,0.67876195,0.37792215,0.03330435,0.30116094
-2.29614807,1.71324222,0.46922699,0.13542947,0.02680318,0.43544621,0.70809357,0.38949475,0.03341410,0.29801988
-2.29014507,1.71437407,0.47044027,0.13245182,0.02602457,0.42692289,0.73606621,0.40055123,0.03351769,0.29442634
-2.28414207,1.71349377,0.47086752,0.12931757,0.02546635,0.41816004,0.76219731,0.41085182,0.03363391,0.29045058
-2.27813907,1.71056761,0.47046420,0.12608059,0.02511836,0.40933217,0.78601935,0.42016519,0.03378300,0.28617643
-2.27213607,1.70561805,0.46920802,0.12279917,0.02496808,0.40062720,0.80709402,0.42827584,0.03398615,0.28169981
-2.26613307,1.69872778,0.46710086,0.11953487,0.02500134,0.39224118,0.82502651,0.43499182,0.03426488,0.27712731
-2.26013007,1.69004330,0.46417035,0.11635131,0.02520304,0.38437288,0.83947939,0.44015215,0.03464050,0.27257477
-2.25412706,1.67977774,0.46047106,0.11331304,0.02555781,0.37721840,0.85018532,0.44363378,0.03513351,0.26816595
-2.24812406,1.66821243,0.45608503,0.11048446,0.02605060,0.37096615,0.85695794,0.44535762,0.03576309,0.26403121
-2.24212106,1.65569678,0.45112166,0.10792881,0.02666721,0.36579208,0.85970032,0.44529327,0.03654660,0.26030612
-2.23611806,1.64264613,0.44571679,0.10570719,0.02739462,0.36185560,0.85841052,0.44346228,0.03749916,0.25712991
-2.23011506,1.62953711,0.44003096,0.10387767,0.02822130,0.35929598,0.85318379,0.43993946,0.03863321,0.25464380
-2.22411206,1.61690017,0.43424664,0.10249445,0.02913731,0.35822944,0.84421125,0.43485229,0.03995828,0.25298892
-2.21810905,1.60530930,0.42856457,0.10160700,0.03013441,0.35874692,0.83177495,0.42837825,0.04148061,0.25230396
-2.21210605,1.59536869,0.42319919,0.10125922,0.03120588,0.36091242,0.81623941,0.42074011,0.04320305,0.25272234
-2.20610305,1.58769659,0.41837311,0.10148862,0.03234646,0.36476199,0.79803998,0.41219927,0.04512483,0.25436901
-2.20010005,1.58290670,0.41431093,0.10232543,0.03355200,0.37030314,0.77766855,0.40304748,0.04724152,0.25735678
-2.19409705,1.58158748,0.41123233,0.10379171,0.03481920,0.37751479,0.75565702,0.39359708,0.04954497,0.26178235
-2.18809405,1.58428007,0.40934483,0.10590043,0.03614524,0.38634747,0.73255943,0.38417034,0.05202327,0.26772208
-2.18209105,1.59145554,0.40883628,0.10865455,0.03752734,0.39672386,0.70893342,0.37508811,0.05466085,0.27522757
-2.17608804,1.60349247,0.40986740,0.11204611,0.03896243,0.40853948,0.68532182,0.36665849,0.05743852,0.28432143
-2.17008504,1.62065560,0.41256473,0.11605543,0.04044663,0.42166359,0.66223518,0.35916576,0.06033359,0.29499323
-2.16408204,1.64307667,0.41701408,0.12065040,0.04197499,0.43594023,0.64013595,0.35286022,0.06332003,0.30719597
-2.15807904,1.67073845,0.42325491,0.12578597,0.04354103,0.45118934,0.61942483,0.34794922,0.06636871,0.32084334
-2.15207604,1.70346264,0.43127591,0.13140386,0.04513652,0.46720820,0.60043001,0.34458987,0.06944761,0.33580788
-2.14607304,1.74090277,0.44101192,0.13743264,0.04675121,0.48377298,0.58339945,0.34288369,0.07252220,0.35192034
-2.14007004,1.78254244,0.45234249,0.14378808,0.04837270,0.50064073,0.56849648,0.34287332,0.07555575,0.36897049
-2.13406703,1.82769966,0.46509227,0.15037404,0.04998643,0.51755172,0.55579884,0.34454164,0.07850990,0.38670928
-2.12806403,1.87553731,0.47903325,0.15708370,0.05157565,0.53423239,0.54530100,0.34781306,0.08134515,0.40485268
-2.12206103,1.92507995,0.49388892,0.16380131,0.05312172,0.55039886,0.53691949,0.35255717,0.08402149,0.42308702
-2.11605803,1.97523652,0.50934037,0.17040442,0.05460432,0.56576110,0.53050094,0.35859431,0.08649920,0.44107586
-2.11005503,2.02482859,0.52503414,0.17676652,0.05600190,0.58002784,0.52583241,0.36570312,0.08873960,0.45846815
-2.10405203,2.07262320,0.54059167,0.18276002,0.05729224,0.59291215,0.52265336,0.37362943,0.09070595,0.47490744
-2.09804902,2.11736924,0.55562003,0.18825955,0.05845306,0.60413761,0.52066876,0.38209632,0.09236440,0.49004200
-2.09204602,2.15783620,0.56972363,0.19314541,0.05946276,0.61344493,0.51956276,0.39081483,0.09368492,0.50353514
-2.08604302,2.19285364,0.58251643,0.19730710,0.06030117,0.62059882,0.51901224,0.39949479,0.09464222,0.51507574
-2.08004002,2.22134980,0.59363420,0.20064671,0.06095037,0.62539492,0.51869972,0.40785549,0.09521669,0.52438814
-2.07403702,2.24238788,0.60274643,0.20308208,0.06139544,0.62766636,0.51832521,0.41563545,0.09539515,0.53124128
-2.06803402,2.25519813,0.60956721,0.20454956,0.06162521,0.62728975,0.51761640,0.42260123,0.09517150,0.53545644
-2.06203102,2.25920443,0.61386478,0.20500622,0.06163283,0.62419026,0.51633693,0.42855456,0.09454722,0.53691337
-2.05602801,2.25404401,0.61546921,0.20443146,0.06141630,0.61834535,0.51429255,0.43333776,0.09353157,0.53555436
-2.05002501,2.23957933,0.61427788,0.20282777,0.06097875,0.60978707,0.51133492,0.43683718,0.09214165,0.53138622
-2.04402201,2.21590152,0.61025852,0.20022080,0.06032851,0.59860258,0.50736319,0.43898458,0.09040207,0.52447982
-2.03801901,2.18332505,0.60344958,0.19665847,0.05947906,0.58493278,0.50232321,0.43975636,0.08834448,0.51496739
-2.03201601,2.14237390,0.59395800,0.19220945,0.05844860,0.56896903,0.49620489,0.43917094,0.08600665,0.50303760
-2.02601301,2.09375981,0.58195435,0.18696065,0.05725955,0.55094805,0.48903761,0.43728440,0.08343151,0.48892864
-2.02001001,2.03835362,0.56766566,0.18101431,0.05593775,0.53114508,0.48088442,0.43418462,0.08066580,0.47291957
-2.01400700,1.97715103,0.55136625,0.17448437,0.05451151,0.50986562,0.47183507,0.42998444,0.07775867,0.45532042
-2.00800400,1.91123447,0.53336686,0.16749259,0.05301056,0.48743605,0.46199860,0.42481412,0.07476008,0.43646142
-2.00200100,1.84173287,0.51400290,0.16016443,0.05146491,0.46419363,0.45149569,0.41881358,0.07171929,0.41668190
-1.99599800,1.76978117,0.49362193,0.15262495,0.04990367,0.44047612,0.44045142,0.41212486,0.06868321,0.39631923
-1.98999500,1.69648154,0.47257142,0.14499485,0.04835394,0.41661177,0.42898851,0.40488519,0.06569501,0.37569843
-1.98399200,1.62286799,0.45118687,0.13738689,0.04683977,0.39290978,0.41722169,0.39722101,0.06279276,0.35512277
-1.97798899,1.54987588,0.42978126,0.12990274,0.04538129,0.36965200,0.40525318,0.38924321,0.06000845,0.33486572
-1.97198599,1.47831753,0.40863588,0.12263052,0.04399404,0.34708592,0.39316956,0.38104386,0.05736708,0.31516462
-1.96598299,1.40886481,0.38799310,0.11564292,0.04268848,0.32541934,0.38104002,0.37269434,0.05488626,0.29621609
-1.95997999,1.34203910,0.36805131,0.10899616,0.04146979,0.30481696,0.36891608,0.36424511,0.05257599,0.27817350
-1.95397699,1.27820870,0.34896205,0.10272960,0.04033795,0.28539875,0.35683250,0.35572686,0.05043879,0.26114623
-1.94797399,1.21759329,0.33082939,0.09686614,0.03928800,0.26724033,0.34480932,0.34715294,0.04847021,0.24520080
-1.94197099,1.16027465,0.31371140,0.09141317,0.03831057,0.25037500,0.33285481,0.33852274,0.04665951,0.23036366
-1.93596798,1.10621283,0.29762361,0.08636424,0.03739260,0.23479738,0.32096892,0.32982584,0.04499065,0.21662528
-1.92996498,1.05526629,0.28254393,0.08170097,0.03651822,0.22046824,0.30914707,0.32104654,0.04344342,0.20394533
-1.92396198,1.00721480,0.26841893,0.07739543,0.03566969,0.20732037,0.29738393,0.31216837,0.04199469,0.19225864
-1.91795898,0.96178360,0.25517077,0.07341264,0.03482843,0.19526493,0.28567688,0.30317847,0.04061972,0.18148148
-1.91195598,0.91866742,0.24270472,0.06971308,0.03397605,0.18419811,0.27402906,0.29407123,0.03929347,0.17151799
-1.90595298,0.87755316,0.23091646,0.06625523,0.03309529,0.17400763,0.26245157,0.28485127,0.03799181,0.16226628
-1.89994997,0.83814000,0.21969914,0.06299776,0.03217086,0.16457886,0.25096494,0.27553539,0.03669259,0.15362403
-1.89394697,0.80015623,0.20894963,0.05990156,0.03119014,0.15580026,0.23959965,0.26615344,0.03537660,0.14549343
-1.88794397,0.76337206,0.19857383,0.05693137,0.03014377,0.14756788,0.22839579,0.25674807,0.03402826,0.13778513
-1.88194097,0.72760813,0.18849083,0.05405702,0.02902595,0.13978899,0.21740180,0.24737350,0.03263609,0.13042126
-1.87593797,0.69273974,0.17863579,0.05125422,0.02783459,0.13238445,0.20667252,0.23809322,0.03119302,0.12333745
-1.86993497,0.65869692,0.16896158,0.04850497,0.02657134,0.12529019,0.19626669,0.22897702,0.02969637,0.11648377
-1.86393197,0.62546083,0.15943913,0.04579761,0.02524133,0.11845753,0.18624396,0.22009739,0.02814767,0.10982484
