energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,Te_p_up,Te_d_up
-3.16658329,4.00689771,0.52831949,1.68135059,0.03268530,0.05634325,0.19081250,2.20340543,0.23425473,0.00000000
-3.16058029,3.99796279,0.53723951,1.69817731,0.03290765,0.05386299,0.18948083,2.18420703,0.23503892,0.00000000
-3.15457729,3.99195969,0.54562119,1.71366795,0.03313065,0.05155028,0.18854176,2.16901505,0.23594382,0.00000000
-3.14857429,3.98817880,0.55324554,1.72758144,0.03334507,0.04939648,0.18793559,2.15742106,0.23689990,0.00000000
-3.14257129,3.98576906,0.55990653,1.73966646,0.03354076,0.04738925,0.18759243,2.14888940,0.23782721,0.00000000
-3.13656828,3.98377943,0.56541748,1.74967237,0.03370707,0.04551361,0.18743531,2.14278412,0.23863835,0.00000000
-3.13056528,3.98120237,0.56961680,1.75736030,0.03383328,0.04375299,0.18738346,2.13839810,0.23924177,0.00000000
-3.12456228,3.97701749,0.57237265,1.76251368,0.03390901,0.04209031,0.18735563,2.13498294,0.23954532,0.00000000
-3.11855928,3.97023345,0.57358655,1.76494761,0.03392461,0.04050890,0.18727325,2.13177871,0.23945988,0.00000000
-3.11255628,3.95992664,0.57319561,1.76451671,0.03387148,0.03899332,0.18706333,2.12804235,0.23890283,0.00000000
-3.10655328,3.94527506,0.57117342,1.76112092,0.03374234,0.03753001,0.18666102,2.12307392,0.23780142,0.00000000
-3.10055028,3.92558657,0.56752962,1.75470919,0.03353140,0.03610782,0.18601171,2.11623992,0.23609567,0.00000000
-3.09454727,3.90032057,0.56230812,1.74528079,0.03323455,0.03471833,0.18507263,2.10699299,0.23374089,0.00000000
-3.08854427,3.86910295,0.55558423,1.73288438,0.03284935,0.03335602,0.18381389,2.09488776,0.23070959,0.00000000
-3.08254127,3.83173413,0.54746081,1.71761513,0.03237509,0.03201826,0.18221899,2.07959236,0.22699285,0.00000000
-3.07653827,3.78819067,0.53806377,1.69961006,0.03181269,0.03070517,0.18028475,2.06089584,0.22260097,0.00000000
-3.07053527,3.73862097,0.52753709,1.67904222,0.03116464,0.02941935,0.17802079,2.03871129,0.21756354,0.00000000
-3.06453227,3.68333594,0.51603777,1.65611412,0.03043480,0.02816554,0.17544853,2.01307521,0.21192882,0.00000000
-3.05852926,3.62279565,0.50373086,1.63105093,0.02962830,0.02695016,0.17259988,1.98414323,0.20576260,0.00000000
-3.05252626,3.55759293,0.49078490,1.60409416,0.02875133,0.02578083,0.16951556,1.95218281,0.19914658,0.00000000
-3.04652326,3.48843520,0.47736806,1.57549597,0.02781094,0.02466595,0.16624335,1.91756336,0.19217620,0.00000000
-3.04052026,3.41612531,0.46364492,1.54551493,0.02681492,0.02361410,0.16283614,1.88074431,0.18495832,0.00000000
-3.03451726,3.34154250,0.44977428,1.51441309,0.02577157,0.02263371,0.15935013,1.84226161,0.17760854,0.00000000
-3.02851426,3.26562404,0.43590777,1.48245476,0.02468961,0.02173257,0.15584292,1.80271326,0.17024844,0.00000000
-3.02251126,3.18934811,0.42218947,1.44990685,0.02357804,0.02091753,0.15237194,1.76274418,0.16300281,0.00000000
-3.01650825,3.11371823,0.40875625,1.41704074,0.02244604,0.02019425,0.14899301,1.72303095,0.15599687,0.00000000
-3.01050525,3.03974932,0.39573877,1.38413517,0.02130288,0.01956694,0.14575916,1.68426661,0.14935361,0.00000000
-3.00450225,2.96845514,0.38326303,1.35147994,0.02015789,0.01903831,0.14271975,1.64714579,0.14319140,0.00000000
-2.99849925,2.90083707,0.37145209,1.31937979,0.01902043,0.01860953,0.13991987,1.61235038,0.13762163,0.00000000
-2.99249625,2.83787358,0.36042786,1.28815804,0.01789981,0.01828021,0.13740006,1.58053594,0.13274676,0.00000000
-2.98649325,2.78051008,0.35031266,1.25815930,0.01680535,0.01804855,0.13519621,1.55231872,0.12865853,0.00000000
-2.98049025,2.72964874,0.34123043,1.22975078,0.01574631,0.01791146,0.13333975,1.52826361,0.12543645,0.00000000
-2.97448724,2.68613776,0.33330725,1.20332195,0.01473190,0.01786474,0.13185796,1.50887295,0.12314654,0.00000000
-2.96848424,2.65075984,0.32667122,1.17928181,0.01377124,0.01790332,0.13077446,1.49457625,0.12184033,0.00000000
-2.96248124,2.62421979,0.32145151,1.15805409,0.01287336,0.01802145,0.13010965,1.48572104,0.12155411,0.00000000
-2.95647824,2.60713121,0.31777649,1.14006984,0.01204713,0.01821297,0.12988130,1.48256482,0.12230836,0.00000000
-2.95047524,2.60000235,0.31577113,1.12575791,0.01130120,0.01847150,0.13010497,1.48526833,0.12410749,0.00000000
-2.94447224,2.60322179,0.31555359,1.11553332,0.01064393,0.01879066,0.13079438,1.49389032,0.12693971,0.00000000
-2.93846923,2.61704411,0.31723121,1.10978420,0.01008331,0.01916424,0.13196166,1.50838398,0.13077717,0.00000000
-2.93246623,2.64157645,0.32089606,1.10885754,0.00962682,0.01958634,0.13361736,1.52859513,0.13557632,0.00000000
-2.92646323,2.67676660,0.32662023,1.11304466,0.00928130,0.02005148,0.13577041,1.55426250,0.14127851,0.00000000
-2.92046023,2.72239329,0.33445108,1.12256698,0.00905281,0.02055467,0.13842774,1.58502006,0.14781072,0.00000000
-2.91445723,2.77805958,0.34440684,1.13756278,0.00894651,0.02109142,0.14159388,1.62040159,0.15508667,0.00000000
-2.90845423,2.84318980,0.35647252,1.15807572,0.00896640,0.02165774,0.14527028,1.65984753,0.16300799,0.00000000
-2.90245123,2.91703083,0.37059669,1.18404583,0.00911524,0.02225006,0.14945457,1.70271393,0.17146578,0.00000000
-2.89644822,2.99865796,0.38668905,1.21530330,0.00939433,0.02286519,0.15413980,1.74828357,0.18034222,0.00000000
-2.89044522,3.08698548,0.40461928,1.25156582,0.00980334,0.02350021,0.15931353,1.79577888,0.18951248,0.00000000
-2.88444222,3.18078230,0.42421695,1.29243944,0.01034019,0.02415232,0.16495714,1.84437653,0.19884672,0.00000000
-2.87843922,3.27869203,0.44527293,1.33742336,0.01100090,0.02481873,0.17104502,1.89322324,0.20821226,0.00000000
-2.87243622,3.37925738,0.46754214,1.38591832,0.01177953,0.02549658,0.17754412,1.94145254,0.21747584,0.00000000
-2.86643322,3.48094818,0.49074761,1.43723861,0.01266808,0.02618274,0.18441358,1.98820195,0.22650589,0.00000000
-2.86043022,3.58219220,0.51458585,1.49062707,0.01365656,0.02687380,0.19160464,2.03263025,0.23517481,0.00000000
-2.85442721,3.68140795,0.53873342,1.54527269,0.01473299,0.02756595,0.19906088,2.07393432,0.24336121,0.00000000
-2.84842421,3.77703830,0.56285428,1.60033014,0.01588357,0.02825497,0.20671869,2.11136513,0.25095205,0.00000000
-2.84242121,3.86758401,0.58660795,1.65494032,0.01709284,0.02893619,0.21450811,2.14424250,0.25784454,0.00000000
-2.83641821,3.95163586,0.60965799,1.70825131,0.01834396,0.02960460,0.22235391,2.17196820,0.26394792,0.00000000
-2.83041521,4.02790449,0.63168049,1.75943882,0.01961905,0.03025481,0.23017701,2.19403716,0.26918498,0.00000000
-2.82441221,4.09524683,0.65237242,1.80772536,0.02089950,0.03088127,0.23789608,2.21004635,0.27349320,0.00000000
-2.81840920,4.15268837,0.67145916,1.85239740,0.02216648,0.03147834,0.24542923,2.21970129,0.27682566,0.00000000
-2.81240620,4.19944042,0.68870134,1.89282006,0.02340133,0.03204047,0.25269594,2.22281991,0.27915155,0.00000000
-2.80640320,4.23491192,0.70390025,1.92844872,0.02458606,0.03256240,0.25961890,2.21933369,0.28045637,0.00000000
-2.80040020,4.25871563,0.71690203,1.95883740,0.02570378,0.03303934,0.26612581,2.20928619,0.28074169,0.00000000
-2.79439720,4.27066841,0.72760013,1.98364382,0.02673915,0.03346713,0.27215102,2.19282885,0.28002467,0.00000000
-2.78839420,4.27078601,0.73593624,2.00263101,0.02767875,0.03384249,0.27763703,2.17021429,0.27833712,0.00000000
-2.78239120,4.25927274,0.74189950,2.01566613,0.02851140,0.03416312,0.28253563,2.14178738,0.27572436,0.00000000
-2.77638819,4.23650663,0.74552425,2.02271641,0.02922839,0.03442784,0.28680880,2.10797430,0.27224377,0.00000000
-2.77038519,4.20302098,0.74688631,2.02384318,0.02982360,0.03463672,0.29042919,2.06926987,0.26796315,0.00000000
-2.76438219,4.15948322,0.74609825,2.01919416,0.03029356,0.03479112,0.29338030,2.02622381,0.26295891,0.00000000
-2.75837919,4.10667216,0.74330377,2.00899502,0.03063734,0.03489370,0.29565632,1.97942608,0.25731418,0.00000000
-2.75237619,4.04545472,0.73867155,1.99354043,0.03085644,0.03494838,0.29726159,1.92949202,0.25111686,0.00000000
-2.74637319,3.97676314,0.73238906,1.97318546,0.03095451,0.03496027,0.29820987,1.87704765,0.24445772,0.00000000
-2.74037019,3.90157354,0.72465648,1.94833758,0.03093703,0.03493556,0.29852327,1.82271568,0.23742859,0.00000000
-2.73436718,3.82088678,0.71568110,1.91944963,0.03081091,0.03488131,0.29823115,1.76710257,0.23012068,0.00000000
-2.72836418,3.73571195,0.70567260,1.88701401,0.03058417,0.03480532,0.29736883,1.71078718,0.22262309,0.00000000
-2.72236118,3.64705308,0.69483915,1.85155795,0.03026545,0.03471583,0.29597627,1.65431120,0.21502152,0.00000000
-2.71635818,3.55589908,0.68338469,1.81363997,0.02986369,0.03462132,0.29409683,1.59817155,0.20739725,0.00000000
-2.71035518,3.46321675,0.67150722,1.77384708,0.02938776,0.03453025,0.29177605,1.54281503,0.19982634,0.00000000
-2.70435218,3.36994666,0.65939823,1.73279250,0.02884619,0.03445077,0.28906066,1.48863515,0.19237910,0.00000000
-2.69834917,3.27700140,0.64724306,1.69111347,0.02824698,0.03439050,0.28599763,1.43597097,0.18511981,0.00000000
-2.69234617,3.18526549,0.63522194,1.64946867,0.02759744,0.03435626,0.28263351,1.38510804,0.17810659,0.00000000
-2.68634317,3.09559632,0.62351160,1.60853489,0.02690421,0.03435388,0.27901395,1.33628100,0.17139154,0.00000000
-2.68034017,3.00882553,0.61228710,1.56900261,0.02617327,0.03438803,0.27518338,1.28967755,0.16502097,0.00000000
-2.67433717,2.92575992,0.60172357,1.53157005,0.02541008,0.03446205,0.27118495,1.24544363,0.15903574,0.00000000
-2.66833417,2.84718150,0.59199769,1.49693570,0.02461974,0.03457787,0.26706064,1.20368924,0.15347170,0.00000000
-2.66233117,2.77384605,0.58328850,1.46578920,0.02380722,0.03473602,0.26285149,1.16449467,0.14836009,0.00000000
-2.65632816,2.70648002,0.57577748,1.43880060,0.02297762,0.03493558,0.25859799,1.12791673,0.14372795,0.00000000
-2.65032516,2.64577533,0.56964765,1.41660825,0.02213638,0.03517431,0.25434058,1.09399469,0.13959853,0.00000000
-2.64432216,2.59238223,0.56508161,1.39980561,0.02128953,0.03544873,0.25012010,1.06275557,0.13599152,0.00000000
-2.63831916,2.54690025,0.56225855,1.38892740,0.02044387,0.03575436,0.24597839,1.03421866,0.13292322,0.00000000
-2.63231616,2.50986742,0.56135022,1.38443547,0.01960709,0.03608589,0.24195869,1.00839890,0.13040661,0.00000000
-2.62631316,2.48174815,0.56251600,1.38670500,0.01878783,0.03643747,0.23810606,0.98530913,0.12845124,0.00000000
-2.62031016,2.46292014,0.56589723,1.39601144,0.01799568,0.03680297,0.23446754,0.96496106,0.12706300,0.00000000
-2.61430715,2.45366085,0.57161106,1.41251878,0.01724107,0.03717624,0.23109220,0.94736489,0.12624379,0.00000000
-2.60830415,2.45413398,0.57974405,1.43626950,0.01653509,0.03755143,0.22803088,0.93252768,0.12599103,0.00000000
-2.60230115,2.46437651,0.59034586,1.46717676,0.01588927,0.03792323,0.22533566,0.92045054,0.12629713,0.00000000
-2.59629815,2.48428688,0.60342330,1.50501898,0.01531521,0.03828705,0.22305906,0.91112472,0.12714889,0.00000000
-2.59029515,2.51361483,0.61893511,1.54943737,0.01482428,0.03863923,0.22125284,0.90452687,0.12852684,0.00000000
-2.58429215,2.55195352,0.63678771,1.59993632,0.01442715,0.03897716,0.21996657,0.90061370,0.13040466,0.00000000
-2.57828914,2.59873428,0.65683226,1.65588707,0.01413343,0.03929927,0.21924590,0.89931633,0.13274866,0.00000000
-2.57228614,2.65322478,0.67886322,1.71653454,0.01395119,0.03960509,0.21913061,0.90053463,0.13551734,0.00000000
-2.56628314,2.71453079,0.70261869,1.78100743,0.01388655,0.03989516,0.21965250,0.90413203,0.13866117,0.00000000
-2.56028014,2.78160223,0.72778250,1.84833155,0.01394336,0.04017088,0.22083323,0.90993103,0.14212257,0.00000000
-2.55427714,2.85324359,0.75398836,1.91744616,0.01412281,0.04043440,0.22268228,0.91770985,0.14583612,0.00000000
-2.54827414,2.92812919,0.78082583,1.98722324,0.01442322,0.04068842,0.22519503,0.92720066,0.14972915,0.00000000
-2.54227114,3.00482315,0.80784814,2.05648928,0.01483989,0.04093599,0.22835117,0.93808945,0.15372249,0.00000000
-2.53626813,3.08180421,0.83458173,2.12404938,0.01536495,0.04118032,0.23211359,0.95001804,0.15773172,0.00000000
-2.53026513,3.15749487,0.86053713,2.18871300,0.01598750,0.04142466,0.23642778,0.96258820,0.16166859,0.00000000
-2.52426213,3.23029461,0.88522107,2.24932096,0.01669367,0.04167215,0.24122184,0.97536795,0.16544281,0.00000000
-2.51825913,3.29861625,0.90814915,2.30477300,0.01746688,0.04192575,0.24640729,0.98790002,0.16896401,0.00000000
-2.51225613,3.36092462,0.92885895,2.35405499,0.01828826,0.04218822,0.25188046,0.99971221,0.17214396,0.00000000
-2.50625313,3.41577624,0.94692290,2.39626528,0.01913702,0.04246218,0.25752476,1.01032938,0.17489885,0.00000000
-2.50025013,3.46185882,0.96196043,2.43063890,0.01999103,0.04275014,0.26321339,1.01928662,0.17715157,0.00000000
-2.49424712,3.49802893,0.97364907,2.45656913,0.02082745,0.04305467,0.26881283,1.02614303,0.17883400,0.00000000
-2.48824412,3.52334648,0.98173393,2.47362523,0.02162331,0.04337851,0.27418659,1.03049577,0.17988907,0.00000000
-2.48224112,3.53710432,0.98603509,2.48156580,0.02235626,0.04372471,0.27919932,1.03199336,0.18027252,0.00000000
-2.47623812,3.53885178,0.98645284,2.48034683,0.02300520,0.04409679,0.28372098,1.03034803,0.17995443,0.00000000
-2.47023512,3.52841071,0.98297030,2.47012415,0.02355093,0.04449877,0.28763086,1.02534628,0.17892021,0.00000000
-2.46423212,3.50588331,0.97565333,2.45124989,0.02397672,0.04493524,0.29082145,1.01685718,0.17717117,0.00000000
-2.45822911,3.47165103,0.96464792,2.42426280,0.02426887,0.04541131,0.29320164,1.00483806,0.17472458,0.00000000
-2.45222611,3.42636440,0.95017496,2.38987284,0.02441703,0.04593244,0.29469950,0.98933719,0.17161319,0.00000000
-2.44622311,3.37092401,0.93252276,2.34894035,0.02441454,0.04650424,0.29526418,0.97049340,0.16788419,0.00000000
-2.44022011,3.30645334,0.91203761,2.30245060,0.02425858,0.04713216,0.29486709,0.94853246,0.16359778,0.00000000
-2.43421711,3.23426443,0.88911292,2.25148475,0.02395014,0.04782103,0.29350212,0.92376060,0.15882525,0.00000000
-2.42821411,3.15581785,0.86417721,2.19718836,0.02349397,0.04857466,0.29118515,0.89655515,0.15364677,0.00000000
-2.42221111,3.07267859,0.83768178,2.14073869,0.02289824,0.04939530,0.28795261,0.86735293,0.14814884,0.00000000
-2.41620810,2.98646978,0.81008834,2.08331225,0.02217424,0.05028310,0.28385949,0.83663677,0.14242172,0.00000000
-2.41020510,2.89882612,0.78185728,2.02605379,0.02133590,0.05123566,0.27897665,0.80492069,0.13655673,0.00000000
-2.40420210,2.81134893,0.75343696,1.97004820,0.02039923,0.05224755,0.27338778,0.77273453,0.13064360,0.00000000
-2.39819910,2.72556454,0.72525446,1.91629604,0.01938175,0.05331001,0.26718607,0.74060832,0.12476809,0.00000000
-2.39219610,2.64288762,0.69770792,1.86569385,0.01830191,0.05441069,0.26047078,0.70905728,0.11900975,0.00000000
-2.38619310,2.56459047,0.67116089,1.81901963,0.01717841,0.05553365,0.25334389,0.67856784,0.11344010,0.00000000
-2.38019010,2.49177933,0.64593847,1.77692369,0.01602972,0.05665944,0.24590697,0.64958508,0.10812107,0.00000000
-2.37418709,2.42537792,0.62232539,1.73992494,0.01487352,0.05776544,0.23825837,0.62250209,0.10310404,0.00000000
-2.36818409,2.36611843,0.60056568,1.70841211,0.01372626,0.05882635,0.23049092,0.59765148,0.09842911,0.00000000
-2.36218109,2.31453941,0.58086380,1.68264935,0.01260282,0.05981491,0.22269008,0.57529913,0.09412496,0.00000000
-2.35617809,2.27099019,0.56338685,1.66278532,0.01151624,0.06070271,0.21493272,0.55564036,0.09020902,0.00000000
-2.35017509,2.23564061,0.54826749,1.64886484,0.01047759,0.06146121,0.20728638,0.53879840,0.08668802,0.00000000
-2.34417209,2.20849518,0.53560723,1.64084204,0.00949589,0.06206280,0.19980916,0.52482520,0.08355891,0.00000000
-2.33816908,2.18941042,0.52547973,1.63859394,0.00857819,0.06248193,0.19255007,0.51370424,0.08081000,0.00000000
-2.33216608,2.17811428,0.51793376,1.64193363,0.00772965,0.06269622,0.18554979,0.50535526,0.07842226,0.00000000
-2.32616308,2.17422650,0.51299566,1.65062220,0.00695377,0.06268754,0.17884184,0.49964061,0.07637086,0.00000000
-2.32016008,2.17727893,0.51067111,1.66437883,0.00625266,0.06244292,0.17245393,0.49637297,0.07462665,0.00000000
-2.31415708,2.18673532,0.51094612,1.68288879,0.00562730,0.06195541,0.16640957,0.49532410,0.07315778,0.00000000
-2.30815408,2.20200973,0.51378736,1.70580927,0.00507794,0.06122466,0.16072970,0.49623449,0.07193119,0.00000000
-2.30215108,2.22248357,0.51914176,1.73277309,0.00460439,0.06025731,0.15543434,0.49882342,0.07091402,0.00000000
-2.29614807,2.24752108,0.52693587,1.76339087,0.00420641,0.05906716,0.15054411,0.50279938,0.07007500,0.00000000
-2.29014507,2.27648331,0.53707496,1.79725197,0.00388402,0.05767509,0.14608172,0.50787037,0.06938552,0.00000000
-2.28414207,2.30874093,0.54944226,1.83392514,0.00363780,0.05610870,0.14207312,0.51375407,0.06882070,0.00000000
-2.27813907,2.34368614,0.56389861,1.87295932,0.00346920,0.05440179,0.13854849,0.52018740,0.06836015,0.00000000
-2.27213607,2.38074391,0.58028280,1.91388546,0.00338074,0.05259356,0.13554296,0.52693542,0.06798858,0.00000000
-2.26613307,2.41938287,0.59841277,1.95621974,0.00337620,0.05072774,0.13309695,0.53379917,0.06769620,0.00000000
-2.26013007,2.45912589,0.61808788,1.99946888,0.00346075,0.04885148,0.13125626,0.54062238,0.06747895,0.00000000
-2.25412706,2.49956043,0.63909224,2.04313741,0.00364098,0.04701425,0.13007176,0.54729673,0.06733851,0.00000000
-2.24812406,2.54034836,0.66119913,2.08673715,0.00392489,0.04526659,0.12959880,0.55376546,0.06728207,0.00000000
-2.24212106,2.58123486,0.68417632,2.12979849,0.00432182,0.04365889,0.12989621,0.56002526,0.06732205,0.00000000
-2.23611806,2.62205599,0.70779215,2.17188303,0.00484224,0.04224022,0.13102495,0.56612615,0.06747552,0.00000000
-2.23011506,2.66274420,0.73182194,2.21259682,0.00549755,0.04105712,0.13304642,0.57216939,0.06776355,0.00000000
-2.22411206,2.70333106,0.75605450,2.25160340,0.00629969,0.04015255,0.13602046,0.57830337,0.06821041,0.00000000
-2.21810905,2.74394653,0.78029830,2.28863571,0.00726074,0.03956487,0.14000300,0.58471737,0.06884267,0.00000000
-2.21210605,2.78481430,0.80438683,2.32350589,0.00839245,0.03932699,0.14504350,0.59163354,0.06968819,0.00000000
-2.20610305,2.82624253,0.82818294,2.35611211,0.00970567,0.03946551,0.15118215,0.59929711,0.07077506,0.00000000
-2.20010005,2.86861000,0.85158172,2.38644170,0.01120970,0.04000018,0.15844695,0.60796518,0.07213058,0.00000000
-2.19409705,2.91234756,0.87451172,2.41457006,0.01291169,0.04094334,0.16685078,0.61789455,0.07378017,0.00000000
-2.18809405,2.95791553,0.89693452,2.44065517,0.01481594,0.04229952,0.17638858,0.62932880,0.07574639,0.00000000
-2.18209105,3.00577750,0.91884242,2.46492754,0.01692324,0.04406532,0.18703473,0.64248545,0.07804800,0.00000000
-2.17608804,3.05637189,0.94025461,2.48767629,0.01923028,0.04622926,0.19874080,0.65754341,0.08069920,0.00000000
-2.17008504,3.11008237,0.96121193,2.50923166,0.02172907,0.04877197,0.21143389,0.67463165,0.08370895,0.00000000
-2.16408204,3.16720883,0.98177051,2.52994519,0.02440653,0.05166644,0.22501559,0.69381928,0.08708055,0.00000000
-2.15807904,3.22794053,1.00199488,2.55016847,0.02724418,0.05487847,0.23936177,0.71510788,0.09081140,0.00000000
-2.15207604,3.29233307,1.02195080,2.57023181,0.03021802,0.05836740,0.25432333,0.73842637,0.09489290,0.00000000
-2.14607304,3.36029076,1.04169844,2.59042418,0.03329857,0.06208683,0.26972788,0.76362874,0.09931069,0.00000000
-2.14007004,3.43155571,1.06128627,2.61097553,0.03645119,0.06598574,0.28538261,0.79049505,0.10404501,0.00000000
-2.13406703,3.50570463,1.08074607,2.63204272,0.03963656,0.07000954,0.30107808,0.81873552,0.10907126,0.00000000
-2.12806403,3.58215395,1.10008937,2.65369986,0.04281142,0.07410141,0.31659303,0.84799789,0.11436079,0.00000000
-2.12206103,3.66017334,1.11930552,2.67593375,0.04592946,0.07820365,0.33170010,0.87787763,0.11988171,0.00000000
-2.11605803,3.73890721,1.13836144,2.69864454,0.04894252,0.08225911,0.34617218,0.90793067,0.12559987,0.00000000
-2.11005503,3.81740336,1.15720306,2.72165170,0.05180177,0.08621261,0.35978934,0.93768813,0.13147984,0.00000000
-2.10405203,3.89464736,1.17575818,2.74470479,0.05445913,0.09001233,0.37234581,0.96667237,0.13748589,0.00000000
-2.09804902,3.96960110,1.19394069,2.76749829,0.05686867,0.09361109,0.38365716,0.99441368,0.14358290,0.00000000
-2.09204602,4.04124338,1.21165555,2.78968962,0.05898803,0.09696750,0.39356684,1.02046678,0.14973721,0.00000000
-2.08604302,4.10861054,1.22880444,2.81091903,0.06077972,0.10004691,0.40195235,1.04442648,0.15591737,0.00000000
-2.08004002,4.17083502,1.24529141,2.83083029,0.06221234,0.10282211,0.40873029,1.06594165,0.16209468,0.00000000
-2.07403702,4.22717983,1.26102839,2.84909078,0.06326160,0.10527387,0.41386034,1.08472705,0.16824371,0.00000000
-2.06803402,4.27706721,1.27594010,2.86540987,0.06391103,0.10739109,0.41734792,1.10057231,0.17434259,0.00000000
-2.06203102,4.32010016,1.28996802,2.87955447,0.06415255,0.10917082,0.41924525,1.11334792,0.18037328,0.00000000
-2.05602801,4.35607573,1.30307344,2.89136099,0.06398658,0.11061792,0.41965099,1.12300790,0.18632164,0.00000000
-2.05002501,4.38498965,1.31523920,2.90074307,0.06342203,0.11174460,0.41870814,1.12958916,0.19217755,0.00000000
-2.04402201,4.40703232,1.32647037,2.90769477,0.06247580,0.11256970,0.41660056,1.13320774,0.19793498,0.00000000
-2.03801901,4.42257633,1.33679362,2.91228917,0.06117217,0.11311786,0.41354798,1.13405215,0.20359199,0.00000000
-2.03201601,4.43215657,1.34625559,2.91467252,0.05954184,0.11341862,0.40979979,1.13237420,0.20915086,0.00000000
-2.02601301,4.43644385,1.35492035,2.91505448,0.05762086,0.11350537,0.40562785,1.12847802,0.21461817,0.00000000
-2.02001001,4.43621347,1.36286594,2.91369491,0.05544931,0.11341443,0.40131845,1.12270747,0.22000492,0.00000000
-2.01400700,4.43231022,1.37018049,2.91088813,0.05307004,0.11318404,0.39716380,1.11543291,0.22532676,0.00000000
-2.00800400,4.42561142,1.37695773,2.90694522,0.05052732,0.11285351,0.39345328,1.10703760,0.23060406,0.00000000
-2.00200100,4.41698954,1.38329230,2.90217553,0.04786548,0.11246236,0.39046471,1.09790448,0.23586207,0.00000000
-1.99599800,4.40727582,1.38927484,2.89686796,0.04512774,0.11204965,0.38845604,1.08840365,0.24113091,0.00000000
-1.98999500,4.39722647,1.39498713,2.89127311,0.04235513,0.11165337,0.38765751,1.07888107,0.24644549,0.00000000
-1.98399200,4.38749233,1.40049724,2.88558691,0.03958555,0.11130993,0.38826474,1.06964870,0.25184519,0.00000000
-1.97798899,4.37859324,1.40585491,2.87993641,0.03685307,0.11105379,0.39043280,1.06097644,0.25737339,0.00000000
-1.97198599,4.37089788,1.41108725,2.87436847,0.03418741,0.11091712,0.39427150,1.05308583,0.26307667,0.00000000
-1.96598299,4.36460955,1.41619484,2.86884166,0.03161363,0.11092958,0.39984202,1.04614579,0.26900387,0.00000000
-1.95997999,4.35975847,1.42114852,2.86322191,0.02915201,0.11111815,0.40715500,1.04027019,0.27520473,0.00000000
-1.95397699,4.35620059,1.42588679,2.85728205,0.02681810,0.11150696,0.41617012,1.03551736,0.28172845,0.00000000
-1.94797399,4.35362312,1.43031428,2.85070534,0.02462294,0.11211720,0.42679716,1.03189130,0.28862190,0.00000000
-1.94197099,4.35155626,1.43430115,2.84309313,0.02257340,0.11296699,0.43889853,1.02934453,0.29592776,0.00000000
-1.93596798,4.34939095,1.43768387,2.83397631,0.02067260,0.11407131,0.45229315,1.02778228,0.30368247,0.00000000
-1.92996498,4.34640187,1.44026719,2.82283025,0.01892041,0.11544188,0.46676158,1.02706792,0.31191417,0.00000000
-1.92396198,4.34177481,1.44182766,2.80909292,0.01731399,0.11708702,0.48205220,1.02702932,0.32064068,0.00000000
-1.91795898,4.33463744,1.44211850,2.79218525,0.01584834,0.11901155,0.49788818,1.02746590,0.32986757,0.00000000
-1.91195598,4.32409231,1.44087579,2.77153333,0.01451680,0.12121658,0.51397504,1.02815609,0.33958633,0.00000000
-1.90595298,4.30925067,1.43782595,2.74659121,0.01331158,0.12369932,0.53000856,1.02886496,0.34977287,0.00000000
-1.89994997,4.28926586,1.43269405,2.71686368,0.01222423,0.12645290,0.54568269,1.02935180,0.36038627,0.00000000
-1.89394697,4.26336480,1.42521291,2.68192774,0.01124602,0.12946615,0.56069721,1.02937720,0.37136786,0.00000000
-1.88794397,4.23087634,1.41513237,2.64145206,0.01036831,0.13272330,0.57476493,1.02870977,0.38264073,0.00000000
-1.88194097,4.19125533,1.40222857,2.59521328,0.00958284,0.13620386,0.58761813,1.02713189,0.39410966,0.00000000
-1.87593797,4.14410131,1.38631263,2.54310858,0.00888196,0.13988237,0.59901417,1.02444469,0.40566159,0.00000000
-1.86993497,4.08917136,1.36723844,2.48516377,0.00825880,0.14372832,0.60873998,1.02047196,0.41716646,0.00000000
-1.86393197,4.02638659,1.34490916,2.42153655,0.00770740,0.14770612,0.61661553,1.01506312,0.42847878,0.00000000
-1.85792896,3.95583234,1.31928222,2.35251490,0.00722278,0.15177518,0.62249610,1.00809507,0.43943955,0.00000000
-1.85192596,3.87775232,1.29037240,2.27851045,0.00680098,0.15589021,0.62627352,0.99947323,0.44987888,0.00000000
-1.84592296,3.79253736,1.25825312,2.20004753,0.00643903,0.16000169,0.62787633,0.98913169,0.45961903,0.00000000
-1.83991996,3.70070978,1.22305575,2.11774808,0.00613490,0.16405651,0.62726913,0.97703280,0.46847803,0.00000000
-1.83391696,3.60290416,1.18496701,2.03231361,0.00588747,0.16799889,0.62445108,0.96316621,0.47627372,0.00000000
-1.82791396,3.49984612,1.14422480,1.94450469,0.00569636,0.17177156,0.61945393,0.94754771,0.48282814,0.00000000
-1.82191096,3.39232993,1.10111242,1.85511934,0.00556186,0.17531710,0.61233956,0.93021787,0.48797225,0.00000000
-1.81590795,3.28119648,1.05595174,1.76497100,0.00548474,0.17857949,0.60319719,0.91124079,0.49155072,0.00000000
-1.80990495,3.16731238,1.00909546,1.67486726,0.00546612,0.18150583,0.59214060,0.89070286,0.49342678,0.00000000
-1.80390195,3.05155107,0.96091887,1.58559005,0.00550728,0.18404814,0.57930512,0.86871180,0.49348685,0.00000000
