energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up
3.07053527,3.14804502,1.24589981,0.68849170,0.00767843,0.33961853,0.48360581,1.12041159,0.30724892,0.65522343
3.07653827,3.06388835,1.20744249,0.66788044,0.00748838,0.33114351,0.47497599,1.08644068,0.29824954,0.63327386
3.08254127,2.96754769,1.16371334,0.64484862,0.00725913,0.32124147,0.46442857,1.04799032,0.28788641,0.60929065
3.08854427,2.86040034,1.11543622,0.61967911,0.00699467,0.31006606,0.45207528,1.00565960,0.27633188,0.58357997
3.09454727,2.74395020,1.06338445,0.59268548,0.00669953,0.29778495,0.43805381,0.96008671,0.26377231,0.55646808
3.10055028,2.61979014,1.00835947,0.56420429,0.00637868,0.28457557,0.42252449,0.91193290,0.25040297,0.52829387
3.10655328,2.48956437,0.95117024,0.53458706,0.00603735,0.27062103,0.40566650,0.86186693,0.23642305,0.49940137
3.11255628,2.35493206,0.89261404,0.50419201,0.00568086,0.25610610,0.38767387,0.81055048,0.22203084,0.47013257
3.11855928,2.21753335,0.83345919,0.47337613,0.00531448,0.24121356,0.36875127,0.75862492,0.20741942,0.44082077
3.12456228,2.07895860,0.77443035,0.44248772,0.00494328,0.22612098,0.34910983,0.70669980,0.19277281,0.41178464
3.13056528,1.94072159,0.71619646,0.41185953,0.00457202,0.21099782,0.32896301,0.65534326,0.17826269,0.38332304
3.13656828,1.80423686,0.65936152,0.38180284,0.00420507,0.19600312,0.30852258,0.60507445,0.16404585,0.35571074
3.14257129,1.67080158,0.60445831,0.35260248,0.00384629,0.18128351,0.28799498,0.55635790,0.15026224,0.32919508
3.14857429,1.54158170,0.55194467,0.32451282,0.00349905,0.16697182,0.26757784,0.50959984,0.13703366,0.30399344
3.15457729,1.41760220,0.50220230,0.29775492,0.00316615,0.15318600,0.24745696,0.46514632,0.12446316,0.28029157
3.16058029,1.29974111,0.45553762,0.27251447,0.00284983,0.14002845,0.22780369,0.42328274,0.11263482,0.25824261
3.16658329,1.18872686,0.41218433,0.24894089,0.00255180,0.12758574,0.20877267,0.38423481,0.10161418,0.23796671
3.17258629,1.08513840,0.37230729,0.22714707,0.00227324,0.11592850,0.19050014,0.34817045,0.09144886,0.21955128
3.17858929,0.98940772,0.33600732,0.20721000,0.00201485,0.10511167,0.17310258,0.31520256,0.08216964,0.20305152
3.18459230,0.90182436,0.30332659,0.18917194,0.00177692,0.09517485,0.15667589,0.28539234,0.07379168,0.18849142
3.19059530,0.82254135,0.27425418,0.17304218,0.00155936,0.08614288,0.14129506,0.25875289,0.06631582,0.17586494
3.19659830,0.75158256,0.24873175,0.15879922,0.00136174,0.07802647,0.12701412,0.23525322,0.05973005,0.16513756
3.20260130,0.68885098,0.22665889,0.14639330,0.00118340,0.07082301,0.11386674,0.21482214,0.05401094,0.15624795
3.20860430,0.63413793,0.20789830,0.13574926,0.00102347,0.06451743,0.10186700,0.19735231,0.04912505,0.14910993
3.21460730,0.58713307,0.19228054,0.12676961,0.00088090,0.05908312,0.09101062,0.18270424,0.04503026,0.14361468
3.22061031,0.54743512,0.17960839,0.11933779,0.00075457,0.05448297,0.08127650,0.17071021,0.04167711,0.13963321
3.22661331,0.51456334,0.16966100,0.11332160,0.00064328,0.05067041,0.07262850,0.16117823,0.03900996,0.13701912
3.23261631,0.48796965,0.16219769,0.10857672,0.00054579,0.04759058,0.06501737,0.15389595,0.03696822,0.13561167
3.23861931,0.46705145,0.15696171,0.10495038,0.00046087,0.04518154,0.05838292,0.14863467,0.03548739,0.13523917
3.24462231,0.45116501,0.15368383,0.10228494,0.00038732,0.04337550,0.05265623,0.14515338,0.03450013,0.13572266
3.25062531,0.43963934,0.15208606,0.10042163,0.00032400,0.04210021,0.04776189,0.14320291,0.03393732,0.13687978
3.25662831,0.43179039,0.15188546,0.09920403,0.00026980,0.04128025,0.04362023,0.14253012,0.03372904,0.13852891
3.26263132,0.42693524,0.15279803,0.09848161,0.00022370,0.04083854,0.04014949,0.14288228,0.03380560,0.14049336
3.26863432,0.42440630,0.15454279,0.09811286,0.00018479,0.04069767,0.03726785,0.14401132,0.03409852,0.14260545
3.27463732,0.42356481,0.15684601,0.09796835,0.00015220,0.04078139,0.03489528,0.14567820,0.03454153,0.14471060
3.28064032,0.42381363,0.15944541,0.09793318,0.00012519,0.04101600,0.03295521,0.14765702,0.03507156,0.14667096
3.28664332,0.42460875,0.16209435,0.09790922,0.00010311,0.04133164,0.03137602,0.14973904,0.03562960,0.14836869
3.29264632,0.42546931,0.16456593,0.09781664,0.00008543,0.04166357,0.03009214,0.15173617,0.03616166,0.14970864
3.29864932,0.42598562,0.16665664,0.09759494,0.00007170,0.04195325,0.02904508,0.15348417,0.03661951,0.15062028
3.30465233,0.42582511,0.16818971,0.09720338,0.00006160,0.04214933,0.02818403,0.15484516,0.03696136,0.15105890
3.31065533,0.42473579,0.16901780,0.09662073,0.00005493,0.04220835,0.02746626,0.15570941,0.03715240,0.15100587
3.31665833,0.42254722,0.16902499,0.09584437,0.00005163,0.04209536,0.02685729,0.15599641,0.03716522,0.15046799
3.32266133,0.41916883,0.16812801,0.09488877,0.00005175,0.04178415,0.02633080,0.15565505,0.03697997,0.14947597
3.32866433,0.41458584,0.16627650,0.09378345,0.00005553,0.04125739,0.02586829,0.15466294,0.03658437,0.14808200
3.33466733,0.40885268,0.16345249,0.09257043,0.00006333,0.04050644,0.02545860,0.15302489,0.03597356,0.14635656
3.34067034,0.40208444,0.15966890,0.09130127,0.00007575,0.03953090,0.02509724,0.15077054,0.03514972,0.14438459
3.34667334,0.39444658,0.15496721,0.09003383,0.00009354,0.03833805,0.02478565,0.14795132,0.03412145,0.14226116
3.35267634,0.38614338,0.14941444,0.08882899,0.00011770,0.03694202,0.02453031,0.14463681,0.03290316,0.14008685
3.35867934,0.37740566,0.14309945,0.08774727,0.00014948,0.03536281,0.02434187,0.14091065,0.03151412,0.13796297
3.36468234,0.36847825,0.13612884,0.08684564,0.00019037,0.03362526,0.02423420,0.13686625,0.02997759,0.13598699
3.37068534,0.35960792,0.12862250,0.08617464,0.00024214,0.03175790,0.02422353,0.13260242,0.02831975,0.13424823
3.37668834,0.35103210,0.12070914,0.08577588,0.00030686,0.02979181,0.02432761,0.12821911,0.02656873,0.13282406
3.38269135,0.34296905,0.11252180,0.08568012,0.00038689,0.02775950,0.02456494,0.12381355,0.02475358,0.13177687
3.38869435,0.33560988,0.10419376,0.08590589,0.00048489,0.02569390,0.02495413,0.11947685,0.02290332,0.13115179
3.39469735,0.32911269,0.09585467,0.08645892,0.00060380,0.02362739,0.02551333,0.11529126,0.02104607,0.13097544
3.40070035,0.32359908,0.08762737,0.08733216,0.00074678,0.02159104,0.02625977,0.11132822,0.01920830,0.13125562
3.40670335,0.31915326,0.07962522,0.08850658,0.00091724,0.01961402,0.02720943,0.10764717,0.01741424,0.13198215
3.41270635,0.31582350,0.07195015,0.08995270,0.00111873,0.01772309,0.02837676,0.10429531,0.01568537,0.13312852
3.41870935,0.31362606,0.06469141,0.09163262,0.00135484,0.01594240,0.02977451,0.10130813,0.01404015,0.13465461
3.42471236,0.31255112,0.05792498,0.09350273,0.00162918,0.01429337,0.03141360,0.09871072,0.01249381,0.13651011
3.43071536,0.31257044,0.05171362,0.09551669,0.00194518,0.01279479,0.03330302,0.09651977,0.01105833,0.13863858
3.43671836,0.31364628,0.04610750,0.09762876,0.00230600,0.01146300,0.03544975,0.09474610,0.00974254,0.14098188
3.44272136,0.31574110,0.04114530,0.09979720,0.00271440,0.01031223,0.03785862,0.09339754,0.00855231,0.14348488
3.44872436,0.31882738,0.03685572,0.10198761,0.00317254,0.00935502,0.04053228,0.09248196,0.00749083,0.14609999
3.45472736,0.32289704,0.03325919,0.10417601,0.00368186,0.00860263,0.04347096,0.09201031,0.00655898,0.14879152
3.46073037,0.32796995,0.03036982,0.10635160,0.00424289,0.00806548,0.04667239,0.09199940,0.00575566,0.15153944
3.46673337,0.33410086,0.02819736,0.10851883,0.00485516,0.00775363,0.05013155,0.09247432,0.00507824,0.15434248
3.47273637,0.34138439,0.02674907,0.11069890,0.00551703,0.00767705,0.05384049,0.09347018,0.00452292,0.15722025
3.47873937,0.34995769,0.02603155,0.11293043,0.00622564,0.00784597,0.05778821,0.09503321,0.00408515,0.16021436
3.48474237,0.36000045,0.02605228,0.11526926,0.00697683,0.00827093,0.06196055,0.09722094,0.00375994,0.16338835
3.49074537,0.37173209,0.02682094,0.11778731,0.00776516,0.00896288,0.06634014,0.10010145,0.00354220,0.16682646
3.49674837,0.38540617,0.02835037,0.12057062,0.00858396,0.00993294,0.07090654,0.10375176,0.00342694,0.17063119
3.50275138,0.40130206,0.03065723,0.12371649,0.00942540,0.01119217,0.07563651,0.10825518,0.00340954,0.17491972
3.50875438,0.41971410,0.03376228,0.12732980,0.01028075,0.01275105,0.08050443,0.11369782,0.00348585,0.17981936
3.51475738,0.44093865,0.03769032,0.13151875,0.01114049,0.01461897,0.08548286,0.12016441,0.00365233,0.18546208
3.52076038,0.46525944,0.04246971,0.13639007,0.01199469,0.01680342,0.09054340,0.12773339,0.00390601,0.19197851
3.52676338,0.49293190,0.04813163,0.14204391,0.01283327,0.01930927,0.09565750,0.13647178,0.00424457,0.19949143
3.53276638,0.52416702,0.05470899,0.14856861,0.01364634,0.02213791,0.10079761,0.14642972,0.00466624,0.20810922
3.53876938,0.55911549,0.06223503,0.15603559,0.01442462,0.02528635,0.10593818,0.15763523,0.00516974,0.21791942
3.54477239,0.59785292,0.07074171,0.16449462,0.01515974,0.02874648,0.11105680,0.17008925,0.00575412,0.22898275
3.55077539,0.64036680,0.08025790,0.17396961,0.01584461,0.03250433,0.11613519,0.18376141,0.00641865,0.24132790
3.55677839,0.68654590,0.09080739,0.18445517,0.01647370,0.03653948,0.12116005,0.19858666,0.00716266,0.25494730
3.56278139,0.73617286,0.10240682,0.19591418,0.01704325,0.04082477,0.12612373,0.21446307,0.00798532,0.26979404
3.56878439,0.78892036,0.11506360,0.20827640,0.01755148,0.04532611,0.13102451,0.23125094,0.00888546,0.28578032
3.57478739,0.84435130,0.12877380,0.22143839,0.01799860,0.05000268,0.13586661,0.24877355,0.00986143,0.30277736
3.58079040,0.90192336,0.14352018,0.23526469,0.01838680,0.05480739,0.14065979,0.26681933,0.01091084,0.32061690
3.58679340,0.96099776,0.15927042,0.24959021,0.01872012,0.05968765,0.14541859,0.28514576,0.01203043,0.33909439
3.59279640,1.02085230,0.17597555,0.26422402,0.01900419,0.06458643,0.15016111,0.30348480,0.01321591,0.35797359
3.59879940,1.08069829,0.19356876,0.27895419,0.01924597,0.06944369,0.15490760,0.32154967,0.01446181,0.37699270
3.60480240,1.13970074,0.21196467,0.29355356,0.01945327,0.07419795,0.15967867,0.33904287,0.01576142,0.39587157
3.61080540,1.19700128,0.23105902,0.30778642,0.01963437,0.07878811,0.16449343,0.35566507,0.01710673,0.41431988
3.61680840,1.25174288,0.25072907,0.32141556,0.01979749,0.08315544,0.16936753,0.37112455,0.01848841,0.43204596
3.62281141,1.30309549,0.27083460,0.33420967,0.01995035,0.08724550,0.17431135,0.38514678,0.01989591,0.44876581
3.62881441,1.35028148,0.29121964,0.34595060,0.02009966,0.09101019,0.17932833,0.39748374,0.02131759,0.46421211
3.63481741,1.39260002,0.31171497,0.35644029,0.02025075,0.09440952,0.18441372,0.40792257,0.02274091,0.47814266
3.64082041,1.42944929,0.33214145,0.36550706,0.02040719,0.09741331,0.18955376,0.41629314,0.02415270,0.49034816
3.64682341,1.46034570,0.35231402,0.37301099,0.02057063,0.10000250,0.19472537,0.42247419,0.02553958,0.50065869
3.65282641,1.48493926,0.37204646,0.37884817,0.02074056,0.10217022,0.19989650,0.42639776,0.02688832,0.50894900
3.65882941,1.50302466,0.39115685,0.38295366,0.02091444,0.10392236,0.20502708,0.42805166,0.02818640,0.51514208
3.66483242,1.51454751,0.40947334,0.38530303,0.02108773,0.10527781,0.21007060,0.42747998,0.02942252,0.51921102
3.67083542,1.51960558,0.42684042,0.38591254,0.02125417,0.10626815,0.21497625,0.42478142,0.03058724,0.52117921
3.67683842,1.51844528,0.44312524,0.38483780,0.02140617,0.10693701,0.21969148,0.42010571,0.03167356,0.52111873
3.68284142,1.51145328,0.45822376,0.38217119,0.02153521,0.10733896,0.22416500,0.41364826,0.03267755,0.51914709
3.68884442,1.49914406,0.47206657,0.37803807,0.02163242,0.10753801,0.22834985,0.40564316,0.03359890,0.51542256
3.69484742,1.48214385,0.48462407,0.37259200,0.02168909,0.10760588,0.23220659,0.39635500,0.03444146,0.51013830
3.70085043,1.46117163,0.49591066,0.36600923,0.02169729,0.10761997,0.23570628,0.38606995,0.03521361,0.50351547
3.70685343,1.43701819,0.50598780,0.35848267,0.02165042,0.10766120,0.23883315,0.37508622,0.03592856,0.49579580
3.71285643,1.41052402,0.51496564,0.35021570,0.02154370,0.10781178,0.24158674,0.36370467,0.03660445,0.48723381
3.71885943,1.38255687,0.52300306,0.34141595,0.02137464,0.10815296,0.24398350,0.35221967,0.03726427,0.47808902
3.72486243,1.35398987,0.53030600,0.33228942,0.02114340,0.10876289,0.24605762,0.34091078,0.03793559,0.46861854
3.73086543,1.32568083,0.53712399,0.32303511,0.02085295,0.10971458,0.24786104,0.33003537,0.03865002,0.45907022
3.73686843,1.29845348,0.54374501,0.31384034,0.02050929,0.11107414,0.24946274,0.31982262,0.03944250,0.44967664
3.74287144,1.27308101,0.55048857,0.30487687,0.02012132,0.11289915,0.25094715,0.31046882,0.04035031,0.44065004
3.74887444,1.25027222,0.55769738,0.29629802,0.01970079,0.11523741,0.25241195,0.30213434,0.04141194,0.43217846
3.75487744,1.23066055,0.56572772,0.28823663,0.01926200,0.11812586,0.25396510,0.29494191,0.04266572,0.42442290
3.76088044,1.21479594,0.57493879,0.28080408,0.01882142,0.12158989,0.25572151,0.28897653,0.04414841,0.41751579
3.76688344,1.20313940,0.58568151,0.27409010,0.01839727,0.12564282,0.25779922,0.28428655,0.04589356,0.41156038
3.77288644,1.19605999,0.59828701,0.26816334,0.01800898,0.13028571,0.26031550,0.28088589,0.04793005,0.40663126
3.77888944,1.19383409,0.61305516,0.26307266,0.01767664,0.13550733,0.26338277,0.27875721,0.05028047,0.40277557
3.78489245,1.19664626,0.63024374,0.25884876,0.01742037,0.14128439,0.26710472,0.27785558,0.05295979,0.40001489
3.79089545,1.20459154,0.65005829,0.25550624,0.01725973,0.14758188,0.27157264,0.27811272,0.05597406,0.39834763
3.79689845,1.21767858,0.67264329,0.25304564,0.01721313,0.15435368,0.27686211,0.27944119,0.05931946,0.39775156
3.80290145,1.23583338,0.69807468,0.25145558,0.01729727,0.16154319,0.28303010,0.28173869,0.06298163,0.39818646
3.80890445,1.25890313,0.72635420,0.25071464,0.01752657,0.16908415,0.29011270,0.28489200,0.06693533,0.39959672
3.81490745,1.28666017,0.75740546,0.25079293,0.01791274,0.17690168,0.29812332,0.28878060,0.07114447,0.40191367
3.82091046,1.31880571,0.79107211,0.25165332,0.01846435,0.18491333,0.30705159,0.29327982,0.07556262,0.40505765
3.82691346,1.35497342,0.82711804,0.25325232,0.01918644,0.19303039,0.31686279,0.29826347,0.08013382,0.40893980
3.83291646,1.39473305,0.86522954,0.25554043,0.02008030,0.20115933,0.32749799,0.30360599,0.08479383,0.41346352
3.83891946,1.43759408,0.90501960,0.25846227,0.02114324,0.20920347,0.33887469,0.30918419,0.08947172,0.41852569
3.84492246,1.48300988,0.94603398,0.26195638,0.02236845,0.21706477,0.35088816,0.31487860,0.09409174,0.42401781
3.85092546,1.53038260,0.98775913,0.26595491,0.02374498,0.22464589,0.36341318,0.32057456,0.09857540,0.42982696
3.85692846,1.57906910,1.02963174,0.27038326,0.02525777,0.23185234,0.37630643,0.32616319,0.10284370,0.43583704
3.86293147,1.62838840,1.07104963,0.27515986,0.02688781,0.23859476,0.38940931,0.33154225,0.10681945,0.44192999
3.86893447,1.67763067,1.11138399,0.28019620,0.02861238,0.24479138,0.40255117,0.33661712,0.11042949,0.44798747
3.87493747,1.72606811,1.14999243,0.28539730,0.03040535,0.25037034,0.41555300,0.34130177,0.11360687,0.45389277
3.88094047,1.77296770,1.18623293,0.29066255,0.03223765,0.25527200,0.42823139,0.34551998,0.11629276,0.45953314
3.88694347,1.81760565,1.21947811,0.29588718,0.03407781,0.25945113,0.44040279,0.34920657,0.11843815,0.46480241
3.89294647,1.85928336,1.24912974,0.30096421,0.03589256,0.26287866,0.45188798,0.35230872,0.12000515,0.46960388
3.89894947,1.89734440,1.27463308,0.30578695,0.03764755,0.26554321,0.46251652,0.35478739,0.12096806,0.47385335
3.90495248,1.93119193,1.29549070,0.31025189,0.03930818,0.26745201,0.47213127,0.35661850,0.12131389,0.47748206
3.91095548,1.96030585,1.31127550,0.31426196,0.04084040,0.26863134,0.48059265,0.35779397,0.12104257,0.48043943
3.91695848,1.98425901,1.32164249,0.31772989,0.04221161,0.26912623,0.48778259,0.35832243,0.12016682,0.48269540
3.92296148,2.00273151,1.32633905,0.32058156,0.04339152,0.26899957,0.49360801,0.35822946,0.11871155,0.48424214
3.92896448,2.01552234,1.32521323,0.32275917,0.04435304,0.26833053,0.49800371,0.35755727,0.11671303,0.48509493
3.93496748,2.02255773,1.31821979,0.32422393,0.04507302,0.26721227,0.50093436,0.35636381,0.11421772,0.48529217
3.94097049,2.02389544,1.30542369,0.32495818,0.04553301,0.26574914,0.50239574,0.35472124,0.11128095,0.48489443
3.94697349,2.01972477,1.28700083,0.32496680,0.04571980,0.26405332,0.50241486,0.35271367,0.10796534,0.48398239
3.95297649,2.01036180,1.26323578,0.32427771,0.04562587,0.26224113,0.50104911,0.35043454,0.10433921,0.48265388
3.95897949,1.99624008,1.23451651,0.32294141,0.04524965,0.26042913,0.49838431,0.34798326,0.10047480,0.48102005
3.96498249,1.97789685,1.20132617,0.32102961,0.04459557,0.25873011,0.49453171,0.34546174,0.09644663,0.47920083
3.97098549,1.95595537,1.16423190,0.31863288,0.04367397,0.25724927,0.48962411,0.34297055,0.09232978,0.47731987
3.97698849,1.93110385,1.12387119,0.31585751,0.04250074,0.25608054,0.48381107,0.34060517,0.08819825,0.47549932
3.98299150,1.90407205,1.08093593,0.31282153,0.04109685,0.25530349,0.47725361,0.33845234,0.08412347,0.47385449
3.98899450,1.87560620,1.03615470,0.30965027,0.03948769,0.25498063,0.47011841,0.33658674,0.08017285,0.47248887
3.99499750,1.84644363,0.99027385,0.30647149,0.03770225,0.25515544,0.46257189,0.33506821,0.07640856,0.47148965
4.00100050,1.81728779,0.94403808,0.30341037,0.03577227,0.25585111,0.45477435,0.33393944,0.07288636,0.47092388
4.00700350,1.78878496,0.89817093,0.30058450,0.03373120,0.25706998,0.44687447,0.33322449,0.06965465,0.47083555
4.01300650,1.76150340,0.85335612,0.29809922,0.03161328,0.25879375,0.43900438,0.33292798,0.06675366,0.47124366
4.01900950,1.73591584,0.81022017,0.29604332,0.02945256,0.26098442,0.43127555,0.33303503,0.06421484,0.47214130
4.02501251,1.71238576,0.76931702,0.29448545,0.02728194,0.26358580,0.42377560,0.33351197,0.06206038,0.47349581
4.03101551,1.69115822,0.73111511,0.29347124,0.02513240,0.26652563,0.41656622,0.33430772,0.06030297,0.47524989
4.03701851,1.67235511,0.69598734,0.29302136,0.02303224,0.26971814,0.40968230,0.33535577,0.05894564,0.47732369
4.04302151,1.65597518,0.66420425,0.29313049,0.02100655,0.27306692,0.40313213,0.33657663,0.05798194,0.47961765
4.04902451,1.64189858,0.63593053,0.29376728,0.01907675,0.27646809,0.39689886,0.33788076,0.05739615,0.48201601
4.05502751,1.62989560,0.61122510,0.29487536,0.01726035,0.27981347,0.39094290,0.33917164,0.05716381,0.48439087
4.06103052,1.61963929,0.59004442,0.29637516,0.01557084,0.28299389,0.38520530,0.34034917,0.05725233,0.48660648
4.06703352,1.61072130,0.57224910,0.29816674,0.01401775,0.28590233,0.37961189,0.34131293,0.05762187,0.48852390
4.07303652,1.60267025,0.55761341,0.30013327,0.01260681,0.28843693,0.37407785,0.34196559,0.05822634,0.49000552
4.07903952,1.59497214,0.54583721,0.30214519,0.01134028,0.29050381,0.36851283,0.34221599,0.05901457,0.49091963
4.08504252,1.58709170,0.53656001,0.30406486,0.01021731,0.29201957,0.36282597,0.34198215,0.05993161,0.49114472
4.09104552,1.57849428,0.52937652,0.30575148,0.00923445,0.29291339,0.35693104,0.34119385,0.06092020,0.49057340
4.09704852,1.56866714,0.52385317,0.30706618,0.00838615,0.29312893,0.35075117,0.33979496,0.06192220,0.48911597
4.10305153,1.55713966,0.51954493,0.30787697,0.00766530,0.29262563,0.34422320,0.33774521,0.06288021,0.48670333
4.10905453,1.54350169,0.51601203,0.30806357,0.00706378,0.29137963,0.33730138,0.33502155,0.06373908,0.48328936
4.11505753,1.52741923,0.51283577,0.30752168,0.00657297,0.28938429,0.32996042,0.33161894,0.06444741,0.47885251
4.12106053,1.50864717,0.50963317,0.30616668,0.00618424,0.28665009,0.32219765,0.32755053,0.06495904,0.47339655
4.12706353,1.48703839,0.50606968,0.30393666,0.00588937,0.28320408,0.31403437,0.32284726,0.06523428,0.46695061
4.13306653,1.46254902,0.50186990,0.30079447,0.00568092,0.27908883,0.30551627,0.31755679,0.06524104,0.45956816
4.13906953,1.43523961,0.49682568,0.29672888,0.00555250,0.27436090,0.29671301,0.31174186,0.06495579,0.45132526
4.14507254,1.40527232,0.49080158,0.29175469,0.00549900,0.26908875,0.28771688,0.30547794,0.06436418,0.44231784
4.15107554,1.37290405,0.48373749,0.28591193,0.00551665,0.26335038,0.27864077,0.29885055,0.06346144,0.43265825
4.15707854,1.33847606,0.47564842,0.27926393,0.00560312,0.25723053,0.26961537,0.29195191,0.06225254,0.42247114
4.16308154,1.30240038,0.46662157,0.27189471,0.00575742,0.25081774,0.26078579,0.28487747,0.06075201,0.41188878
4.16908454,1.26514379,0.45681075,0.26390547,0.00597983,0.24420117,0.25230778,0.27772213,0.05898348,0.40104615
4.17508754,1.22720989,0.44642868,0.25541057,0.00627165,0.23746759,0.24434351,0.27057649,0.05697904,0.39007576
4.18109055,1.18912031,0.43573719,0.24653309,0.00663498,0.23069838,0.23705725,0.26352330,0.05477828,0.37910277
4.18709355,1.15139577,0.42503606,0.23740025,0.00707242,0.22396691,0.23061091,0.25663419,0.05242720,0.36824040
4.19309655,1.11453781,0.41465072,0.22813878,0.00758676,0.21733625,0.22515971,0.24996693,0.04997690,0.35758592
4.19909955,1.07901217,0.40491940,0.21887062,0.00818056,0.21085755,0.22084798,0.24356336,0.04748225,0.34721749
4.20510255,1.04523422,0.39618017,0.20970899,0.00885590,0.20456885,0.21780533,0.23744802,0.04500038,0.33719201
4.21110555,1.01355731,0.38875835,0.20075506,0.00961392,0.19849465,0.21614311,0.23162771,0.04258924,0.32754397
4.21710855,0.98426407,0.38295469,0.19209537,0.01045458,0.19264619,0.21595138,0.22609186,0.04030611,0.31828553
4.22311156,0.95756121,0.37903461,0.18380000,0.01137634,0.18702227,0.21729635,0.22081378,0.03820620,0.30940768
4.22911456,0.93357754,0.37721897,0.17592158,0.01237591,0.18161071,0.22021833,0.21575265,0.03634127,0.30088242
4.23511756,0.91236513,0.37767640,0.16849517,0.01344813,0.17639034,0.22473023,0.21085628,0.03475842,0.29266593
4.24112056,0.89390333,0.38051744,0.16153886,0.01458579,0.17133325,0.23081655,0.20606428,0.03349894,0.28470232
4.24712356,0.87810501,0.38579055,0.15505501,0.01577967,0.16640736,0.23843292,0.20131162,0.03259732,0.27692797
4.25312656,0.86482465,0.39348006,0.14903213,0.01701855,0.16157896,0.24750603,0.19653236,0.03208040,0.26927597
4.25912956,0.85386750,0.40350579,0.14344710,0.01828936,0.15681521,0.25793417,0.19166328,0.03196666,0.26168056
4.26513257,0.84499930,0.41572460,0.13826764,0.01957734,0.15208640,0.26958805,0.18664731,0.03226566,0.25408128
4.27113557,0.83795598,0.42993338,0.13345491,0.02086636,0.14736785,0.28231212,0.18143646,0.03297768,0.24642649
4.27713857,0.83245284,0.44587356,0.12896607,0.02213923,0.14264130,0.29592637,0.17599430,0.03409348,0.23867632
4.28314157,0.82819289,0.46323687,0.12475658,0.02337806,0.13789593,0.31022841,0.17029764,0.03559430,0.23080464
4.28914457,0.82487404,0.48167225,0.12078240,0.02456466,0.13312869,0.32499612,0.16433760,0.03745204,0.22280019
4.29514757,0.82219512,0.50079358,0.11700163,0.02568101,0.12834420,0.33999067,0.15811987,0.03962962,0.21466676
4.30115058,0.81986061,0.52018823,0.11337597,0.02670964,0.12355417,0.35496000,0.15166422,0.04208158,0.20642254
4.30715358,0.81758440,0.53942618,0.10987161,0.02763408,0.11877636,0.36964278,0.14500339,0.04475491,0.19809861
4.31315658,0.81509255,0.55806956,0.10645984,0.02843926,0.11403328,0.38377280,0.13818142,0.04759012,0.18973690
4.31915958,0.81212550,0.57568232,0.10311725,0.02911182,0.10935070,0.39708378,0.13125150,0.05052247,0.18138757
4.32516258,0.80843989,0.59184010,0.09982561,0.02964050,0.10475597,0.40931451,0.12427350,0.05348343,0.17310620
4.33116558,0.80381025,0.60613987,0.09657160,0.03001633,0.10027649,0.42021428,0.11731138,0.05640234,0.16495084
4.33716858,0.79803081,0.61820925,0.09334626,0.03023283,0.09593818,0.42954842,0.11043053,0.05920816,0.15697912
4.34317159,0.79091755,0.62771531,0.09014437,0.03028619,0.09176418,0.43710386,0.10369519,0.06183133,0.14924562
4.34917459,0.78231051,0.63437256,0.08696385,0.03017526,0.08777383,0.44269449,0.09716613,0.06420562,0.14179956
4.35517759,0.77207647,0.63795000,0.08380508,0.02990161,0.08398192,0.44616615,0.09089856,0.06626997,0.13468300
4.36118059,0.76011169,0.63827694,0.08067033,0.02946940,0.08039818,0.44740104,0.08494051,0.06797024,0.12792942
4.36718359,0.74634483,0.63524738,0.07756323,0.02888529,0.07702723,0.44632134,0.07933149,0.06926071,0.12156296
4.37318659,0.73073954,0.62882287,0.07448844,0.02815824,0.07386864,0.44289190,0.07410171,0.07010540,0.11559805
4.37918959,0.71329679,0.61903363,0.07145129,0.02729927,0.07091734,0.43712181,0.06927160,0.07047909,0.11003960
4.38519260,0.69405648,0.60597792,0.06845767,0.02632121,0.06816421,0.42906471,0.06485188,0.07036794,0.10488353
4.39119560,0.67309830,0.58981954,0.06551393,0.02523835,0.06559677,0.41881790,0.06084386,0.06976979,0.10011772
4.39719860,0.65054161,0.57078370,0.06262690,0.02406618,0.06320005,0.40652012,0.05724015,0.06869408,0.09572315
4.40320160,0.62654438,0.54915123,0.05980401,0.02282097,0.06095745,0.39234808,0.05402564,0.06716131,0.09167529
4.40920460,0.60130101,0.52525140,0.05705343,0.02151947,0.05885161,0.37651197,0.05117866,0.06520226,0.08794555
4.41520760,0.57503931,0.49945364,0.05438431,0.02017858,0.05686530,0.35924997,0.04867233,0.06285680,0.08450283
4.42121061,0.54801662,0.47215839,0.05180699,0.01881496,0.05498222,0.34082207,0.04647596,0.06017251,0.08131505
4.42721361,0.52051534,0.44378759,0.04933331,0.01744477,0.05318774,0.32150345,0.04455655,0.05720301,0.07835057
4.43321661,0.49283812,0.41477494,0.04697684,0.01608339,0.05146960,0.30157766,0.04288025,0.05400632,0.07557955
4.43921961,0.46530287,0.38555653,0.04475321,0.01474514,0.04981841,0.28132984,0.04141377,0.05064303,0.07297523
4.44522261,0.43823789,0.35656203,0.04268039,0.01344311,0.04822819,0.26104037,0.04012574,0.04717457,0.07051499
4.45122561,0.41197723,0.32820672,0.04077891,0.01218898,0.04669671,0.24097900,0.03898782,0.04366158,0.06818126
4.45722861,0.38685659,0.30088468,0.03907211,0.01099291,0.04522580,0.22139979,0.03797580,0.04016243,0.06596229
