energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up
-3.48474237,1.26115941,0.68117611,0.39555211,0.00191744,0.00675161,0.11526991,0.58373316,0.00667205,0.10423469
-3.47873937,1.22259508,0.68290721,0.39116421,0.00186256,0.00672766,0.11173732,0.55179553,0.00657749,0.09970196
-3.47273637,1.18284011,0.68241519,0.38612873,0.00180203,0.00676956,0.10806766,0.51984562,0.00645312,0.09566160
-3.46673337,1.14262502,0.68008253,0.38064063,0.00173746,0.00688093,0.10434362,0.48825146,0.00630219,0.09219499
-3.46073037,1.10271808,0.67636436,0.37492416,0.00167051,0.00706500,0.10064973,0.45737084,0.00612853,0.08937599
-3.45472736,1.06391317,0.67177769,0.36922865,0.00160286,0.00732451,0.09707045,0.42754801,0.00593635,0.08726958
-3.44872436,1.02701617,0.66688853,0.36382308,0.00153617,0.00766155,0.09368835,0.39911060,0.00573021,0.08593054
-3.44272136,0.99283047,0.66229764,0.35898994,0.00147198,0.00807749,0.09058222,0.37236698,0.00551485,0.08540208
-3.43671836,0.96214207,0.65862563,0.35501840,0.00141175,0.00857277,0.08782537,0.34760397,0.00529505,0.08571468
-3.43071536,0.93570501,0.65649792,0.35219732,0.00135673,0.00914674,0.08548408,0.32508492,0.00507553,0.08688500
-3.42471236,0.91422770,0.65653050,0.35080833,0.00130802,0.00979756,0.08361630,0.30504830,0.00486082,0.08891507
-3.41870935,0.89836082,0.65931709,0.35111948,0.00126647,0.01052203,0.08227064,0.28770660,0.00465516,0.09179165
-3.41270635,0.88868720,0.66541811,0.35337951,0.00123270,0.01131556,0.08148572,0.27324579,0.00446238,0.09548609
-3.40670335,0.88571422,0.67535215,0.35781331,0.00120709,0.01217213,0.08128987,0.26182503,0.00428587,0.09995445
-3.40070035,0.88986887,0.68959001,0.36461844,0.00118976,0.01308429,0.08170120,0.25357680,0.00412852,0.10513815
-3.39469735,0.90149557,0.70855141,0.37396308,0.00118061,0.01404333,0.08272811,0.24860721,0.00399270,0.11096498
-3.38869435,0.92085659,0.73260426,0.38598520,0.00117928,0.01503940,0.08437001,0.24699656,0.00388022,0.11735065
-3.38269135,0.94813487,0.76206620,0.40079290,0.00118525,0.01606180,0.08661843,0.24879990,0.00379242,0.12420072
-3.37668834,0.98343857,0.79720767,0.41846582,0.00119778,0.01709924,0.08945832,0.25404753,0.00373015,0.13141296
-3.37068534,1.02680694,0.83825607,0.43905721,0.00121602,0.01814019,0.09286944,0.26274549,0.00369387,0.13887989
-3.36468234,1.07821663,0.88540004,0.46259637,0.00123898,0.01917330,0.09682787,0.27487567,0.00368366,0.14649174
-3.35867934,1.13758766,0.93879306,0.48909110,0.00126562,0.02018774,0.10130738,0.29039572,0.00369935,0.15413929
-3.35267634,1.20478850,0.99855552,0.51852978,0.00129486,0.02117362,0.10628069,0.30923865,0.00374052,0.16171685
-3.34667334,1.27963923,1.06477458,0.55088264,0.00132564,0.02212232,0.11172046,0.33131198,0.00380664,0.16912502
-3.34067034,1.36191260,1.13750105,0.58610207,0.00135693,0.02302677,0.11759999,0.35649673,0.00389705,0.17627320
-3.33466733,1.45133232,1.21674312,0.62412154,0.00138778,0.02388170,0.12389346,0.38464607,0.00401106,0.18308173
-3.32866433,1.54756868,1.30245667,0.66485325,0.00141736,0.02468377,0.13057581,0.41558387,0.00414791,0.18948353
-3.32266133,1.65023153,1.39453240,0.70818434,0.00144497,0.02543159,0.13762223,0.44910334,0.00430682,0.19542523
-3.31665833,1.75886105,1.49278038,0.75397193,0.00147007,0.02612566,0.14500717,0.48496583,0.00448699,0.20086777
-3.31065533,1.87291705,1.59691270,0.80203721,0.00149230,0.02676822,0.15270312,0.52290001,0.00468751,0.20578632
-3.30465233,1.99176769,1.70652552,0.85215913,0.00151147,0.02736302,0.16067910,0.56260179,0.00490737,0.21016983
-3.29864932,2.11467874,1.82108168,0.90406805,0.00152761,0.02791494,0.16889905,0.60373496,0.00514539,0.21401997
-3.29264632,2.24080468,1.93989557,0.95744003,0.00154090,0.02842972,0.17732025,0.64593289,0.00540016,0.21734977
-3.28664332,2.36918274,2.06212157,1.01189240,0.00155171,0.02891348,0.18589184,0.68880140,0.00566998,0.22018196
-3.28064032,2.49873124,2.18674767,1.06698126,0.00156057,0.02937240,0.19455375,0.73192295,0.00595284,0.22254723
-3.27463732,2.62825319,2.31259561,1.12220128,0.00156815,0.02981237,0.20323600,0.77486203,0.00624634,0.22448246
-3.26863432,2.75644593,2.43832835,1.17698845,0.00157524,0.03023866,0.21185851,0.81717199,0.00654768,0.22602900
-3.26263132,2.88191722,2.56246575,1.23072601,0.00158271,0.03065577,0.22033168,0.85840288,0.00685371,0.22723125
-3.25662831,3.00320795,2.68340841,1.28275356,0.00159146,0.03106731,0.22855745,0.89811045,0.00716085,0.22813552
-3.25062531,3.11882087,2.79946958,1.33237941,0.00160244,0.03147601,0.23643123,0.93586571,0.00746525,0.22878912
-3.24462231,3.22725486,2.90891399,1.37889575,0.00161654,0.03188379,0.24384430,0.97126504,0.00776279,0.22923998
-3.23861931,3.32704312,3.01000266,1.42159625,0.00163460,0.03229207,0.25068684,1.00394020,0.00804919,0.22953636
-3.23261631,3.41679410,3.10104155,1.45979523,0.00165736,0.03270196,0.25685127,1.03356799,0.00832014,0.22972704
-3.22661331,3.49523309,3.18043231,1.49284779,0.00168539,0.03311472,0.26223596,1.05987910,0.00857140,0.22986149
-3.22061031,3.56124256,3.24672257,1.52016976,0.00171912,0.03353211,0.26674884,1.08266573,0.00879896,0.22999020
-3.21460730,3.61389932,3.29865355,1.54125675,0.00175875,0.03395677,0.27031092,1.10178751,0.00899914,0.23016492
-3.20860430,3.65250648,3.33520262,1.55570110,0.00180424,0.03439266,0.27285951,1.11717562,0.00916878,0.23043872
-3.20260130,3.67661851,3.35561875,1.56320616,0.00185534,0.03484528,0.27435081,1.12883461,0.00930530,0.23086573
-3.19659830,3.68605811,3.35944909,1.56359696,0.00191150,0.03532193,0.27476187,1.13684203,0.00940683,0.23150052
-3.19059530,3.68092392,3.34655539,1.55682690,0.00197194,0.03583179,0.27409173,1.14134556,0.00947230,0.23239708
-3.18459230,3.66158848,3.31711948,1.54298005,0.00203565,0.03638584,0.27236174,1.14255801,0.00950147,0.23360730
-3.17858929,3.62868669,3.27163772,1.52226898,0.00210136,0.03699669,0.26961485,1.14075004,0.00949498,0.23517905
-3.17258629,3.58309510,3.21090455,1.49502843,0.00216765,0.03767826,0.26591421,1.13624115,0.00945431,0.23715394
-3.16658329,3.52590309,3.13598642,1.46170487,0.00223292,0.03844525,0.26134086,1.12938911,0.00938178,0.23956479
-3.16058029,3.45837745,3.04818705,1.42284290,0.00229550,0.03931258,0.25599079,1.12057828,0.00928048,0.24243306
-3.15457729,3.38192176,2.94900614,1.37906882,0.00235362,0.04029472,0.24997154,1.11020729,0.00915417,0.24576636
-3.14857429,3.29803277,2.84009329,1.33107241,0.00240557,0.04140490,0.24339842,1.09867653,0.00900716,0.24955614
-3.14257129,3.20825549,2.72319925,1.27958774,0.00244968,0.04265439,0.23639065,1.08637592,0.00884418,0.25377591
-3.13656828,3.11413894,2.60012679,1.22537376,0.00248441,0.04405171,0.22906748,1.07367328,0.00867025,0.25838004
-3.13056528,3.01719444,2.47268289,1.16919547,0.00250840,0.04560193,0.22154467,1.06090389,0.00849052,0.26330329
-3.12456228,2.91885781,2.34263431,1.11180651,0.00252051,0.04730608,0.21393121,1.04836138,0.00831007,0.26846122
-3.11855928,2.82045683,2.21166775,1.05393349,0.00251989,0.04916063,0.20632672,1.03629026,0.00813382,0.27375149
-3.11255628,2.72318480,2.08135583,0.99626271,0.00250596,0.05115713,0.19881930,1.02488033,0.00796630,0.27905603
-3.10655328,2.62808077,1.95312965,0.93942931,0.00247847,0.05328205,0.19148416,1.01426302,0.00781157,0.28424417
-3.10055028,2.53601659,1.82825811,0.88400913,0.00243750,0.05551677,0.18438282,1.00450977,0.00767306,0.28917637
-3.09454727,2.44769069,1.70783421,0.83051315,0.00238344,0.05783776,0.17756303,0.99563236,0.00755345,0.29370866
-3.08854427,2.36362814,1.59276788,0.77938427,0.00231696,0.06021692,0.17105919,0.98758517,0.00745462,0.29769741
-3.08254127,2.28418635,1.48378472,0.73099635,0.00223904,0.06262214,0.16489331,0.98026926,0.00737756,0.30100433
-3.07653827,2.20956565,1.38143020,0.68565504,0.00215086,0.06501800,0.15907634,0.97353805,0.00732234,0.30350129
-3.07053527,2.13982371,1.28607805,0.64360004,0.00205381,0.06736655,0.15360980,0.96720443,0.00728814,0.30507505
-3.06453227,2.07489302,1.19794232,0.60500854,0.00194941,0.06962833,0.14848752,0.96104906,0.00727326,0.30563123
-3.05852926,2.01460031,1.11709190,0.56999928,0.00183926,0.07176331,0.14369750,0.95482965,0.00727518,0.30509779
-3.05252626,1.95868706,1.04346690,0.53863715,0.00172502,0.07373201,0.13922365,0.94829081,0.00729065,0.30342753
-3.04652326,1.90683024,0.97689588,0.51093781,0.00160831,0.07549655,0.13504743,0.94117430,0.00731585,0.30059965
-3.04052026,1.85866263,0.91711346,0.48687239,0.00149073,0.07702171,0.13114928,0.93322935,0.00734648,0.29662031
-3.03451726,1.81379197,0.86377767,0.46637187,0.00137375,0.07827595,0.12750981,0.92422261,0.00737799,0.29152216
-3.02851426,1.77181855,0.81648665,0.44933128,0.00125871,0.07923227,0.12411069,0.91394765,0.00740570,0.28536294
-3.02251126,1.73235086,0.77479437,0.43561351,0.00114683,0.07986905,0.12093529,0.90223342,0.00742505,0.27822315
-3.01650825,1.69501900,0.73822523,0.42505292,0.00103912,0.08017066,0.11796900,0.88895174,0.00743173,0.27020303
-3.01050525,1.65948577,0.70628735,0.41745875,0.00093643,0.08012791,0.11519939,0.87402317,0.00742191,0.26141901
-3.00450225,1.62545537,0.67848451,0.41261835,0.00083943,0.07973838,0.11261610,0.85742150,0.00739238,0.25199969
-2.99849925,1.59267977,0.65432678,0.41030047,0.00074859,0.07900648,0.11021054,0.83917634,0.00734072,0.24208174
-2.99249625,1.56096287,0.63333977,0.41025860,0.00066424,0.07794333,0.10797561,0.81937395,0.00726537,0.23180568
-2.98649325,1.53016257,0.61507269,0.41223447,0.00058655,0.07656647,0.10590522,0.79815623,0.00716580,0.22131196
-2.98049025,1.50019104,0.59910505,0.41596182,0.00051554,0.07489937,0.10399386,0.77571792,0.00704246,0.21073723
-2.97448724,1.47101338,0.58505222,0.42117040,0.00045114,0.07297081,0.10223620,0.75230210,0.00689686,0.20021117
-2.96848424,1.44264484,0.57256976,0.42759021,0.00039318,0.07081402,0.10062677,0.72819422,0.00673151,0.18985378
-2.96248124,1.41514703,0.56135662,0.43495595,0.00034139,0.06846584,0.09915967,0.70371484,0.00654986,0.17977326
-2.95647824,1.38862307,0.55115710,0.44301155,0.00029550,0.06596573,0.09782841,0.67921140,0.00635617,0.17006459
-2.95047524,1.36321219,0.54176173,0.45151470,0.00025515,0.06335475,0.09662593,0.65504924,0.00615541,0.16080857
-2.94447224,1.33908360,0.53300691,0.46024116,0.00022001,0.06067450,0.09554458,0.63160222,0.00595306,0.15207158
-2.93846923,1.31643012,0.52477341,0.46898876,0.00018971,0.05796618,0.09457634,0.60924334,0.00575494,0.14390570
-2.93246623,1.29546140,0.51698382,0.47758079,0.00016393,0.05526960,0.09371299,0.58833541,0.00556700,0.13634943
-2.92646323,1.27639704,0.50959888,0.48586877,0.00014235,0.05262236,0.09294641,0.56922234,0.00539514,0.12942859
-2.92046023,1.25945954,0.50261283,0.49373426,0.00012467,0.05005908,0.09226883,0.55222116,0.00524495,0.12315761
-2.91445723,1.24486737,0.49604797,0.50108984,0.00011065,0.04761079,0.09167314,0.53761491,0.00512160,0.11754092
-2.90845423,1.23282808,0.48994855,0.50787890,0.00010008,0.04530448,0.09115307,0.52564682,0.00502955,0.11257445
-2.90245123,1.22353177,0.48437411,0.51407456,0.00009278,0.04316272,0.09070341,0.51651568,0.00497251,0.10824716
-2.89644822,1.21714502,0.47939270,0.51967751,0.00008863,0.04120351,0.09032009,0.51037271,0.00495322,0.10454251
-2.89044522,1.21380553,0.47507406,0.52471304,0.00008755,0.03944023,0.09000022,0.50731987,0.00497338,0.10143987
-2.88444222,1.21361770,0.47148314,0.52922744,0.00008948,0.03788169,0.08974203,0.50740979,0.00503363,0.09891582
-2.87843922,1.21664946,0.46867421,0.53328387,0.00009442,0.03653241,0.08954476,0.51064718,0.00513345,0.09694524
-2.87243622,1.22293050,0.46668582,0.53695818,0.00010238,0.03539287,0.08940848,0.51699177,0.00527126,0.09550243
-2.86643322,1.23245221,0.46553687,0.54033471,0.00011340,0.03445995,0.08933393,0.52636264,0.00544439,0.09456189
-2.86043022,1.24516945,0.46522398,0.54350248,0.00012754,0.03372743,0.08932226,0.53864384,0.00564924,0.09409914
-2.85442721,1.26100414,0.46572019,0.54655202,0.00014484,0.03318648,0.08937489,0.55369101,0.00588138,0.09409136
-2.84842421,1.27985066,0.46697524,0.54957286,0.00016538,0.03282624,0.08949333,0.57133885,0.00613570,0.09451787
-2.84242121,1.30158285,0.46891717,0.55265208,0.00018918,0.03263443,0.08967908,0.59140899,0.00640658,0.09536056
-2.83641821,1.32606222,0.47145536,0.55587360,0.00021626,0.03259790,0.08993359,0.61371801,0.00668812,0.09660420
-2.83041521,1.35314689,0.47448463,0.55931850,0.00024659,0.03270318,0.09025824,0.63808510,0.00697432,0.09823659
-2.82441221,1.38270069,0.47789026,0.56306603,0.00028011,0.03293696,0.09065438,0.66433896,0.00725930,0.10024857
-2.81840920,1.41460165,0.48155356,0.56719520,0.00031669,0.03328657,0.09112341,0.69232354,0.00753749,0.10263391
-2.81240620,1.44874926,0.48535771,0.57178666,0.00035614,0.03374028,0.09166680,0.72190220,0.00780383,0.10538898
-2.80640320,1.48506967,0.48919342,0.57692460,0.00039820,0.03428757,0.09228613,0.75295989,0.00805395,0.10851218
-2.80040020,1.52351840,0.49296414,0.58269837,0.00044253,0.03491929,0.09298307,0.78540326,0.00828428,0.11200326
-2.79439720,1.56407982,0.49659043,0.58920350,0.00048873,0.03562770,0.09375921,0.81915833,0.00849218,0.11586231
-2.78839420,1.60676341,0.50001336,0.59654196,0.00053632,0.03640638,0.09461588,0.85416600,0.00867597,0.12008863
-2.78239120,1.65159660,0.50319654,0.60482137,0.00058474,0.03725007,0.09555376,0.89037534,0.00883502,0.12467937
-2.77638819,1.69861438,0.50612697,0.61415318,0.00063340,0.03815442,0.09657248,0.92773506,0.00896968,0.12962810
-2.77038519,1.74784630,0.50881439,0.62464982,0.00068165,0.03911560,0.09767006,0.96618368,0.00908128,0.13492326
-2.76438219,1.79930156,0.51128956,0.63642081,0.00072881,0.04012999,0.09884232,1.00563891,0.00917200,0.14054667
-2.75837919,1.85295302,0.51360127,0.64956816,0.00077421,0.04119369,0.10008228,1.04598694,0.00924481,0.14647214
-2.75237619,1.90872137,0.51581262,0.66418132,0.00081718,0.04230215,0.10137958,1.08707244,0.00930328,0.15266423
-2.74637319,1.96646053,0.51799672,0.68033189,0.00085707,0.04344981,0.10271998,1.12868993,0.00935148,0.15907745
-2.74037019,2.02594544,0.52023212,0.69806858,0.00089329,0.04462972,0.10408502,1.17057737,0.00939380,0.16565566
-2.73436718,2.08686322,0.52259821,0.71741275,0.00092534,0.04583335,0.10545186,1.21241234,0.00943479,0.17233204
-2.72836418,2.14880869,0.52517111,0.73835475,0.00095280,0.04705045,0.10679335,1.25381155,0.00947900,0.17902960
-2.72236118,2.21128470,0.52801995,0.76085149,0.00097536,0.04826903,0.10807833,1.29433374,0.00953087,0.18566206
-2.71635818,2.27370750,0.53120401,0.78482534,0.00099283,0.04947543,0.10927227,1.33348614,0.00959457,0.19213549
-2.71035518,2.33541740,0.53477059,0.81016442,0.00100516,0.05065459,0.11033807,1.37073440,0.00967387,0.19835020
-2.70435218,2.39569391,0.53875380,0.83672438,0.00101241,0.05179030,0.11123713,1.40551545,0.00977213,0.20420322
-2.69834917,2.45377496,0.54317410,0.86433148,0.00101480,0.05286568,0.11193063,1.43725301,0.00989215,0.20959102
-2.69234617,2.50887909,0.54803855,0.89278672,0.00101265,0.05386360,0.11238092,1.46537472,0.01003613,0.21441248
-2.68634317,2.56022943,0.55334150,0.92187096,0.00100639,0.05476722,0.11255292,1.48933041,0.01020566,0.21857192
-2.68034017,2.60707817,0.55906570,0.95135035,0.00099656,0.05556050,0.11241555,1.50861027,0.01040169,0.22198205
-2.67433717,2.64873022,0.56518337,0.98098211,0.00098375,0.05622869,0.11194306,1.52276229,0.01062448,0.22456675
-2.66833417,2.68456475,0.57165729,1.01051997,0.00096861,0.05675879,0.11111615,1.53140799,0.01087360,0.22626346
-2.66233117,2.71405350,0.57844152,1.03971918,0.00095181,0.05713994,0.10992290,1.53425568,0.01114794,0.22702524
-2.65632816,2.73677499,0.58548186,1.06834066,0.00093402,0.05736367,0.10835940,1.53111069,0.01144572,0.22682213
-2.65032516,2.75242397,0.59271576,1.09615428,0.00091587,0.05742412,0.10643005,1.52188217,0.01176444,0.22564210
-2.64432216,2.76081582,0.60007189,1.12294103,0.00089795,0.05731813,0.10414756,1.50658605,0.01210090,0.22349122
-2.63831916,2.76188596,0.60746937,1.14849410,0.00088076,0.05704516,0.10153258,1.48534437,0.01245125,0.22039330
-2.63231616,2.75568441,0.61481677,1.17261903,0.00086471,0.05660721,0.09861308,1.45838087,0.01281096,0.21638894
-2.62631316,2.74236640,0.62201112,1.19513308,0.00085013,0.05600864,0.09542342,1.42601342,0.01317487,0.21153404
-2.62031016,2.72217946,0.62893716,1.21586399,0.00083720,0.05525581,0.09200320,1.38864358,0.01353723,0.20589782
-2.61430715,2.69544833,0.63546697,1.23464854,0.00082600,0.05435685,0.08839600,1.34674393,0.01389178,0.19956063
-2.60830415,2.66255842,0.64146031,1.25133108,0.00081648,0.05332128,0.08464798,1.30084385,0.01423181,0.19261134
-2.60230115,2.62393908,0.64676576,1.26576249,0.00080851,0.05215967,0.08080649,1.25151444,0.01455033,0.18514480
-2.59629815,2.58004765,0.65122283,1.27779968,0.00080184,0.05088333,0.07691868,1.19935315,0.01484014,0.17725914
-2.59029515,2.53135502,0.65466515,1.28730595,0.00079613,0.04950399,0.07303026,1.14496889,0.01509403,0.16905327
-2.58429215,2.47833355,0.65692457,1.29415239,0.00079100,0.04803360,0.06918433,1.08896805,0.01530497,0.16062446
-2.57828914,2.42144787,0.65783630,1.29822022,0.00078602,0.04648410,0.06542051,1.03194191,0.01546628,0.15206630
-2.57228614,2.36114859,0.65724476,1.29940429,0.00078074,0.04486729,0.06177415,0.97445588,0.01557186,0.14346686
-2.56628314,2.29786927,0.65500990,1.29761739,0.00077469,0.04319477,0.05827584,0.91704058,0.01561637,0.13490724
-2.56028014,2.23202628,0.65101386,1.29279547,0.00076748,0.04147790,0.05495114,0.86018510,0.01559548,0.12646055
-2.55427714,2.16402127,0.64516738,1.28490319,0.00075873,0.03972782,0.05182052,0.80433226,0.01550599,0.11819113
-2.54827414,2.09424574,0.63741594,1.27393990,0.00074813,0.03795549,0.04889949,0.74987585,0.01534602,0.11015422
-2.54227114,2.02308722,0.62774500,1.25994540,0.00073549,0.03617172,0.04619889,0.69715974,0.01511513,0.10239596
-2.53626813,1.95093620,0.61618427,1.24300539,0.00072071,0.03438730,0.04372540,0.64647839,0.01481440,0.09495362
-2.53026513,1.87819350,0.60281062,1.22325623,0.00070381,0.03261298,0.04148206,0.59807880,0.01444645,0.08785612
-2.52426213,1.80527706,0.58774955,1.20088877,0.00068494,0.03085956,0.03946891,0.55216335,0.01401543,0.08112473
-2.51825913,1.73262795,0.57117502,1.17615096,0.00066441,0.02913786,0.03768368,0.50889332,0.01352698,0.07477390
-2.51225613,1.66071501,0.55330775,1.14934920,0.00064268,0.02745872,0.03612244,0.46839288,0.01298809,0.06881228
-2.50625313,1.59003772,0.53441191,1.12084821,0.00062034,0.02583288,0.03478026,0.43075317,0.01240695,0.06324366
-2.50025013,1.52112719,0.51479041,1.09106937,0.00059821,0.02427094,0.03365178,0.39603628,0.01179279,0.05806803
-2.49424712,1.45454510,0.49477900,1.06048763,0.00057722,0.02278316,0.03273171,0.36427907,0.01115561,0.05328259
-2.48824412,1.39088059,0.47473929,1.02962681,0.00055853,0.02137933,0.03201526,0.33549649,0.01050600,0.04888270
-2.48224112,1.33074523,0.45505116,0.99905361,0.00054350,0.02006854,0.03149840,0.30968456,0.00985487,0.04486273
-2.47623812,1.27476615,0.43610464,0.96937024,0.00053366,0.01885898,0.03117807,0.28682272,0.00921320,0.04121689
-2.47023512,1.22357765,0.41829161,0.94120578,0.00053080,0.01775776,0.03105224,0.26687580,0.00859180,0.03793987
-2.46423212,1.17781143,0.40199758,0.91520659,0.00053694,0.01677068,0.03111986,0.24979543,0.00800112,0.03502743
-2.45822911,1.13808584,0.38759376,0.89202560,0.00055434,0.01590207,0.03138075,0.23552108,0.00745103,0.03247677
-2.45222611,1.10499430,0.37542949,0.87231089,0.00058553,0.01515463,0.03183538,0.22398085,0.00695065,0.03028690
-2.44622311,1.07909333,0.36582535,0.85669358,0.00063333,0.01452933,0.03248457,0.21509191,0.00650820,0.02845875
-2.44022011,1.06089026,0.35906686,0.84577516,0.00070081,0.01402535,0.03332918,0.20876088,0.00613091,0.02699521
-2.43421711,1.05083111,0.35539897,0.84011464,0.00079132,0.01364005,0.03436978,0.20488420,0.00582489,0.02590105
-2.42821411,1.04928876,0.35502118,0.84021550,0.00090848,0.01336903,0.03560625,0.20334846,0.00559510,0.02518265
-2.42221111,1.05655167,0.35808360,0.84651290,0.00105611,0.01320621,0.03703748,0.20403095,0.00544525,0.02484765
-2.41620810,1.07281353,0.36468359,0.85936125,0.00123820,0.01314395,0.03866104,0.20680024,0.00537784,0.02490448
-2.41020510,1.09816395,0.37486328,0.87902265,0.00145886,0.01317328,0.04047293,0.21151713,0.00539406,0.02536173
-2.40420210,1.13258052,0.38860785,0.90565640,0.00172220,0.01328408,0.04246735,0.21803562,0.00549383,0.02622750
-2.39819910,1.17592252,0.40584454,0.93930997,0.00203221,0.01346534,0.04463656,0.22620427,0.00567577,0.02750857
-2.39219610,1.22792654,0.42644264,0.97991184,0.00239266,0.01370547,0.04697079,0.23586763,0.00593722,0.02920956
-2.38619310,1.28820415,0.45021419,1.02726656,0.00280689,0.01399254,0.04945822,0.24686790,0.00627422,0.03133206
-2.38019010,1.35624205,0.47691581,1.08105227,0.00327768,0.01431462,0.05208501,0.25904662,0.00668155,0.03387372
-2.37418709,1.43140469,0.50625141,1.14082112,0.00380704,0.01466003,0.05483535,0.27224660,0.00715274,0.03682734
-2.36818409,1.51293968,0.53787603,1.20600264,0.00439602,0.01501761,0.05769167,0.28631368,0.00768016,0.04018011
-2.36218109,1.59998596,0.57140069,1.27591030,0.00504451,0.01537701,0.06063474,0.30109867,0.00825502,0.04391283
-2.35617809,1.69158482,0.60639840,1.34975117,0.00575106,0.01572886,0.06364389,0.31645910,0.00886755,0.04799937
-2.35017509,1.78669370,0.64241111,1.42663872,0.00651274,0.01606499,0.06669724,0.33226099,0.00950706,0.05240625
-2.34417209,1.88420254,0.67895770,1.50560845,0.00732500,0.01637856,0.06977192,0.34838045,0.01016212,0.05709249
-2.33816908,1.98295248,0.71554262,1.58563601,0.00818158,0.01666419,0.07284432,0.36470519,0.01082077,0.06200969
-2.33216608,2.08175653,0.75166526,1.66565747,0.00907449,0.01691797,0.07589038,0.38113581,0.01147072,0.06710237
-2.32616308,2.17942161,0.78682956,1.74459102,0.00999407,0.01713754,0.07888577,0.39758698,0.01209961,0.07230866
-2.32016008,2.27477163,0.82055379,1.82135971,0.01092905,0.01732203,0.08180620,0.41398837,0.01269529,0.07756119
-2.31415708,2.36667064,0.85238008,1.89491431,0.01186674,0.01747203,0.08462769,0.43028528,0.01324611,0.08278837
-2.30815408,2.45404565,0.88188335,1.96425573,0.01279328,0.01758946,0.08732679,0.44643909,0.01374116,0.08791583
-2.30215108,2.53590820,0.90867958,2.02845624,0.01369394,0.01767742,0.08988083,0.46242720,0.01417064,0.09286811
-2.29614807,2.61137406,0.93243287,2.08667889,0.01455348,0.01774007,0.09226822,0.47824270,0.01452603,0.09757052
-2.29014507,2.67968032,0.95286126,2.13819445,0.01535660,0.01778243,0.09446868,0.49389349,0.01480037,0.10195104
-2.28414207,2.74019932,0.96974110,2.18239540,0.01608831,0.01781013,0.09646347,0.50940093,0.01498844,0.10594226
-2.27813907,2.79244895,0.98290987,2.21880664,0.01673445,0.01782920,0.09823563,0.52479788,0.01508687,0.10948324
-2.27213607,2.83609890,0.99226749,2.24709262,0.01728214,0.01784586,0.09977022,0.54012622,0.01509422,0.11252122
-2.26613307,2.87097282,0.99777609,2.26706084,0.01772016,0.01786626,0.10105452,0.55543377,0.01501102,0.11501308
-2.26013007,2.89704622,0.99945846,2.27866169,0.01803937,0.01789626,0.10207823,0.57077071,0.01483965,0.11692652
-2.25412706,2.91444052,0.99739543,2.28198495,0.01823301,0.01794124,0.10283359,0.58618556,0.01458431,0.11824088
-2.24812406,2.92341343,0.99172220,2.27725322,0.01829693,0.01800591,0.10331562,0.60172094,0.01425075,0.11894759
-2.24212106,2.92434629,0.98262413,2.26481257,0.01822977,0.01809416,0.10352211,0.61740917,0.01384614,0.11905016
-2.23611806,2.91772903,0.97033213,2.24512117,0.01803297,0.01820903,0.10345382,0.63326798,0.01337877,0.11856381
-2.23011506,2.90414352,0.95511791,2.21873625,0.01771074,0.01835260,0.10311447,0.64929665,0.01285775,0.11751472
-2.22411206,2.88424606,0.93728929,2.18629993,0.01726990,0.01852610,0.10251078,0.66547272,0.01229276,0.11593888
-2.21810905,2.85874993,0.91718578,2.14852470,0.01671967,0.01872993,0.10165248,0.68174967,0.01169375,0.11388074
-2.21210605,2.82840863,0.89517451,2.10617869,0.01607130,0.01896392,0.10055223,0.69805566,0.01107062,0.11139161
-2.20610305,2.79400063,0.87164643,2.06007145,0.01533774,0.01922750,0.09922561,0.71429367,0.01043303,0.10852788
-2.20010005,2.75631596,0.84701287,2.01104038,0.01453321,0.01952001,0.09769094,0.73034316,0.00979015,0.10534934
-2.19409705,2.71614514,0.82170225,1.95993809,0.01367269,0.01984108,0.09596918,0.74606320,0.00915046,0.10191736
-2.18809405,2.67427060,0.79615678,1.90762074,0.01277155,0.02019101,0.09408377,0.76129724,0.00852168,0.09829331
-2.18209105,2.63146037,0.77082893,1.85493740,0.01184505,0.02057117,0.09206036,0.77587924,0.00791059,0.09453712
-2.17608804,2.58846397,0.74617752,1.80272035,0.01090796,0.02098447,0.08992655,0.78964105,0.00732307,0.09070600
-2.17008504,2.54601002,0.72266309,1.75177605,0.00997416,0.02143567,0.08771162,0.80242065,0.00676402,0.08685355
-2.16408204,2.50480497,0.70074243,1.70287666,0.00905637,0.02193186,0.08544615,0.81407093,0.00623744,0.08302897
-2.15807904,2.46553232,0.68086224,1.65675187,0.00816591,0.02248262,0.08316160,0.82446846,0.00574645,0.07927670
-2.15207604,2.42885171,0.66345161,1.61408078,0.00731251,0.02310032,0.08088988,0.83352190,0.00529338,0.07563618
-2.14607304,2.39539713,0.64891374,1.57548369,0.00650422,0.02380018,0.07866283,0.84117935,0.00487986,0.07214190
-2.14007004,2.36577369,0.63761663,1.54151373,0.00574740,0.02460017,0.07651168,0.84743436,0.00450688,0.06882361
-2.13406703,2.34055267,0.62988338,1.51264833,0.00504670,0.02552090,0.07446653,0.85233001,0.00417493,0.06570664
-2.12806403,2.32026434,0.62598213,1.48928069,0.00440520,0.02658522,0.07255566,0.85596078,0.00388405,0.06281231
-2.12206103,2.30538877,0.62611627,1.47171138,0.00382452,0.02781769,0.07080504,0.85847202,0.00363391,0.06015836
