energy_ev,total_up,Cr_p_up,Cr_d_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-4.72736368,4.27807532,1.50607681,0.84632901,0.40310370,0.85310716,0.02643147,0.14438863,0.13130199,1.93987302
-4.72136068,4.19459820,1.48973224,0.85109914,0.38457405,0.82191729,0.02522379,0.14266210,0.12555934,1.90544930
-4.71535768,4.12305980,1.47375732,0.85947616,0.36777528,0.79272900,0.02413293,0.14176872,0.12019839,1.87597307
-4.70935468,4.06426800,1.45867857,0.87140113,0.35277730,0.76583878,0.02318326,0.14167653,0.11525816,1.85179852
-4.70335168,4.01862241,1.44494994,0.88668892,0.33960780,0.74147429,0.02239473,0.14233240,0.11077111,1.83309802
-4.69734867,3.98610471,1.43293599,0.90503420,0.32825277,0.71979049,0.02178251,0.14366322,0.10676130,1.81985754
-4.69134567,3.96628564,1.42290011,0.92602253,0.31865838,0.70086836,0.02135679,0.14557765,0.10324276,1.81188002
-4.68534267,3.95834887,1.41499842,0.94914613,0.31073431,0.68471637,0.02112278,0.14796863,0.10021809,1.80879666
-4.67933967,3.96113064,1.40927955,0.97382363,0.30435823,0.67127449,0.02108074,0.15071640,0.09767764,1.81008564
-4.67333667,3.97317362,1.40569002,0.99942287,0.29938146,0.66042069,0.02122626,0.15369209,0.09559910,1.81509738
-4.66733367,3.99279240,1.40408483,1.02528568,0.29563532,0.65197953,0.02155058,0.15676169,0.09394770,1.82308507
-4.66133067,4.01814733,1.40424234,1.05075357,0.29293813,0.64573238,0.02204106,0.15979024,0.09267698,1.83323898
-4.65532766,4.04732323,1.40588241,1.07519298,0.29110235,0.64142877,0.02268166,0.16264612,0.09173012,1.84472263
-4.64932466,4.07840905,1.40868662,1.09801908,0.28994165,0.63879835,0.02345359,0.16520524,0.09104176,1.85670922
-4.64332166,4.10957459,1.41231917,1.11871688,0.28927763,0.63756277,0.02433585,0.16735502,0.09054030,1.86841623
